rbo,cluster,signature_name,current_p
0.0037868450473702,K169-64,pnoc,0.98
0.0150927133856395,K169-65,pnoc,0.98
0.00504611707097878,K169-66,pnoc,0.98
0.0178829854374727,K169-67,pnoc,0.98
0.0210713394104282,K169-68,pnoc,0.98
0.0151993310936623,K169-69,pnoc,0.98
0.0169032573845137,K169-7,pnoc,0.98
0.00809545722285829,K169-70,pnoc,0.98
0.0443694816704211,K169-71,pnoc,0.98
0.0262731250314537,K169-72,pnoc,0.98
0.0284801182251468,K169-73,pnoc,0.98
0.0606166393340593,K169-74,pnoc,0.98
0.0127924803308621,K169-75,pnoc,0.98
0.00567164276733902,K169-76,pnoc,0.98
0.0737867711070478,K169-77,pnoc,0.98
0.034209641805433,K169-78,pnoc,0.98
0.00392814126259278,K169-79,pnoc,0.98
0.00285408529219253,K169-8,pnoc,0.98
0.0172127288408525,K169-80,pnoc,0.98
0.00820485577091124,K169-81,pnoc,0.98
0.0124815287863222,K169-82,pnoc,0.98
0.0349887921209999,K169-83,pnoc,0.98
0.0249188076962368,K169-84,pnoc,0.98
0.0402057151937741,K169-85,pnoc,0.98
2.55179158916131e-05,K169-86,pnoc,0.98
0.0266519012310101,K169-87,pnoc,0.98
0.051345807345088,K169-88,pnoc,0.98
0.018324676223373,K169-89,pnoc,0.98
0.0173918416610409,K169-9,pnoc,0.98
0.0217857726035319,K169-90,pnoc,0.98
0.00105462295004467,K169-91,pnoc,0.98
0.017205485307443,K169-92,pnoc,0.98
0.0159742111339684,K169-93,pnoc,0.98
0.0359548971551618,K169-94,pnoc,0.98
0.0531111102529114,K169-95,pnoc,0.98
0.0147326476575459,K169-96,pnoc,0.98
0.0713746842341191,K169-97,pnoc,0.98
0.0342085853056717,K169-98,pnoc,0.98
0.0686003809437561,K169-99,pnoc,0.98
0.133798338239929,K169-1,pomc_glp1r,0.98
0.0223639083638992,K169-10,pomc_glp1r,0.98
0.0217740312324755,K169-100,pomc_glp1r,0.98
0.00687065402402415,K169-101,pomc_glp1r,0.98
0.00723831035491542,K169-102,pomc_glp1r,0.98
0.00242355784986317,K169-103,pomc_glp1r,0.98
0.0112217340394762,K169-104,pomc_glp1r,0.98
0.00495977720403045,K169-105,pomc_glp1r,0.98
0.00779013113131013,K169-106,pomc_glp1r,0.98
0.0351184085243546,K169-107,pomc_glp1r,0.98
0.0187635450144485,K169-108,pomc_glp1r,0.98
0.010676790700159,K169-109,pomc_glp1r,0.98
0.00741681760975999,K169-11,pomc_glp1r,0.98
0.00198342832482641,K169-110,pomc_glp1r,0.98
0.0147324836730773,K169-111,pomc_glp1r,0.98
0.0136817263816683,K169-112,pomc_glp1r,0.98
0.0283638828452968,K169-113,pomc_glp1r,0.98
0.0119879315854197,K169-114,pomc_glp1r,0.98
0.00328947889587516,K169-115,pomc_glp1r,0.98
0.0167328521158069,K169-116,pomc_glp1r,0.98
0.000455387966591552,K169-117,pomc_glp1r,0.98
2.92082153432412e-05,K169-118,pomc_glp1r,0.98
0.0147292179883825,K169-119,pomc_glp1r,0.98
0.0731646694587229,K169-12,pomc_glp1r,0.98
0.00801529509471618,K169-120,pomc_glp1r,0.98
0.000745035151159452,K169-121,pomc_glp1r,0.98
0.00630919455171321,K169-122,pomc_glp1r,0.98
0.00695265553626614,K169-123,pomc_glp1r,0.98
0.0133240552290909,K169-124,pomc_glp1r,0.98
0.0694596261002676,K169-125,pomc_glp1r,0.98
0.00698906904016098,K169-126,pomc_glp1r,0.98
0.000820522519625633,K169-127,pomc_glp1r,0.98
0.0209196648090563,K169-128,pomc_glp1r,0.98
0.00426695187806862,K169-129,pomc_glp1r,0.98
0.0474655209198635,K169-13,pomc_glp1r,0.98
0.00142703806848199,K169-130,pomc_glp1r,0.98
0.0115991728982779,K169-131,pomc_glp1r,0.98
0.0292483643505412,K169-132,pomc_glp1r,0.98
0.00720245542955768,K169-133,pomc_glp1r,0.98
0.0625587486076778,K169-134,pomc_glp1r,0.98
0.0060916102736196,K169-135,pomc_glp1r,0.98
0.00381061683025063,K169-136,pomc_glp1r,0.98
0,K169-137,pomc_glp1r,0.98
0.0138888036335386,K169-138,pomc_glp1r,0.98
0.0550350178899288,K169-139,pomc_glp1r,0.98
0.0278869448197098,K169-14,pomc_glp1r,0.98
0.00607790038764186,K169-140,pomc_glp1r,0.98
0.0344221579325376,K169-141,pomc_glp1r,0.98
0.0602649370258934,K169-142,pomc_glp1r,0.98
0.0146228844586025,K169-143,pomc_glp1r,0.98
0.0081579185258038,K169-144,pomc_glp1r,0.98
0.00183968603048684,K169-145,pomc_glp1r,0.98
0.00367164545055474,K169-146,pomc_glp1r,0.98
0.0132920801132649,K169-148,pomc_glp1r,0.98
0.0424236723616076,K169-149,pomc_glp1r,0.98
0.00929741859981181,K169-15,pomc_glp1r,0.98
0.00152148522757697,K169-150,pomc_glp1r,0.98
0.00994530979286837,K169-151,pomc_glp1r,0.98
0.00684858187982053,K169-152,pomc_glp1r,0.98
0.010360669281075,K169-153,pomc_glp1r,0.98
0.0473605132857396,K169-154,pomc_glp1r,0.98
0.018566298493842,K169-155,pomc_glp1r,0.98
0.0022541132136811,K169-156,pomc_glp1r,0.98
0.0164702283183944,K169-157,pomc_glp1r,0.98
0.00600742924132555,K169-158,pomc_glp1r,0.98
0.0273200155580422,K169-159,pomc_glp1r,0.98
0.0106049163344825,K169-16,pomc_glp1r,0.98
0.00822390052614918,K169-160,pomc_glp1r,0.98
0.00692831011879649,K169-161,pomc_glp1r,0.98
0.00158048355007449,K169-162,pomc_glp1r,0.98
0.0278733683929887,K169-163,pomc_glp1r,0.98
0.0174162152625803,K169-164,pomc_glp1r,0.98
0.00647545938959032,K169-165,pomc_glp1r,0.98
0.0373118608264805,K169-166,pomc_glp1r,0.98
0.0394992789342394,K169-167,pomc_glp1r,0.98
0.010622469928215,K169-17,pomc_glp1r,0.98
0.00920246790308972,K169-170,pomc_glp1r,0.98
0,K169-171,pomc_glp1r,0.98
0.0307413078702842,K169-18,pomc_glp1r,0.98
0.0172518199002368,K169-19,pomc_glp1r,0.98
0.00918226206980451,K169-2,pomc_glp1r,0.98
0.0012900916821444,K169-20,pomc_glp1r,0.98
0.307471356563285,K169-21,pomc_glp1r,0.98
0.00231701754539296,K169-22,pomc_glp1r,0.98
0.0047341781935318,K169-23,pomc_glp1r,0.98
0.0864399256380195,K169-24,pomc_glp1r,0.98
0.00563960985879783,K169-25,pomc_glp1r,0.98
0.0111691741415639,K169-26,pomc_glp1r,0.98
0.00373168104887892,K169-27,pomc_glp1r,0.98
0.118970904343222,K169-28,pomc_glp1r,0.98
0.0141298000998876,K169-29,pomc_glp1r,0.98
0.00469780822219946,K169-3,pomc_glp1r,0.98
0.0268083902123532,K169-30,pomc_glp1r,0.98
