rbo,cluster,signature_name,current_p
0.0217724973856307,K169-31,pomc_glp1r,0.98
0.151369954126929,K169-32,pomc_glp1r,0.98
0.000937679844407717,K169-33,pomc_glp1r,0.98
0.00208558511169415,K169-34,pomc_glp1r,0.98
0.232400097472466,K169-35,pomc_glp1r,0.98
0.0778951570956662,K169-36,pomc_glp1r,0.98
0.0407683796637493,K169-37,pomc_glp1r,0.98
0.0608286298403485,K169-38,pomc_glp1r,0.98
0.131711198661289,K169-39,pomc_glp1r,0.98
0.0361904556420479,K169-4,pomc_glp1r,0.98
0.0207163670805677,K169-40,pomc_glp1r,0.98
0.0382139841854984,K169-41,pomc_glp1r,0.98
0.0196489558972717,K169-42,pomc_glp1r,0.98
0.00543839211884247,K169-43,pomc_glp1r,0.98
0.122149281029737,K169-44,pomc_glp1r,0.98
0.01993917225036,K169-45,pomc_glp1r,0.98
0.0370877373073238,K169-46,pomc_glp1r,0.98
0.0142520283635806,K169-47,pomc_glp1r,0.98
0.00731427606387686,K169-48,pomc_glp1r,0.98
0.00436807521684734,K169-49,pomc_glp1r,0.98
0.0245389348099567,K169-5,pomc_glp1r,0.98
0.0379780155817047,K169-50,pomc_glp1r,0.98
0.000252281033266775,K169-51,pomc_glp1r,0.98
0.0183539533099547,K169-52,pomc_glp1r,0.98
0.00502519136419629,K169-53,pomc_glp1r,0.98
0.000751252362420536,K169-54,pomc_glp1r,0.98
0.00202386506471822,K169-55,pomc_glp1r,0.98
0.00619495818522058,K169-56,pomc_glp1r,0.98
0.00230886747689834,K169-57,pomc_glp1r,0.98
0.00554414307575532,K169-58,pomc_glp1r,0.98
0.00103818454934139,K169-59,pomc_glp1r,0.98
0.0962871186294259,K169-6,pomc_glp1r,0.98
0.12288043387747,K169-60,pomc_glp1r,0.98
0,K169-61,pomc_glp1r,0.98
0.0114255539227837,K169-62,pomc_glp1r,0.98
0.00222302762033272,K169-63,pomc_glp1r,0.98
0.00737398984726229,K169-64,pomc_glp1r,0.98
0.0083865438150402,K169-65,pomc_glp1r,0.98
0.017552531451418,K169-66,pomc_glp1r,0.98
0.0876632280188973,K169-67,pomc_glp1r,0.98
0.16463345587741,K169-68,pomc_glp1r,0.98
0.0568777163308878,K169-69,pomc_glp1r,0.98
0.00916021378595231,K169-7,pomc_glp1r,0.98
0.0152215584734022,K169-70,pomc_glp1r,0.98
0.00772149468785676,K169-71,pomc_glp1r,0.98
0.0157009968723132,K169-72,pomc_glp1r,0.98
0.0163990543000458,K169-73,pomc_glp1r,0.98
0.0365306135034043,K169-74,pomc_glp1r,0.98
0.1232398504699,K169-75,pomc_glp1r,0.98
0.0281160574882368,K169-76,pomc_glp1r,0.98
0.00529639995985073,K169-77,pomc_glp1r,0.98
0.000408624107826488,K169-78,pomc_glp1r,0.98
0.00703626459389068,K169-79,pomc_glp1r,0.98
0.0132821389198878,K169-8,pomc_glp1r,0.98
0.0200498054991465,K169-80,pomc_glp1r,0.98
0.0216954436297875,K169-81,pomc_glp1r,0.98
0.260905183855692,K169-82,pomc_glp1r,0.98
0.00910103743305728,K169-83,pomc_glp1r,0.98
0.00497635637035521,K169-84,pomc_glp1r,0.98
0.00117672663223909,K169-85,pomc_glp1r,0.98
0,K169-86,pomc_glp1r,0.98
0.00745567605166336,K169-87,pomc_glp1r,0.98
0.025581660540062,K169-88,pomc_glp1r,0.98
0.00884954787045276,K169-89,pomc_glp1r,0.98
0.0293801901276055,K169-9,pomc_glp1r,0.98
0.0140230271959147,K169-90,pomc_glp1r,0.98
0.00552639528090097,K169-91,pomc_glp1r,0.98
0.00356415166633051,K169-92,pomc_glp1r,0.98
0.0057590508538216,K169-93,pomc_glp1r,0.98
0.024245852663399,K169-94,pomc_glp1r,0.98
0.00721434038066378,K169-95,pomc_glp1r,0.98
0.0366757560863617,K169-96,pomc_glp1r,0.98
0.0210002779675834,K169-97,pomc_glp1r,0.98
0.0060409453031322,K169-98,pomc_glp1r,0.98
0.0249112029341679,K169-99,pomc_glp1r,0.98
0.0860453761069194,K169-1,pomc_lepr,0.98
0.030449339467085,K169-10,pomc_lepr,0.98
0.0122398036895417,K169-100,pomc_lepr,0.98
0.00436071532487533,K169-101,pomc_lepr,0.98
0.0121271445946711,K169-102,pomc_lepr,0.98
0.00299621266537076,K169-103,pomc_lepr,0.98
0.00122823306094875,K169-104,pomc_lepr,0.98
0.00289024413693492,K169-105,pomc_lepr,0.98
0.00599114995787109,K169-106,pomc_lepr,0.98
0.0398762780457216,K169-107,pomc_lepr,0.98
0.0197262582138792,K169-108,pomc_lepr,0.98
0.00543220195549442,K169-109,pomc_lepr,0.98
0.00272397664649203,K169-11,pomc_lepr,0.98
0.00472476687569048,K169-110,pomc_lepr,0.98
0.00722976491148412,K169-111,pomc_lepr,0.98
0.0215938906482682,K169-112,pomc_lepr,0.98
0.03521241264913,K169-113,pomc_lepr,0.98
0.00329748725770797,K169-114,pomc_lepr,0.98
0.00588513430447347,K169-115,pomc_lepr,0.98
0.00630796822413621,K169-116,pomc_lepr,0.98
0.000871993116093137,K169-117,pomc_lepr,0.98
0.000991173432780679,K169-118,pomc_lepr,0.98
0.0138882739563054,K169-119,pomc_lepr,0.98
0.0561421303309307,K169-12,pomc_lepr,0.98
0.00232425806429022,K169-120,pomc_lepr,0.98
0.000653139965232872,K169-121,pomc_lepr,0.98
0.00278455359364486,K169-122,pomc_lepr,0.98
0.00693616689594292,K169-123,pomc_lepr,0.98
0.00327118050378895,K169-124,pomc_lepr,0.98
0.0648190065977985,K169-125,pomc_lepr,0.98
0.0101177846462327,K169-126,pomc_lepr,0.98
0.00748053893306088,K169-127,pomc_lepr,0.98
0.0125709320318498,K169-128,pomc_lepr,0.98
0.00420719704472818,K169-129,pomc_lepr,0.98
0.063163044292008,K169-13,pomc_lepr,0.98
0.0046731174521147,K169-130,pomc_lepr,0.98
0.0108822355004045,K169-131,pomc_lepr,0.98
0.0236140128779869,K169-132,pomc_lepr,0.98
0.00228529554169783,K169-133,pomc_lepr,0.98
0.05813794067489,K169-134,pomc_lepr,0.98
0.00297401266492235,K169-135,pomc_lepr,0.98
0.00471953760617415,K169-136,pomc_lepr,0.98
3.16620370409125e-06,K169-137,pomc_lepr,0.98
0.0136162600966546,K169-138,pomc_lepr,0.98
0.0834424324589791,K169-139,pomc_lepr,0.98
0.0268668958947821,K169-14,pomc_lepr,0.98
0.0131181357930556,K169-140,pomc_lepr,0.98
0.0310465123251254,K169-141,pomc_lepr,0.98
0.0493322047116396,K169-142,pomc_lepr,0.98
0.00207691862727518,K169-143,pomc_lepr,0.98
0.011639250537042,K169-144,pomc_lepr,0.98
0.00161509085217202,K169-145,pomc_lepr,0.98
0.00152195054735499,K169-146,pomc_lepr,0.98
0.000499051945898675,K169-148,pomc_lepr,0.98
0.03219000920832,K169-149,pomc_lepr,0.98
0.00111932919090768,K169-15,pomc_lepr,0.98
0.0015757114075985,K169-150,pomc_lepr,0.98
0.00946331684846187,K169-151,pomc_lepr,0.98
0.00678217079362424,K169-152,pomc_lepr,0.98
0.0139385509642004,K169-153,pomc_lepr,0.98
0.0385477062657502,K169-154,pomc_lepr,0.98
0.0124057843034288,K169-155,pomc_lepr,0.98
0.000211882769708751,K169-156,pomc_lepr,0.98
0.0198205045556189,K169-157,pomc_lepr,0.98
0.000513758497476207,K169-158,pomc_lepr,0.98
0.0166396872360101,K169-159,pomc_lepr,0.98
0.00320448896078994,K169-16,pomc_lepr,0.98
0.0136454450329491,K169-160,pomc_lepr,0.98
0.00815149361935345,K169-161,pomc_lepr,0.98
0.00104343797894494,K169-162,pomc_lepr,0.98
0.026314336371588,K169-163,pomc_lepr,0.98
0.0183106296186523,K169-164,pomc_lepr,0.98
0.00215701157981547,K169-165,pomc_lepr,0.98
0.0292373683409076,K169-166,pomc_lepr,0.98
0.0401605926000291,K169-167,pomc_lepr,0.98
0.00314307187696016,K169-17,pomc_lepr,0.98
0.00891285290305321,K169-170,pomc_lepr,0.98
0,K169-171,pomc_lepr,0.98
0.0198754210138357,K169-18,pomc_lepr,0.98
0.00832910152504206,K169-19,pomc_lepr,0.98
0.00496891546790176,K169-2,pomc_lepr,0.98
0.00246111411873663,K169-20,pomc_lepr,0.98
0.380824950062963,K169-21,pomc_lepr,0.98
0.00442609615506951,K169-22,pomc_lepr,0.98
0.00399437892550024,K169-23,pomc_lepr,0.98
0.0803774668483538,K169-24,pomc_lepr,0.98
0.00686115689188469,K169-25,pomc_lepr,0.98
0.00083686381550928,K169-26,pomc_lepr,0.98
0.003273819603081,K169-27,pomc_lepr,0.98
0.094230012402038,K169-28,pomc_lepr,0.98
0.0110974731738132,K169-29,pomc_lepr,0.98
0.00239403767198162,K169-3,pomc_lepr,0.98
0.0215831547802225,K169-30,pomc_lepr,0.98
0.0202695067987308,K169-31,pomc_lepr,0.98
0.13411933154269,K169-32,pomc_lepr,0.98
0.00201052512775732,K169-33,pomc_lepr,0.98
0.00466540822591384,K169-34,pomc_lepr,0.98
0.18515382854719,K169-35,pomc_lepr,0.98
0.0773750516605309,K169-36,pomc_lepr,0.98
0.0299706086666811,K169-37,pomc_lepr,0.98
0.047106525924282,K169-38,pomc_lepr,0.98
0.111268468368211,K169-39,pomc_lepr,0.98
0.061448896360603,K169-4,pomc_lepr,0.98
0.0173377139551531,K169-40,pomc_lepr,0.98
0.0156937522035777,K169-41,pomc_lepr,0.98
0.0084060613060894,K169-42,pomc_lepr,0.98
0.00221085476647751,K169-43,pomc_lepr,0.98
0.136684692839301,K169-44,pomc_lepr,0.98
0.0149642728574914,K169-45,pomc_lepr,0.98
0.022778884622861,K169-46,pomc_lepr,0.98
0.00136576062316361,K169-47,pomc_lepr,0.98
0.0133277864840573,K169-48,pomc_lepr,0.98
0.00267703871822438,K169-49,pomc_lepr,0.98
0.0307974283264868,K169-5,pomc_lepr,0.98
0.023922278748438,K169-50,pomc_lepr,0.98
0.000721908734533884,K169-51,pomc_lepr,0.98
0.0158926825301121,K169-52,pomc_lepr,0.98
0.00749233841932942,K169-53,pomc_lepr,0.98
0.00224983728590564,K169-54,pomc_lepr,0.98
0.000991851096621742,K169-55,pomc_lepr,0.98
0.0031557653323186,K169-56,pomc_lepr,0.98
7.00530126880631e-05,K169-57,pomc_lepr,0.98
0.000178180432818869,K169-58,pomc_lepr,0.98
0.00198601154407411,K169-59,pomc_lepr,0.98
0.0999794559966867,K169-6,pomc_lepr,0.98
0.154071860669586,K169-60,pomc_lepr,0.98
0.00133209848870164,K169-61,pomc_lepr,0.98
0.00272063872443921,K169-62,pomc_lepr,0.98
0.00107683783638424,K169-63,pomc_lepr,0.98
0.00640212466393499,K169-64,pomc_lepr,0.98
0.00339555742835102,K169-65,pomc_lepr,0.98
0.00121782104506851,K169-66,pomc_lepr,0.98
0.0709250063576949,K169-67,pomc_lepr,0.98
0.131612080819134,K169-68,pomc_lepr,0.98
0.0450850277125207,K169-69,pomc_lepr,0.98
0.00548164878322999,K169-7,pomc_lepr,0.98
0.00408553036859348,K169-70,pomc_lepr,0.98
0.00407099628495473,K169-71,pomc_lepr,0.98
0.0090805783889979,K169-72,pomc_lepr,0.98
0.020551016225407,K169-73,pomc_lepr,0.98
0.0419734739769561,K169-74,pomc_lepr,0.98
0.0761841395750031,K169-75,pomc_lepr,0.98
0.0238034441344769,K169-76,pomc_lepr,0.98
0.00280680279969979,K169-77,pomc_lepr,0.98
0.000596611012349455,K169-78,pomc_lepr,0.98
0.00187157591160035,K169-79,pomc_lepr,0.98
0.0015881377525465,K169-8,pomc_lepr,0.98
0.00909763427039943,K169-80,pomc_lepr,0.98
0.0271500436987601,K169-81,pomc_lepr,0.98
0.24142464782693,K169-82,pomc_lepr,0.98
0.0031458939505329,K169-83,pomc_lepr,0.98
0.00121619448961013,K169-84,pomc_lepr,0.98
0.0138653304908372,K169-85,pomc_lepr,0.98
0.000279861938319522,K169-86,pomc_lepr,0.98
0.00431809003349824,K169-87,pomc_lepr,0.98
0.0252499950370731,K169-88,pomc_lepr,0.98
0.00158407102204074,K169-89,pomc_lepr,0.98
0.0280671876940262,K169-9,pomc_lepr,0.98
0.0151085926358458,K169-90,pomc_lepr,0.98
0.00319908575614608,K169-91,pomc_lepr,0.98
0.00714891713677649,K169-92,pomc_lepr,0.98
0.00206016624403412,K169-93,pomc_lepr,0.98
0.0333467485059356,K169-94,pomc_lepr,0.98
0.00760431498736973,K169-95,pomc_lepr,0.98
0.0525473263239052,K169-96,pomc_lepr,0.98
0.00692990542167356,K169-97,pomc_lepr,0.98
0.00225005057965987,K169-98,pomc_lepr,0.98
0.0235194093604213,K169-99,pomc_lepr,0.98
0.158577033206554,K169-1,pomc,0.98
0.0188276468700359,K169-10,pomc,0.98
0.0137623971727963,K169-100,pomc,0.98
0.00341594713413862,K169-101,pomc,0.98
0.0139700138148704,K169-102,pomc,0.98
0.00455835224381942,K169-103,pomc,0.98
0.00366128728719607,K169-104,pomc,0.98
0.000364796216557395,K169-105,pomc,0.98
0.0259374576167652,K169-106,pomc,0.98
0.0255122588747968,K169-107,pomc,0.98
0.0432311430633155,K169-108,pomc,0.98
0.00654543222851152,K169-109,pomc,0.98
0.00285373255395427,K169-11,pomc,0.98
0.0149162088878499,K169-110,pomc,0.98
0.00326583425411818,K169-111,pomc,0.98
0.019114790151701,K169-112,pomc,0.98
0.0345355743508986,K169-113,pomc,0.98
0.00302077152947612,K169-114,pomc,0.98
0.000875124545169698,K169-115,pomc,0.98
0.000655575439715705,K169-116,pomc,0.98
0.004965136429588,K169-117,pomc,0.98
0.00636908141743022,K169-118,pomc,0.98
0.0124698875274025,K169-119,pomc,0.98
0.0744375096458627,K169-12,pomc,0.98
0.00702055160484674,K169-120,pomc,0.98
0.00280570286512487,K169-121,pomc,0.98
0.00277084448368942,K169-122,pomc,0.98
0.00662814947865131,K169-123,pomc,0.98
0.00108629162825377,K169-124,pomc,0.98
0.0553271339629889,K169-125,pomc,0.98
0.00194568015994398,K169-126,pomc,0.98
0.0116456924668609,K169-127,pomc,0.98
0.0279182917792862,K169-128,pomc,0.98
0.0216811999797431,K169-129,pomc,0.98
0.023870630422122,K169-13,pomc,0.98
0.00148507242082624,K169-130,pomc,0.98
0.00794058416002359,K169-131,pomc,0.98
0.0191560313449583,K169-132,pomc,0.98
0.00958071748049234,K169-133,pomc,0.98
0.047884521882983,K169-134,pomc,0.98
6.95794416641138e-06,K169-135,pomc,0.98
0.0185184910159468,K169-136,pomc,0.98
6.95794416641138e-06,K169-137,pomc,0.98
0.00933294562071235,K169-138,pomc,0.98
0.0561308017297748,K169-139,pomc,0.98
0.0426673548326975,K169-14,pomc,0.98
0.0147560229802139,K169-140,pomc,0.98
0.0549589440518396,K169-141,pomc,0.98
0.0272287625414327,K169-142,pomc,0.98
0.000739691984349812,K169-143,pomc,0.98
0.0215728559057957,K169-144,pomc,0.98
0.00252965784882148,K169-145,pomc,0.98
0.00889363606297946,K169-146,pomc,0.98
5.2684554982027e-05,K169-148,pomc,0.98
0.0213334130794693,K169-149,pomc,0.98
0.00045386574581954,K169-15,pomc,0.98
0.00107565469292436,K169-150,pomc,0.98
0.00653926249664147,K169-151,pomc,0.98
0.00204703934620932,K169-152,pomc,0.98
0.00807910219700891,K169-153,pomc,0.98
0.0397956761793987,K169-154,pomc,0.98
0.057232741262135,K169-155,pomc,0.98
2.3767656900714e-05,K169-156,pomc,0.98
0.0264724826441873,K169-157,pomc,0.98
6.11763668742809e-05,K169-158,pomc,0.98
0.0453003426569795,K169-159,pomc,0.98
0.000787450429783238,K169-16,pomc,0.98
0.0130797247524659,K169-160,pomc,0.98
0.0177580280206384,K169-161,pomc,0.98
0.00228296081776319,K169-162,pomc,0.98
0.0335622701576562,K169-163,pomc,0.98
0.00692814093488957,K169-164,pomc,0.98
0.00252066972582816,K169-165,pomc,0.98
0.0296420607951198,K169-166,pomc,0.98
0.0291086989745003,K169-167,pomc,0.98
0.00760367590170605,K169-17,pomc,0.98
0.0224928800271248,K169-170,pomc,0.98
0,K169-171,pomc,0.98
0.0189863811406653,K169-18,pomc,0.98
0.00386157615145288,K169-19,pomc,0.98
0.00434757070437096,K169-2,pomc,0.98
0.00142811086510272,K169-20,pomc,0.98
0.286827474517142,K169-21,pomc,0.98
0.0305707677319731,K169-22,pomc,0.98
0.0171820734738018,K169-23,pomc,0.98
0.054216257790144,K169-24,pomc,0.98
0.0314428518868166,K169-25,pomc,0.98
0.000873927425393856,K169-26,pomc,0.98
0.0106014066964355,K169-27,pomc,0.98
0.0637242945399549,K169-28,pomc,0.98
0.0262112199771906,K169-29,pomc,0.98
0.00157750868836831,K169-3,pomc,0.98
0.0290667524995137,K169-30,pomc,0.98
0.0157314044953723,K169-31,pomc,0.98
0.130010605546499,K169-32,pomc,0.98
0.000483646519837296,K169-33,pomc,0.98
0.00587804545919426,K169-34,pomc,0.98
0.153083200935458,K169-35,pomc,0.98
0.0413110699802852,K169-36,pomc,0.98
0.021418410176935,K169-37,pomc,0.98
0.0391184742555481,K169-38,pomc,0.98
0.0869852853172368,K169-39,pomc,0.98
0.0427695435629552,K169-4,pomc,0.98
0.0165832992168893,K169-40,pomc,0.98
0.0226115713368014,K169-41,pomc,0.98
0.000947325429988727,K169-42,pomc,0.98
0.00315406176226026,K169-43,pomc,0.98
0.115601842799825,K169-44,pomc,0.98
0.00813476513136599,K169-45,pomc,0.98
0.0137739877411938,K169-46,pomc,0.98
0.000788598932700737,K169-47,pomc,0.98
0.0420786636276829,K169-48,pomc,0.98
0.000409212459301771,K169-49,pomc,0.98
0.0219841967661432,K169-5,pomc,0.98
0.0543929218371845,K169-50,pomc,0.98
0.00897766464171488,K169-51,pomc,0.98
0.0104276051953271,K169-52,pomc,0.98
0.00652844671348206,K169-53,pomc,0.98
3.83845221448601e-05,K169-54,pomc,0.98
0.00105510949295432,K169-55,pomc,0.98
0.00174157057181247,K169-56,pomc,0.98
0.00263824194555184,K169-57,pomc,0.98
0.000156465564459846,K169-58,pomc,0.98
0.00432785875855246,K169-59,pomc,0.98
0.0834349071551449,K169-6,pomc,0.98
0.105995360263252,K169-60,pomc,0.98
0.000183335492811513,K169-61,pomc,0.98
0.00766060596974847,K169-62,pomc,0.98
0.00363718890622411,K169-63,pomc,0.98
0.012827386089689,K169-64,pomc,0.98
0.0206395766138231,K169-65,pomc,0.98
0.00614483371523838,K169-66,pomc,0.98
0.0562326827469563,K169-67,pomc,0.98
0.181449573906315,K169-68,pomc,0.98
0.0498995382680121,K169-69,pomc,0.98
0.0119060006675416,K169-7,pomc,0.98
0.00850845376499072,K169-70,pomc,0.98
0.0167214991089632,K169-71,pomc,0.98
0.0122085457816106,K169-72,pomc,0.98
0.00505237971748169,K169-73,pomc,0.98
0.0231871203391425,K169-74,pomc,0.98
0.128586116896176,K169-75,pomc,0.98
0.0327788716422165,K169-76,pomc,0.98
0.0191197788260153,K169-77,pomc,0.98
0.00108861402746044,K169-78,pomc,0.98
0.00676650653268274,K169-79,pomc,0.98
0.00669647355716959,K169-8,pomc,0.98
0.0174694221178936,K169-80,pomc,0.98
0.0380654394802387,K169-81,pomc,0.98
0.218108473030504,K169-82,pomc,0.98
0.000931372696053306,K169-83,pomc,0.98
0.000279395131606974,K169-84,pomc,0.98
0.0176917206276613,K169-85,pomc,0.98
7.98730016851209e-05,K169-86,pomc,0.98
0.0150301861179167,K169-87,pomc,0.98
0.0236243994126052,K169-88,pomc,0.98
0.00586574441883836,K169-89,pomc,0.98
0.0328708054295071,K169-9,pomc,0.98
0.0252646587481393,K169-90,pomc,0.98
0.00399110367907457,K169-91,pomc,0.98
0.00694023834251692,K169-92,pomc,0.98
0.00185051720158136,K169-93,pomc,0.98
0.0326897259761626,K169-94,pomc,0.98
0.00288376660017232,K169-95,pomc,0.98
0.0189715700695141,K169-96,pomc,0.98
0.00458355159027355,K169-97,pomc,0.98
0.00458724345232296,K169-98,pomc,0.98
0.0416263064479633,K169-99,pomc,0.98
