cluster_id,cluster_name,gene,avg_log2FC,p_val_adj,p_val_adj_negbinom,pct.1,pct.2,pct_diff,N_DEG
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Hsp90aa1,-1.21506133646239,0.00326344300494679,3.89492089839031e-07,0.234,0.569,-0.335,55
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rpl14,-0.883734613340113,0.00347324991690334,0.000124763145098849,0.156,0.539,-0.383,42
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rpl19,-1.14369935706241,0.00348617259059232,7.70084901149993e-07,0.297,0.583,-0.286,61
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rpl23,-0.970562126784225,0.00355963668931064,1.74290994732519e-05,0.156,0.525,-0.369,65
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Ndufb5,-0.998458159262512,0.00374998702365857,0.000194090030801172,0.109,0.471,-0.362,39
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Mrfap1,-0.770913254314569,0.0039161592778554,0.00679475557597175,0.141,0.51,-0.369,12
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rpl26,-0.79536353106526,0.0044287678190438,0.00189213809132344,0.109,0.485,-0.376,40
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rpsa,-1.02944066432232,0.00472198481010612,1.08994077029569e-05,0.25,0.559,-0.309,39
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rpl39,-0.772307506616399,0.0048227929629006,0.0128135907227255,0.094,0.461,-0.367,31
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Selenok,-0.87102542050636,0.00490123161338955,0.000168282988974985,0.203,0.554,-0.351,28
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rtl8a,-0.811896474329218,0.00508534253394368,0.000994261713778619,0.141,0.52,-0.379,31
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Nsg1,-0.915845509780779,0.00516631102560583,0.000130453673673936,0.312,0.632,-0.32,38
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Ndufb11,-0.796243301628488,0.00570868199914326,0.0815644459666455,0.047,0.412,-0.365,35
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rps17,-0.669246249056713,0.00573405709486311,1,0.016,0.363,-0.347,12
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rps4x,-0.751857670875437,0.00590298127024167,0.0349227740203466,0.062,0.436,-0.374,47
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Aldoc,-0.841398211868285,0.0059136845739197,0.0022042089654818,0.109,0.485,-0.376,13
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Rpl22l1,-0.799605858052081,0.00619996594470091,0.00493039110982904,0.125,0.485,-0.36,24
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Aldoa,-1.23631045670432,0.0064949483566681,2.88418930434827e-08,0.422,0.652,-0.23,44
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Pcp4,-0.903890326850182,0.0071557023725441,0.00185631259171852,0.094,0.456,-0.362,32
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Calm1,-1.92796464130254,0.00731374661722174,1.99356399595472e-13,0.516,0.672,-0.156,34
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Fxyd7,-0.739691524881087,0.00833732358954597,0.0211248764613295,0.109,0.485,-0.376,5
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Trim2,0.587864750863089,0.0084242266004085,0.0619034455910086,0.969,0.784,0.185,9
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Atp5j,-0.973343145616412,0.00855652778089923,0.000124876197073676,0.156,0.5,-0.344,37
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Timp2,-0.801018389067139,0.00868629994602418,0.000774372727157063,0.203,0.549,-0.346,13
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,Atp5g1,-0.944131758192406,0.00922574984278891,0.000179821188442488,0.203,0.539,-0.336,36
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Snhg11,0.670285717235069,1.30450733665767e-37,7.02471134054995e-39,1,1,0,120
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Ly6h,-1.21164773759621,7.15352636754692e-19,9.82710660078698e-15,0.955,0.972,-0.017,91
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,mt-Rnr2,-1.72410720228569,1.42010477541705e-16,3.63811252393698e-16,0.236,0.707,-0.471,108
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Pcsk1n,-1.52345541268956,1.53723904728825e-16,5.07844038840771e-18,0.836,0.927,-0.0910000000000001,106
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Scg2,-1.77678952650122,3.2309606105317e-15,1.15519041045505e-18,0.527,0.809,-0.282,59
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,CT010467.1,-2.23991365625876,9.5813741511761e-14,1.6735668543042e-28,0.864,0.915,-0.0510000000000001,95
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rab3c,1.18735347022493,3.51752695696321e-13,4.45075236723142e-23,0.909,0.646,0.263,5
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Resp18,-1.86097939457628,3.58007494681965e-13,1.84962943322468e-19,0.6,0.793,-0.193,92
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,mt-Cytb,-1.62507990004365,2.40626632298742e-12,1.35906287400961e-12,0.118,0.581,-0.463,82
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Cst3,-1.58032696756928,5.00181184222724e-12,5.30872574095473e-14,0.3,0.663,-0.363,94
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Zbtb16,0.842933018860663,5.02812611861699e-11,6.26393704530854e-08,0.355,0.037,0.318,42
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Meg3,0.4651401527688,3.644884013714e-10,6.78834428584665e-13,1,1,0,85
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl41,-1.16693589002998,9.67400212994514e-09,7.31448337188007e-09,0.482,0.703,-0.221,69
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Caly,-1.56844155971556,1.19276566370568e-08,1.62348322873476e-13,0.509,0.724,-0.215,84
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rplp1,-1.43728497310803,1.20191723597742e-08,1.88490003081889e-07,0.055,0.435,-0.38,69
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Atp6v0c,-1.96849294850277,1.51015646982677e-08,1.52350792460231e-17,0.455,0.671,-0.216,94
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps21,-1.46138156096625,5.64030530776975e-08,4.90166784825652e-11,0.173,0.537,-0.364,73
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Itm2b,-1.33508955327778,5.87083600140445e-08,2.02946239505523e-09,0.382,0.638,-0.256,75
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Gm20642,-1.11038469863975,8.90658519161369e-08,4.13228225705471e-05,0.718,0.882,-0.164,2
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl21,-1.51439440266129,2.06986846790463e-07,3.06803005728361e-10,0.2,0.533,-0.333,70
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Kidins220,-0.923610934349957,3.74514409035228e-07,0.00968225769237931,0.809,0.923,-0.114,20
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Hsp90b1,-1.21356154146421,4.06627765739458e-07,7.86786900530237e-08,0.236,0.569,-0.333,57
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl37,-1.75242453163743,1.00426138911105e-06,1.53177385370309e-12,0.182,0.508,-0.326,65
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Bsg,-1.43611697269554,1.13987682991576e-06,1.24904933527582e-10,0.345,0.598,-0.253,86
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Iqsec2,0.79700482029712,1.24722296745678e-06,1.21404696875843e-10,0.573,0.207,0.366,2
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl6,-1.18755988020418,1.35920780252308e-06,1.47182862159665e-08,0.591,0.752,-0.161,53
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Chchd2,-1.42928415449156,1.63764590698849e-06,3.7886326043061e-08,0.082,0.415,-0.333,65
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Ahi1,-0.408401579312744,2.04822081616527e-06,,1,0.996,0.004,32
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Fkbp5,0.768174990366402,3.05948197889659e-06,2.36918338541684e-07,0.382,0.102,0.28,8
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl19,-1.29688087317824,3.62716086032825e-06,4.89773911949233e-08,0.164,0.484,-0.32,61
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps16,-1.14813191927095,3.8505675966683e-06,1.88006134175517e-06,0.091,0.423,-0.332,43
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Gm1673,-1.04573688843528,4.93147217559515e-06,1.26773689006941e-05,0.173,0.52,-0.347,48
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl8,-1.33500124778253,7.42859566687812e-06,8.44241461784703e-09,0.245,0.524,-0.279,50
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Ralyl,0.580369729839743,1.43182481237488e-05,3.44823658999919e-13,0.982,0.98,0.002,1
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps29,-1.24837549839248,2.18571865491459e-05,6.61702118085824e-08,0.245,0.52,-0.275,70
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Shank3,0.637489787558904,3.2123901787224e-05,2.63818305271494e-05,0.464,0.146,0.318,3
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rplp2,-1.13549854215745,3.57429789864483e-05,1.41169472536626e-06,0.136,0.443,-0.307,46
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Slc22a17,-0.863311388606611,3.67978048591833e-05,0.00246007187987538,0.445,0.671,-0.226,25
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Arl6ip1,-1.36906503748246,3.78806522078968e-05,9.41195563333911e-09,0.264,0.528,-0.264,59
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Nmnat2,0.749475891536986,4.89396516229785e-05,3.02949879168582e-11,0.773,0.451,0.322,5
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Hsp90aa1,-1.26230641165136,5.31303900425297e-05,1.39592910035087e-07,0.218,0.5,-0.282,55
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Caskin1,0.714040308587542,5.89133104952525e-05,1.36344850220462e-07,0.736,0.386,0.35,31
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,B230303A05Rik,0.786551750121173,5.96897572676128e-05,4.55821247639456e-10,0.818,0.533,0.285,3
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Bex2,-1.07638357060789,6.14895385588783e-05,5.24471398890162e-07,0.4,0.626,-0.226,61
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,mt-Nd4,-1.02223930692611,6.25666952424396e-05,0.000324150485508791,0.073,0.37,-0.297,48
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Tpt1,-1.0759204118365,6.5754985001655e-05,2.29115462763503e-05,0.1,0.402,-0.302,46
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Mast4,0.6790238527021,6.9979288169547e-05,8.17002587225981e-09,0.8,0.488,0.312,8
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Doc2b,0.556500573432687,7.92022923671033e-05,0.00356204460966138,0.364,0.093,0.271,3
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Kalrn,0.662033435762271,8.70939693849259e-05,3.69246416301756e-12,0.918,0.671,0.247,11
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps27a,-1.36752367824807,8.87657574557698e-05,2.76928982910704e-08,0.218,0.484,-0.266,68
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps8,-1.77580198086692,0.00011628499801741,6.91033688076067e-13,0.436,0.602,-0.166,64
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Ndufa4,-1.2184985577245,0.000119206895215847,1.41726958079249e-06,0.091,0.382,-0.291,62
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Hspa5,-1.20858340624293,0.000127388169246915,7.69234979216457e-07,0.227,0.484,-0.257,50
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Ddx5,-0.68710127716732,0.00013587492882861,0.0454648921781311,0.664,0.833,-0.169,26
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps4x,-1.03193292199086,0.000137326664112312,0.000202127606801502,0.073,0.37,-0.297,47
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps24,-1.18334786284213,0.000165942034794228,4.18490407611768e-05,0.209,0.504,-0.295,65
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rtn1,-1.05088299221332,0.000202896126074022,3.55357628048065e-07,0.927,0.967,-0.0399999999999999,66
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Zfhx3,0.493584504800774,0.000218074510548338,1.55599646237315e-12,0.982,0.967,0.015,8
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl36,-0.987432675869712,0.000266004603916262,4.36580440905873e-05,0.227,0.492,-0.265,43
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Slc25a27,0.693310077625711,0.000272415362619124,3.2388767494992e-08,0.8,0.459,0.341,3
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Mbnl2,0.654136579363209,0.000279464010033579,8.40776539218487e-09,0.891,0.687,0.204,6
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Hsp90ab1,-1.64622999734401,0.000296509738670186,4.13005283903139e-12,0.555,0.663,-0.108,60
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Arhgap6,0.645398921815463,0.000311884250275291,1.69099204966699e-07,0.855,0.561,0.294,2
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Selenok,-1.03618300636834,0.000334529577172525,8.01675152758546e-05,0.164,0.451,-0.287,28
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl35a,-1.16291096998031,0.000376909546536343,3.93523017889131e-06,0.145,0.419,-0.274,55
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps3,-1.19472298434369,0.000398614944669894,1.253693373182e-05,0.064,0.341,-0.277,50
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Ubb,-1.51467818814766,0.000409960622741283,3.135893830609e-10,0.436,0.606,-0.17,59
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rnpc3,0.620925552947207,0.000473752253757687,5.40633198746963e-09,0.927,0.752,0.175,27
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Nenf,-1.32158463917133,0.000480782491348897,1.05359075552259e-07,0.2,0.455,-0.255,46
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl9,-1.1535871382002,0.000499592420176271,6.99856014407113e-07,0.409,0.581,-0.172,65
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl13,-1.07312559107824,0.00055483921908238,1.07831728040878e-05,0.236,0.508,-0.272,48
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Avp,-0.855662794691831,0.000600397103734707,0.00581968271894803,0.082,0.366,-0.284,32
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Chgb,-0.848057189920331,0.000611484933035664,0.00252203710505101,0.127,0.423,-0.296,28
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Srsf10,0.615187049965044,0.000631128299430336,1.15116409533871e-11,0.918,0.687,0.231,25
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps3a1,-1.28376021551314,0.000728142483201533,3.73915983069206e-07,0.173,0.439,-0.266,65
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Myl6,-0.842706167458338,0.000729508204309652,0.00176897754318922,0.209,0.488,-0.279,21
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Cd81,-0.888223510770894,0.00092442266028763,0.000560725604236359,0.273,0.537,-0.264,38
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Ndufc2,-1.01115419534104,0.00110735932136955,3.57126043924788e-05,0.109,0.378,-0.269,56
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl34,-0.918730880260575,0.00129890289635321,0.000948821813745114,0.145,0.419,-0.274,35
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl11,-0.986482530411128,0.00154758446609888,2.24656836828665e-05,0.245,0.492,-0.247,46
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps23,-0.816034853822898,0.00173436103365747,0.00568810180015513,0.064,0.333,-0.269,25
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps27,-0.909390916271817,0.00192688874439086,0.000902638811677989,0.136,0.411,-0.275,24
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Tmsb10,-1.03380352633736,0.00193699099038874,2.38442517874026e-05,0.373,0.561,-0.188,64
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Igsf9b,0.614348050433937,0.00194703786363531,7.34195463812445e-06,0.473,0.191,0.282,2
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps28,-0.984857203439049,0.00203377216616702,3.56102359988391e-05,0.164,0.427,-0.263,35
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Uqcr10,-0.746994961901172,0.00203817793908733,0.0555467624985876,0.036,0.297,-0.261,16
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Gas5,-0.769459483762651,0.00204942739436774,0.0358553295489574,0.455,0.654,-0.199,3
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rims3,0.588885892643091,0.002224555167336,2.24957896039709e-05,0.5,0.195,0.305,1
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl10,-0.997643044161344,0.00242212764745355,7.85262050423143e-05,0.136,0.402,-0.266,20
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Gapdh,-1.45165332437952,0.00258755882270788,4.54120706037295e-08,0.218,0.459,-0.241,72
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Cox4i1,-1.35746583694626,0.00288901201074985,4.99863870728553e-08,0.164,0.415,-0.251,71
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Gm47283,-0.898034476062951,0.00297994916292471,1,0.745,0.89,-0.145,14
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Dad1,-0.945638580395767,0.0032320809890303,0.000308614890843566,0.091,0.354,-0.263,41
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,mt-Nd1,-0.964645100657414,0.0034855190168857,0.000194345492980188,0.118,0.386,-0.268,57
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Actr1b,0.532430485154079,0.00368651364587822,1.02288440204678e-05,0.655,0.333,0.322,8
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rpl30,-0.9737412397659,0.00403163380470731,0.000386101109877941,0.145,0.398,-0.253,38
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Hspa8,-1.030572042499,0.00444083510796686,6.88785043185636e-05,0.2,0.447,-0.247,65
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Rps11,-1.08111527488643,0.00444665188334614,2.72858154748805e-05,0.145,0.394,-0.249,52
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Baiap3,0.472412254505299,0.00478207505179089,9.33836742120882e-07,0.955,0.858,0.097,9
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Ppia,-1.14760105280493,0.00530915328355105,2.62802075097181e-06,0.245,0.48,-0.235,57
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Pdia6,-0.827164761268787,0.00565179734907571,0.0335115345510863,0.209,0.467,-0.258,14
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Syne1,0.461097894897467,0.00571287032952267,1.32966973554644e-05,0.955,0.829,0.126,3
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Pcp4,-0.765758099106705,0.0060027280662771,0.028473272470053,0.045,0.301,-0.256,32
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Tbc1d9b,0.57582166574203,0.00657026978195519,1.79719338179486e-05,0.727,0.435,0.292,2
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Car3,0.539145949425241,0.00703202202809657,0.0100212829283533,0.2,0.033,0.167,1
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Ndufa11,-0.81636373813584,0.00725633706303019,0.00738101271308393,0.091,0.341,-0.25,38
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Nrg3os,-0.906725501978274,0.00731532842546431,1,0.455,0.687,-0.232,2
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Tuba1a,-0.954477011648894,0.00785514911335634,0.000105274203745622,0.255,0.484,-0.229,65
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Srsf7,0.496848959932971,0.00852277754768082,1.83406747415048e-10,0.927,0.736,0.191,2
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Dync1i1,0.539970543917967,0.00857711478606711,5.82054860894559e-07,0.909,0.715,0.194,5
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Fau,-1.23960936148771,0.00914707217373359,1.41498529571848e-07,0.291,0.5,-0.209,68
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Trmt9b,0.437738245393932,0.0096992114811408,0.0722820639463,0.264,0.061,0.203,1
C286-159,C286-159: Crabp1.Sytl4.Tbx3.GABA-1,Scg5,-0.71397731491255,0.00971853756401712,1,0.564,0.74,-0.176,27
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Snhg11,0.572809284610953,2.81287473083428e-33,8.9218772200801e-58,1,1,0,120
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Pcsk1n,-1.78356649393019,3.74448109152565e-22,8.44779600280176e-34,0.841,0.917,-0.0760000000000001,106
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Meg3,0.449731441503086,2.35702374029192e-20,3.43841760563318e-22,1,1,0,85
C286-149,C286-149: Grp.Ppp1r17.GABA-1,mt-Rnr2,-1.56418061059913,1.05374691977524e-17,2.87157394224878e-19,0.216,0.603,-0.387,108
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Ly6h,-0.967662530957223,1.20595015120624e-16,5.66252231306988e-12,0.886,0.939,-0.0529999999999999,91
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Cst3,-1.4861198340352,3.74835011344587e-16,7.41276536317817e-18,0.256,0.609,-0.353,94
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Atp6v0c,-2.03390813386558,4.97905870474353e-15,7.31932833400529e-28,0.381,0.647,-0.266,94
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Caly,-1.67158432446127,3.05563778902133e-14,2.47452469726622e-21,0.375,0.644,-0.269,84
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Rpl41,-1.10793759517931,2.55903442383191e-13,2.04983247212694e-11,0.438,0.699,-0.261,69
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Resp18,-1.40036243883608,2.60042039590356e-13,2.07605602920243e-17,0.557,0.718,-0.161,92
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Bsg,-1.4033433699227,4.2312739063334e-12,7.6000258967407e-16,0.261,0.564,-0.303,86
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Rpl9,-1.28658200747829,7.42388644603994e-12,7.6705855678186e-13,0.182,0.519,-0.337,65
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Pde10a,1.50425548003831,1.12735378280396e-11,2.83049098126379e-18,0.83,0.58,0.25,4
C286-149,C286-149: Grp.Ppp1r17.GABA-1,mt-Cytb,-1.28679012329808,2.16898963232989e-11,3.2422133518544e-12,0.125,0.462,-0.337,82
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Spcs1,-1.19378066117067,1.23681923056354e-10,2.23206112610805e-10,0.091,0.413,-0.322,59
C286-149,C286-149: Grp.Ppp1r17.GABA-1,CT010467.1,-1.91749157366715,1.72908986876123e-10,3.25716454133602e-32,0.869,0.917,-0.048,95
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Rps27a,-1.26409386689077,7.24595324223454e-10,9.68374880162405e-12,0.153,0.458,-0.305,68
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Rtn1,-1.21356745502091,1.3832370456021e-09,7.32627785468249e-16,0.898,0.92,-0.022,66
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Rps29,-1.17230515054989,3.53180592711065e-09,2.7264030932295e-11,0.193,0.494,-0.301,70
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Itm2b,-1.19947969387136,2.00151211701004e-08,7.89326827532535e-13,0.466,0.622,-0.156,75
C286-149,C286-149: Grp.Ppp1r17.GABA-1,mt-Rnr1,-0.849775181154892,3.25073837892849e-08,0.000317138993968303,0.034,0.311,-0.277,27
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Hspa8,-1.19424100317897,4.34380534482062e-08,2.83314148133569e-11,0.165,0.436,-0.271,65
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Cox4i1,-1.25311980577425,5.53124492310721e-08,6.87412818367002e-11,0.102,0.381,-0.279,71
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Pdzd2,0.877442190649315,7.42064193300198e-08,7.03688036797203e-12,0.676,0.365,0.311,3
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Rpl37,-1.42016352101204,1.54622286763379e-07,2.24822285313103e-13,0.205,0.458,-0.253,65
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Arl6ip1,-1.49255481742167,1.90008628794744e-07,2.98206972616231e-14,0.25,0.487,-0.237,59
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Stmn3,-1.16313799347169,1.93790699491194e-07,2.89312714647879e-11,0.483,0.622,-0.139,49
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Ubb,-1.78185052190109,2.54759474955125e-07,1.21563138831521e-18,0.352,0.545,-0.193,59
C286-149,C286-149: Grp.Ppp1r17.GABA-1,Rps21,-1.11340892983268,3.08044921327407e-07,2.12960951433308e-10,0.239,0.49,-0.251,73
