cluster_id,cluster_name,gene,avg_log2FC,p_val_adj,p_val_adj_negbinom,pct.1,pct.2,pct_diff,N_DEG
C286-175,C286-175: Ghrh.GABA-3,Hspa5,-1.43643310364121,2.00960867494145e-09,1.96599761442073e-09,0.232,0.642,-0.41,50
C286-175,C286-175: Ghrh.GABA-3,Ghrh,-3.13756026469912,4.23304606180217e-09,1.74161843776452e-25,0.561,0.797,-0.236,1
C286-175,C286-175: Ghrh.GABA-3,Rps27a,-1.70737607460688,6.45364181669998e-09,2.39210906409857e-11,0.244,0.625,-0.381,68
C286-175,C286-175: Ghrh.GABA-3,Kcnip1,0.834255674038203,6.58943419337891e-09,3.58035703656852e-16,0.988,0.845,0.143,8
C286-175,C286-175: Ghrh.GABA-3,Rps21,-1.64813370313931,7.34188364641949e-09,4.25946969932502e-12,0.329,0.677,-0.348,73
C286-175,C286-175: Ghrh.GABA-3,Rpl41,-1.20157230222926,9.1123106404333e-09,2.7790939998469e-08,0.585,0.789,-0.204,69
C286-175,C286-175: Ghrh.GABA-3,Bsg,-1.39373259017926,1.01369507446845e-08,5.70767020026535e-11,0.354,0.698,-0.344,86
C286-175,C286-175: Ghrh.GABA-3,mt-Cytb,-1.56567423898257,1.27131822758624e-08,1.49748858034517e-08,0.122,0.556,-0.434,82
C286-175,C286-175: Ghrh.GABA-3,Rpl11,-1.42324020085846,3.54593298842577e-08,1.33198272155597e-09,0.195,0.603,-0.408,46
C286-175,C286-175: Ghrh.GABA-3,Marchf1,1.09623730807328,3.65867941213413e-08,4.39895952549428e-10,0.939,0.716,0.223,2
C286-175,C286-175: Ghrh.GABA-3,Pcsk1n,-1.48333343213271,5.78375725111663e-08,4.03542848525909e-14,0.878,0.927,-0.049,106
C286-175,C286-175: Ghrh.GABA-3,Rps24,-1.71445143998219,7.20986705243921e-08,4.38995126945473e-11,0.207,0.591,-0.384,65
C286-175,C286-175: Ghrh.GABA-3,Fau,-1.67786023471753,1.05386917808428e-07,3.30524694009076e-11,0.244,0.612,-0.368,68
C286-175,C286-175: Ghrh.GABA-3,Rpl38,-1.74455536323545,1.68777128049776e-07,5.58160826462394e-12,0.256,0.612,-0.356,58
C286-175,C286-175: Ghrh.GABA-3,E230001N04Rik,0.902727244896072,2.15517457227244e-07,1.19516449727311e-09,0.463,0.116,0.347,6
C286-175,C286-175: Ghrh.GABA-3,Rpl23,-1.62918067160375,2.248250832447e-07,3.49585613844942e-09,0.11,0.53,-0.42,65
C286-175,C286-175: Ghrh.GABA-3,Cartpt,-3.0523201877914,2.76212788608691e-07,2.7718380101091e-18,0.171,0.56,-0.389,19
C286-175,C286-175: Ghrh.GABA-3,B230303A05Rik,0.930425298376377,3.22091611196694e-07,1.55709133300374e-09,0.878,0.496,0.382,3
C286-175,C286-175: Ghrh.GABA-3,Rpl9,-1.47875227203976,3.92643859647023e-07,1.71314961699894e-10,0.354,0.655,-0.301,65
C286-175,C286-175: Ghrh.GABA-3,Gm1673,-1.25084677560498,3.95422787712975e-07,9.77258157576831e-07,0.159,0.573,-0.414,48
C286-175,C286-175: Ghrh.GABA-3,Scg2,-1.32452652062175,7.21366990176379e-07,2.13470357342702e-09,0.573,0.754,-0.181,59
C286-175,C286-175: Ghrh.GABA-3,Rps29,-1.51585160432589,7.64032302835559e-07,3.3756785731954e-09,0.183,0.556,-0.373,70
C286-175,C286-175: Ghrh.GABA-3,Opcml,0.992135134085664,1.03677125069747e-06,4.63138222903104e-13,0.988,0.879,0.109,1
C286-175,C286-175: Ghrh.GABA-3,Rps8,-2.06642039019842,1.1174323541729e-06,7.25136187612337e-15,0.415,0.681,-0.266,64
C286-175,C286-175: Ghrh.GABA-3,Nkain3,0.941489224780357,1.34996707166313e-06,8.53488136368552e-09,0.951,0.72,0.231,1
C286-175,C286-175: Ghrh.GABA-3,Cacna2d3,0.553492138552353,1.38416161410593e-06,1.82602205931902e-14,0.988,0.974,0.014,2
C286-175,C286-175: Ghrh.GABA-3,Hsp90ab1,-1.91943477291577,1.63979938243378e-06,1.1183743143211e-14,0.476,0.69,-0.214,60
C286-175,C286-175: Ghrh.GABA-3,Fth1,-1.63211226744748,1.68052671176331e-06,4.69507892491374e-11,0.232,0.582,-0.35,63
C286-175,C286-175: Ghrh.GABA-3,Itm2b,-1.27610633096756,1.78359786780154e-06,4.02327979365677e-08,0.341,0.647,-0.306,75
C286-175,C286-175: Ghrh.GABA-3,Pcp4,-1.23442535596289,2.11317787505727e-06,5.59598536874706e-06,0.098,0.509,-0.411,32
C286-175,C286-175: Ghrh.GABA-3,Ndufc2,-1.23396382780791,2.18754114050509e-06,1.98187398807074e-05,0.085,0.487,-0.402,56
C286-175,C286-175: Ghrh.GABA-3,Rplp1,-1.46661335990515,2.2056346279277e-06,1.30554722593581e-07,0.122,0.504,-0.382,69
C286-175,C286-175: Ghrh.GABA-3,Dab1,0.791829259783424,2.39196912815409e-06,3.44350668985975e-13,0.976,0.879,0.097,5
C286-175,C286-175: Ghrh.GABA-3,Bex2,-1.26240987535767,2.64224535411651e-06,8.73481115983348e-08,0.451,0.72,-0.269,61
C286-175,C286-175: Ghrh.GABA-3,Rpl8,-1.60013036411664,2.64485868573678e-06,3.31147834599924e-10,0.244,0.582,-0.338,50
C286-175,C286-175: Ghrh.GABA-3,Spcs1,-1.27853994670602,2.95338242239157e-06,2.32804379099978e-05,0.073,0.47,-0.397,59
C286-175,C286-175: Ghrh.GABA-3,Rpl32,-1.3114143821866,2.9600637327606e-06,0.00017045485340192,0.049,0.444,-0.395,41
C286-175,C286-175: Ghrh.GABA-3,Rps11,-1.38311075185857,3.1037350222949e-06,1.06226916145221e-06,0.098,0.487,-0.389,52
C286-175,C286-175: Ghrh.GABA-3,Astn2,0.694788793439673,3.23448158678124e-06,1.69007366455335e-14,0.988,0.935,0.0529999999999999,1
C286-175,C286-175: Ghrh.GABA-3,Dscam,0.564773830476191,3.42698361207026e-06,3.54300576596392e-10,0.988,0.944,0.044,4
C286-175,C286-175: Ghrh.GABA-3,Ahi1,-0.488488817436084,3.73874067266951e-06,1,0.988,1,-0.012,32
C286-175,C286-175: Ghrh.GABA-3,Zbtb7c,0.75788201637653,4.69645876516187e-06,1.40174711243808e-08,0.756,0.328,0.428,4
C286-175,C286-175: Ghrh.GABA-3,Prickle2,0.829692715384138,4.77868888515902e-06,2.7102232054752e-13,0.915,0.698,0.217,14
C286-175,C286-175: Ghrh.GABA-3,Nrsn2,-1.17537752394108,5.17488722118738e-06,3.79769075786576e-06,0.146,0.539,-0.393,50
C286-175,C286-175: Ghrh.GABA-3,Frmd4a,0.545594456304777,6.26611516487727e-06,1.0787747584958e-09,0.988,0.97,0.018,12
C286-175,C286-175: Ghrh.GABA-3,Rpl37,-1.82694040899003,6.70168198780143e-06,1.83768854143139e-12,0.305,0.599,-0.294,65
C286-175,C286-175: Ghrh.GABA-3,Rpl19,-1.51459600550765,7.32313677505341e-06,4.00222152449105e-09,0.244,0.573,-0.329,61
C286-175,C286-175: Ghrh.GABA-3,Rpl6,-1.2595805996329,7.65084659219593e-06,9.02257073519524e-09,0.695,0.823,-0.128,53
C286-175,C286-175: Ghrh.GABA-3,Rps7,-1.10781825290449,7.84370145622749e-06,6.85576928704633e-06,0.146,0.534,-0.388,31
C286-175,C286-175: Ghrh.GABA-3,Rpl13,-1.32848320257093,8.00806623842527e-06,2.81981001235989e-08,0.341,0.638,-0.297,48
C286-175,C286-175: Ghrh.GABA-3,Stmn3,-1.17093643416842,8.47368061048618e-06,1.34644768238391e-06,0.561,0.767,-0.206,49
C286-175,C286-175: Ghrh.GABA-3,Meg3,0.423875187764646,9.17891439394339e-06,0.000880597194969636,1,1,0,85
C286-175,C286-175: Ghrh.GABA-3,Rps3a1,-1.40087719644764,1.06748204810486e-05,5.913245805069e-08,0.183,0.53,-0.347,65
C286-175,C286-175: Ghrh.GABA-3,Rps16,-1.27456738797167,1.15324781878526e-05,3.90440757279316e-07,0.122,0.509,-0.387,43
C286-175,C286-175: Ghrh.GABA-3,Rps5,-1.30942638349895,1.18118452802956e-05,1.78644641551483e-06,0.122,0.487,-0.365,39
C286-175,C286-175: Ghrh.GABA-3,Rps20,-1.27352351853012,1.22617137548154e-05,1.25585478082272e-06,0.159,0.517,-0.358,26
C286-175,C286-175: Ghrh.GABA-3,Rpl21,-1.58781857827243,1.41528922143457e-05,1.1087133305504e-09,0.293,0.599,-0.306,70
C286-175,C286-175: Ghrh.GABA-3,Ptprj,0.87342297068916,1.41760385163474e-05,4.54297807977884e-10,0.878,0.522,0.356,7
C286-175,C286-175: Ghrh.GABA-3,Dlg2,0.448948262738831,1.86205046499485e-05,3.27016325115804e-11,1,1,0,1
C286-175,C286-175: Ghrh.GABA-3,Anks1b,0.519934018339253,2.10518686559597e-05,2.65011233743992e-12,0.988,0.983,0.005,10
C286-175,C286-175: Ghrh.GABA-3,Rtn1,-1.07115663808789,2.31386594081695e-05,4.92781810075273e-07,0.927,0.978,-0.0509999999999999,66
C286-175,C286-175: Ghrh.GABA-3,Hspa8,-1.20889405274456,2.43608768106199e-05,7.9625653274163e-06,0.207,0.539,-0.332,65
C286-175,C286-175: Ghrh.GABA-3,Dcc,-0.958959395170653,3.29189387428676e-05,4.9972968580229e-05,0.951,0.983,-0.032,2
C286-175,C286-175: Ghrh.GABA-3,Map7,0.793880326687026,3.38011838007247e-05,2.00019655334688e-11,0.902,0.672,0.23,5
C286-175,C286-175: Ghrh.GABA-3,Brd9,-0.863698762706745,3.58315678892807e-05,0.00156864796054557,0.378,0.707,-0.329,25
C286-175,C286-175: Ghrh.GABA-3,Rpl35a,-1.30265868704342,4.04949027592945e-05,3.18443385835903e-07,0.146,0.513,-0.367,55
C286-175,C286-175: Ghrh.GABA-3,Rps4x,-1.20749477974498,4.12968638470067e-05,2.88344754233595e-05,0.073,0.448,-0.375,47
C286-175,C286-175: Ghrh.GABA-3,Rps12,-1.15724720612681,4.28052743076293e-05,1.19076260500927e-05,0.159,0.517,-0.358,18
C286-175,C286-175: Ghrh.GABA-3,Rpl14,-1.19457142670661,4.31992411746733e-05,1.0652845025322e-05,0.171,0.53,-0.359,42
C286-175,C286-175: Ghrh.GABA-3,Rpl26,-1.10825058146544,4.47008596107057e-05,0.000188210721315346,0.061,0.44,-0.379,40
C286-175,C286-175: Ghrh.GABA-3,Ubb,-1.72096242521796,4.66064042851199e-05,1.35513825216599e-10,0.415,0.651,-0.236,59
C286-175,C286-175: Ghrh.GABA-3,Fkbp2,-1.09506335685371,5.07375226094091e-05,1.34400318009283e-05,0.207,0.543,-0.336,45
C286-175,C286-175: Ghrh.GABA-3,Lrrc7,0.772366743120178,5.33358769707408e-05,9.85826609334288e-07,0.89,0.655,0.235,2
C286-175,C286-175: Ghrh.GABA-3,Tmx4,-1.03528029246839,6.16460713572319e-05,0.00168101519587774,0.463,0.733,-0.27,32
C286-175,C286-175: Ghrh.GABA-3,Atp6v0b,-0.604474337063446,6.27494190739064e-05,0.243029605404506,0.915,0.97,-0.0549999999999999,18
C286-175,C286-175: Ghrh.GABA-3,Kcnq3,0.878330272109516,7.52664221126172e-05,5.35707924846576e-06,0.646,0.302,0.344,6
C286-175,C286-175: Ghrh.GABA-3,Nrxn3,0.424754092253926,9.38115963132595e-05,2.51138479270621e-12,1,1,0,1
C286-175,C286-175: Ghrh.GABA-3,Gapdh,-1.52871468340505,0.00011379320998495,5.88955748025762e-09,0.22,0.543,-0.323,72
C286-175,C286-175: Ghrh.GABA-3,Tuba1a,-1.08965413506731,0.000129204585819984,1.72731659940702e-05,0.28,0.569,-0.289,65
C286-175,C286-175: Ghrh.GABA-3,Cox6c,-1.00401294843059,0.000130600971337032,0.000118928552221033,0.146,0.513,-0.367,47
C286-175,C286-175: Ghrh.GABA-3,Pgrmc1,-0.999800172633356,0.000151921847297549,0.000715026307031878,0.195,0.547,-0.352,39
C286-175,C286-175: Ghrh.GABA-3,Stmn1,-1.21374026231017,0.000152767064019927,3.23140788000165e-06,0.317,0.612,-0.295,49
C286-175,C286-175: Ghrh.GABA-3,Mast4,0.700559114655496,0.000154230359154335,2.95013883017433e-07,0.89,0.741,0.149,8
C286-175,C286-175: Ghrh.GABA-3,Rplp2,-1.2023095978906,0.000160005933902173,1.54721830509176e-06,0.171,0.504,-0.333,46
C286-175,C286-175: Ghrh.GABA-3,Htr7,0.862786858305355,0.000161208945006232,3.38595331776314e-05,0.537,0.19,0.347,1
C286-175,C286-175: Ghrh.GABA-3,Rpl39,-1.08867045596921,0.000168466895730215,0.000228303774750635,0.085,0.435,-0.35,31
C286-175,C286-175: Ghrh.GABA-3,Hsp90b1,-1.04098144081208,0.00017260515279615,4.54604418169768e-05,0.354,0.638,-0.284,57
C286-175,C286-175: Ghrh.GABA-3,Rpl30,-1.05178806809911,0.000198393280020583,9.64760304585224e-05,0.159,0.496,-0.337,38
C286-175,C286-175: Ghrh.GABA-3,Rps9,-1.02866289072517,0.000219127596341202,0.000263578217867846,0.146,0.483,-0.337,17
C286-175,C286-175: Ghrh.GABA-3,Hsp90aa1,-1.33609508292954,0.00022284486671472,3.11686960371667e-07,0.195,0.517,-0.322,55
C286-175,C286-175: Ghrh.GABA-3,Rps28,-1.31134230030619,0.000232380173336535,7.69037726622105e-07,0.207,0.522,-0.315,35
C286-175,C286-175: Ghrh.GABA-3,Rps15,-1.01817952686745,0.000240370320029205,0.000346017406300653,0.159,0.504,-0.345,19
C286-175,C286-175: Ghrh.GABA-3,Cox4i1,-1.39511164602005,0.000242286181790186,5.08675498171493e-08,0.171,0.496,-0.325,71
C286-175,C286-175: Ghrh.GABA-3,Ndufa4,-1.17550235370856,0.000271517247243823,3.24270855290872e-05,0.11,0.448,-0.338,62
C286-175,C286-175: Ghrh.GABA-3,Itsn1,0.679911292310194,0.000312723057718298,1.06739302293371e-05,0.878,0.552,0.326,4
C286-175,C286-175: Ghrh.GABA-3,Atp1b1,-1.04970924097199,0.000335836334844344,1.98683948289549e-05,0.561,0.707,-0.146,58
C286-175,C286-175: Ghrh.GABA-3,Cry2,0.691789592394324,0.000372064610269331,1.33158758897673e-05,0.573,0.224,0.349,2
C286-175,C286-175: Ghrh.GABA-3,Grid1,0.610275149713427,0.00038638425195245,6.07356544615466e-09,0.988,0.931,0.0569999999999999,4
C286-175,C286-175: Ghrh.GABA-3,Kcnab1,0.97242847065668,0.000415529128898436,4.04047989267145e-12,0.805,0.608,0.197,1
C286-175,C286-175: Ghrh.GABA-3,Chchd2,-1.44205599956677,0.000471490270478807,2.52395099955496e-06,0.085,0.414,-0.329,65
C286-175,C286-175: Ghrh.GABA-3,Cntnap4,0.801526766290886,0.000481396956140832,5.95482982801627e-05,0.488,0.172,0.316,1
C286-175,C286-175: Ghrh.GABA-3,Ncoa1,0.649877939925061,0.000503895536074626,2.01041255754595e-06,0.951,0.806,0.145,2
C286-175,C286-175: Ghrh.GABA-3,Malat1,-0.298603470193518,0.000519871708546945,,1,1,0,2
C286-175,C286-175: Ghrh.GABA-3,Bcas3,0.790890078581187,0.00059901924699329,7.48072109835235e-08,0.756,0.418,0.338,2
C286-175,C286-175: Ghrh.GABA-3,Erp29,-1.03370662735333,0.000720091478479127,0.000286230510454171,0.207,0.539,-0.332,21
C286-175,C286-175: Ghrh.GABA-3,Thsd7b,0.664491553100837,0.000742753891601933,0.000137474806130743,0.439,0.138,0.301,1
C286-175,C286-175: Ghrh.GABA-3,Tpt1,-1.02610882862559,0.00075763064508757,0.000194894707637109,0.085,0.422,-0.337,46
C286-175,C286-175: Ghrh.GABA-3,Nenf,-1.20970049933867,0.000793697931511505,1.35933453115714e-06,0.244,0.53,-0.286,46
C286-175,C286-175: Ghrh.GABA-3,Uqcrh,-0.951225518875837,0.000837990205408286,0.00140044394431991,0.146,0.47,-0.324,12
C286-175,C286-175: Ghrh.GABA-3,Gm47283,-0.937302864901531,0.000850780507650187,1,0.683,0.909,-0.226,14
C286-175,C286-175: Ghrh.GABA-3,Atp6v1f,-0.761250508519758,0.000927805620289636,1,0.012,0.332,-0.32,22
C286-175,C286-175: Ghrh.GABA-3,Calm2,-0.900830461302719,0.000937956047622247,0.00133285474341105,0.805,0.875,-0.07,49
C286-175,C286-175: Ghrh.GABA-3,Tmsb10,-1.25095575623154,0.000962657727016121,1.11183470597548e-06,0.317,0.582,-0.265,64
C286-175,C286-175: Ghrh.GABA-3,Cntnap5b,-1.08098920560052,0.0010684736825071,0.152481551677892,0.451,0.741,-0.29,1
C286-175,C286-175: Ghrh.GABA-3,Rps10,-0.79192300307144,0.00109570316265813,1,0.012,0.323,-0.311,13
C286-175,C286-175: Ghrh.GABA-3,5330429C05Rik,0.41721250780377,0.00110335913172486,0.087429558148903,0.207,0.022,0.185,1
C286-175,C286-175: Ghrh.GABA-3,Akap6,0.448278064521617,0.00111265227465827,5.32559701158814e-10,1,0.957,0.043,2
C286-175,C286-175: Ghrh.GABA-3,Chgb,-0.817742709149577,0.00112562593778377,0.0409446279428192,0.073,0.405,-0.332,28
C286-175,C286-175: Ghrh.GABA-3,Tnik,0.560503151596953,0.00114075054931998,2.79439798926808e-05,0.963,0.866,0.097,10
C286-175,C286-175: Ghrh.GABA-3,Cd63,-0.826547650932957,0.0011537632069347,0.262729814468708,0.037,0.358,-0.321,3
C286-175,C286-175: Ghrh.GABA-3,Spcs2,-1.0379472132153,0.00117357331985022,1.95853757745458e-05,0.427,0.629,-0.202,18
C286-175,C286-175: Ghrh.GABA-3,Maf,0.470696892318666,0.00119830964785609,0.0463390770431598,0.22,0.026,0.194,1
C286-175,C286-175: Ghrh.GABA-3,Nedd4l,0.747613561117176,0.00122242606991933,3.5729800520792e-09,0.768,0.466,0.302,6
C286-175,C286-175: Ghrh.GABA-3,Dad1,-0.940943455688508,0.00129191511079094,0.000975354127171353,0.11,0.44,-0.33,41
C286-175,C286-175: Ghrh.GABA-3,Ndufa5,-0.942268884610445,0.00132093343087358,0.000770005214445849,0.134,0.457,-0.323,39
C286-175,C286-175: Ghrh.GABA-3,mt-Rnr1,-0.780222297246313,0.00133228013372424,0.222694459839824,0.049,0.371,-0.322,27
C286-175,C286-175: Ghrh.GABA-3,Rpl37a,-1.03116100479958,0.00144267957206903,7.93872406165377e-05,0.195,0.509,-0.314,26
C286-175,C286-175: Ghrh.GABA-3,Aldoa,-1.02136732848486,0.00163337456650122,0.000190270248142804,0.207,0.509,-0.302,44
C286-175,C286-175: Ghrh.GABA-3,Rps3,-1.23150460601784,0.0016586552521754,1.66251306073303e-06,0.207,0.504,-0.297,50
C286-175,C286-175: Ghrh.GABA-3,Celf2,0.577161792985881,0.00167898890174673,3.05731921233364e-12,0.988,0.987,0.001,1
C286-175,C286-175: Ghrh.GABA-3,Pdia3,-0.884672558200218,0.00173058586082418,0.00181087277493947,0.329,0.612,-0.283,15
C286-175,C286-175: Ghrh.GABA-3,Rpsa,-1.09686544512782,0.0017485204357228,0.00014063589377475,0.159,0.474,-0.315,39
C286-175,C286-175: Ghrh.GABA-3,Rps14,-0.987390662687429,0.00207744864671097,0.000254851708634033,0.183,0.496,-0.313,18
C286-175,C286-175: Ghrh.GABA-3,Oxt,-1.33022467547651,0.00212340282347191,0.00335014520414843,0.049,0.362,-0.313,52
C286-175,C286-175: Ghrh.GABA-3,Ndufa11,-0.859224745587743,0.00222439994489589,0.0140454237294991,0.085,0.401,-0.316,38
C286-175,C286-175: Ghrh.GABA-3,Itm2c,-0.934457240117351,0.00234299491167586,0.00246117639894907,0.28,0.565,-0.285,47
C286-175,C286-175: Ghrh.GABA-3,Gpr179,0.695674395991918,0.00247030433328322,0.00357082055267942,0.561,0.237,0.324,1
C286-175,C286-175: Ghrh.GABA-3,Ube2e2,0.688501816295585,0.00250261230213501,1.89578102266783e-08,0.963,0.879,0.084,1
C286-175,C286-175: Ghrh.GABA-3,Trim2,0.62028207591784,0.00273224401251821,1.29784387315048e-08,0.976,0.905,0.071,9
C286-175,C286-175: Ghrh.GABA-3,Nebl,0.515441010122788,0.00286347460097575,5.67839638813519e-07,0.988,0.897,0.091,8
C286-175,C286-175: Ghrh.GABA-3,Rps26,-0.887683819544995,0.00302844906117945,0.00155247324413888,0.256,0.547,-0.291,21
C286-175,C286-175: Ghrh.GABA-3,Clu,-0.970569477387698,0.00350030385948537,0.000285205643492083,0.195,0.496,-0.301,20
C286-175,C286-175: Ghrh.GABA-3,Rpl3,-1.10237968949947,0.00402841969549614,8.4358056855031e-05,0.183,0.474,-0.291,31
C286-175,C286-175: Ghrh.GABA-3,Rps27,-0.996968790696092,0.0043714613323495,0.000328042699251869,0.22,0.5,-0.28,24
C286-175,C286-175: Ghrh.GABA-3,Magi2,0.412504642249482,0.00442203289432829,9.90210795647762e-10,1,0.996,0.004,5
C286-175,C286-175: Ghrh.GABA-3,Auts2,0.468704660408849,0.00445662992505215,2.82188671929836e-10,0.988,0.983,0.005,3
C286-175,C286-175: Ghrh.GABA-3,Elob,-1.01444657136758,0.00515064006407214,0.000258311984388237,0.244,0.513,-0.269,33
C286-175,C286-175: Ghrh.GABA-3,Kalrn,0.602147615509991,0.00594428449300766,3.85829446682025e-09,0.915,0.819,0.0960000000000001,11
C286-175,C286-175: Ghrh.GABA-3,Sec11c,-0.964412603676086,0.00624513787701991,0.00156051539219516,0.159,0.461,-0.302,22
C286-175,C286-175: Ghrh.GABA-3,mt-Nd4,-0.920818461263219,0.0071024175993073,0.00290739214863295,0.122,0.427,-0.305,48
C286-175,C286-175: Ghrh.GABA-3,Zbtb20,0.489853172670625,0.00711310950690122,5.20465458399111e-08,1,0.983,0.017,4
C286-175,C286-175: Ghrh.GABA-3,Cox6b1,-0.765612109973274,0.00730867850335703,0.0358270926280887,0.11,0.418,-0.308,20
C286-175,C286-175: Ghrh.GABA-3,Ctif,0.611797933895228,0.00783348119616834,6.55087180436237e-06,0.744,0.414,0.33,4
C286-175,C286-175: Ghrh.GABA-3,Sec62,-1.12916329708983,0.00814223922580547,4.13747892267694e-06,0.537,0.668,-0.131,48
C286-175,C286-175: Ghrh.GABA-3,Swi5,-0.761597435210896,0.0083843550334768,0.0844247841553583,0.11,0.418,-0.308,6
C286-175,C286-175: Ghrh.GABA-3,Lncpint,0.565389216894372,0.0084969749309557,1.16596794002181e-06,0.902,0.724,0.178,25
C286-175,C286-175: Ghrh.GABA-3,Sema5a,0.574053630724334,0.00854438963701968,0.0258494051267061,0.476,0.172,0.304,1
C286-175,C286-175: Ghrh.GABA-3,Ecel1,-0.575946532251392,0.0088793495580588,1,0.659,0.823,-0.164,2
C286-175,C286-175: Ghrh.GABA-3,Rpl34,-0.907553814558848,0.00899445994488849,0.000986516904146004,0.134,0.444,-0.31,35
C286-175,C286-175: Ghrh.GABA-3,Bex3,-0.876632309926246,0.0092625296605447,0.0416506517978375,0.366,0.625,-0.259,11
C286-175,C286-175: Ghrh.GABA-3,Rpl18,-0.940844828401961,0.00930608764961176,0.00139715533370303,0.134,0.427,-0.293,22
C286-175,C286-175: Ghrh.GABA-3,Sub1,-0.931785156830009,0.00994881787259877,0.00722081830932782,0.073,0.371,-0.298,26
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Snhg11,0.744206405026553,4.73790958909886e-32,1.22185384990057e-07,1,1,0,120
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,mt-Rnr2,-2.06572792922746,7.86900213322284e-24,2.20559855783153e-24,0.253,0.863,-0.61,108
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Atp6v0c,-3.00244227043817,6.48313259983414e-22,2.51789103328349e-47,0.453,0.877,-0.424,94
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Pcsk1n,-2.27158261154645,7.7127906372067e-21,5.43519114907716e-44,0.853,0.975,-0.122,106
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Resp18,-2.25401328800216,5.84615221793766e-20,1.12798759431656e-37,0.72,0.91,-0.19,92
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Caly,-2.05245407111903,3.55148821269796e-19,3.38393642370929e-30,0.4,0.85,-0.45,84
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Itm2b,-1.82011606581371,1.27417293584482e-18,2.51938951060043e-26,0.453,0.848,-0.395,75
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,CT010467.1,-2.68977713755239,1.31767951730627e-18,4.4658448895007e-52,0.947,0.965,-0.018,95
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Rpl38,-1.93422856881357,1.83964613400947e-18,6.92666425742572e-23,0.227,0.792,-0.565,58
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Rpl41,-1.47798510597829,3.93352090880657e-18,4.53312840930013e-19,0.387,0.855,-0.468,69
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Bsg,-2.17945799703035,5.16004797495904e-18,1.58673400224736e-29,0.36,0.81,-0.45,86
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Cox4i1,-2.41468613111265,1.06652331242202e-17,3.40689691715715e-22,0.147,0.735,-0.588,71
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,mt-Cytb,-1.85266679355912,3.24500998005494e-17,4.33484203107332e-17,0.16,0.755,-0.595,82
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Rps8,-2.14727535219183,5.75942614018816e-17,6.60097434929918e-28,0.333,0.805,-0.472,64
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Rps27a,-1.91174187549294,6.8545952935227e-17,1.21549132058016e-13,0.093,0.71,-0.617,68
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Ubb,-2.39519344886038,1.37239115223415e-16,3.97413920131289e-32,0.453,0.82,-0.367,59
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Ndufa13,-1.71987355616962,1.66222718882264e-16,7.7795093019015e-15,0.12,0.725,-0.605,45
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Gapdh,-2.39554957821645,2.5362643793485e-16,4.95760605665036e-30,0.333,0.78,-0.447,72
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Fau,-1.93403349895117,2.7731866163541e-16,1.12406622500746e-17,0.147,0.72,-0.573,68
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Rpl37,-2.03353697059852,3.05990092099207e-16,1.85727255153412e-21,0.2,0.74,-0.54,65
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Bex2,-1.6877519209894,4.26459572668882e-16,7.74838923751972e-21,0.373,0.8,-0.427,61
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Rtn1,-1.93932064471255,7.22911877862627e-16,1.10988014936948e-36,0.933,0.975,-0.0419999999999999,66
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Hspa5,-1.54147368431212,3.15083814965367e-15,3.82938998877056e-14,0.16,0.725,-0.565,50
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Hsp90ab1,-2.08011255360599,3.70117685062652e-15,1.3785226655898e-27,0.467,0.797,-0.33,60
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Scg2,-1.6716467067909,4.2491327587301e-15,5.0513551593744e-22,0.573,0.848,-0.275,59
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Hsp90b1,-1.38950465772132,8.93252159705267e-15,1.09064184029332e-14,0.24,0.765,-0.525,57
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Cst3,-1.4510781029503,9.16254289289051e-15,3.99829440902787e-16,0.347,0.805,-0.458,94
C286-14,C286-14: Gsc.Ebf1.Trh.GLU-2,Fth1,-2.06502136383721,9.38997582869158e-15,1.49239971135725e-25,0.267,0.75,-0.483,63
