cluster_id,cluster_name,gene,specificity,p_val_adj,avg_log2FC,pct.1,pct.2
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Gm38505,3.49195178090811,3.31995242270356e-86,0.90966811099287,0.476,0.124
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Lypd6b,2.76580804660632,3.60004542637434e-85,0.67085556875132,0.47,0.114
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Kcnmb2,3.65939406550462,3.32855242079103e-83,1.24631537013563,0.552,0.188
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Vwc2,2.08612384771766,3.04210208872789e-82,0.847576994216339,0.731,0.297
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Ndst4,2.98726461043603,4.26621744282168e-82,1.09066526972301,0.619,0.226
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Penk,6.97127094140816,4.60659538615719e-79,1.93996906288055,0.442,0.123
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Slc32a1,2.31622307656376,1.64369859648359e-78,0.783831836400596,0.591,0.2
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Galntl6,1.30257573502263,1.24541501274507e-77,1.12801736241046,0.985,0.853
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Chn2,2.39901667994872,5.31224401559739e-77,0.67652270374554,0.5,0.141
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Pnoc,2.92164613358827,6.66666009369566e-77,0.695630031806732,0.42,0.1
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Gfra1,2.7650469336293,1.30428534795553e-76,0.811913165316201,0.487,0.143
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Neto1,1.90267121304718,3.88510509904248e-73,0.888088918001248,0.722,0.337
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Samd5,1.55023687563051,2.05729831107081e-68,0.786293146617312,0.763,0.387
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Nkain3,1.73292942426078,8.21046356835981e-68,1.1171778811496,0.864,0.557
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Ptchd4,1.52276838047798,1.39406782154531e-65,0.878802474998736,0.83,0.479
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Col25a1,2.24393889154896,1.49838782806605e-63,1.38088547172244,0.741,0.456
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Dlx1as,2.51136025598842,2.94327988319173e-63,0.441450044997965,0.256,0.045
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Zic1,3.0202245038405,8.87215040795648e-63,0.478677091174721,0.265,0.042
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Arx,2.64143138538508,5.26095211302217e-62,0.280375398448696,0.179,0.019
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Sh3rf3,1.60812481856581,2.17382550402249e-60,0.748482058410816,0.651,0.303
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Egfem1,1.62961101073529,3.23138040031272e-60,1.18692901612274,0.843,0.614
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Shisal2b,3.67025370054141,4.42470937756065e-60,0.556099045536578,0.231,0.035
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Zic4,3.26421080636074,6.71003012460989e-58,0.455813220708031,0.222,0.031
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Mir217hg,2.643667816433,9.61177659976084e-57,0.307403234468953,0.172,0.02
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Igfbpl1,2.37241996399581,5.10491451662458e-54,0.337133363304667,0.19,0.027
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Neto2,1.4517620107045,1.62225868289369e-52,0.707098696233548,0.657,0.32
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Kcnab1,1.16664865041208,2.89488192818669e-52,0.631163092617118,0.756,0.409
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Snrpn,1.0902178280908,3.8967580507254e-52,0.797360217384691,0.886,0.648
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Oprm1,1.33950235204099,6.24457379392061e-52,0.577219763543979,0.608,0.262
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Marchf1,1.05616590303931,1.85099326020474e-51,0.988205860755132,0.948,0.887
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Gm48259,1.96204105239682,1.14224302777756e-50,0.313522023836605,0.194,0.031
