cluster_id,cluster_name,gene,avg_log2FC,p_val_adj,pct.1,pct.2,pct_diff
K169-10,Vip.Cd24a.Six6.HY1,Snhg11,-0.606030864434114,0.0000000000586588822840344,1,1,0
K240-4,Vip.Cd24a.Six6.HY1,Snhg11,-0.606030864434114,0.0000000000586588822840344,1,1,0
K169-10,Vip.Cd24a.Six6.HY1,mt-Rnr2,1.86663889402504,0.0000000980095423585495,0.716,0.216,0.5
K240-4,Vip.Cd24a.Six6.HY1,mt-Rnr2,1.86663889402504,0.0000000980095423585495,0.716,0.216,0.5
K169-10,Vip.Cd24a.Six6.HY1,Cst3,1.82289892052003,0.00000204773022440879,0.669,0.176,0.493
K240-4,Vip.Cd24a.Six6.HY1,Cst3,1.82289892052003,0.00000204773022440879,0.669,0.176,0.493
K169-10,Vip.Cd24a.Six6.HY1,Atp6v0c,2.29276539791571,0.0000340472506112514,0.757,0.451,0.306
K240-4,Vip.Cd24a.Six6.HY1,Atp6v0c,2.29276539791571,0.0000340472506112514,0.757,0.451,0.306
K169-10,Vip.Cd24a.Six6.HY1,Scg2,1.79157203252924,0.000150432862758355,0.804,0.471,0.333
K240-4,Vip.Cd24a.Six6.HY1,Scg2,1.79157203252924,0.000150432862758355,0.804,0.471,0.333
K169-10,Vip.Cd24a.Six6.HY1,Pcsk1n,1.76167632479977,0.000177664489355817,0.959,0.824,0.135
K240-4,Vip.Cd24a.Six6.HY1,Pcsk1n,1.76167632479977,0.000177664489355817,0.959,0.824,0.135
K169-10,Vip.Cd24a.Six6.HY1,Ly6h,1.09378532826702,0.000235232612328462,0.98,0.961,0.019
K240-4,Vip.Cd24a.Six6.HY1,Ly6h,1.09378532826702,0.000235232612328462,0.98,0.961,0.019
K169-10,Vip.Cd24a.Six6.HY1,Rpl21,1.37010168506035,0.00255115034537574,0.52,0.098,0.422
K240-4,Vip.Cd24a.Six6.HY1,Rpl21,1.37010168506035,0.00255115034537574,0.52,0.098,0.422
K169-10,Vip.Cd24a.Six6.HY1,Rplp1,1.3976822366994,0.00302601874231749,0.459,0.039,0.42
K240-4,Vip.Cd24a.Six6.HY1,Rplp1,1.3976822366994,0.00302601874231749,0.459,0.039,0.42
K169-10,Vip.Cd24a.Six6.HY1,Itm2b,1.40093909985319,0.00400698056283296,0.736,0.49,0.246
K240-4,Vip.Cd24a.Six6.HY1,Itm2b,1.40093909985319,0.00400698056283296,0.736,0.49,0.246
K169-10,Vip.Cd24a.Six6.HY1,Caly,1.46005139133301,0.00578519072372218,0.709,0.471,0.238
K240-4,Vip.Cd24a.Six6.HY1,Caly,1.46005139133301,0.00578519072372218,0.709,0.471,0.238
K169-10,Vip.Cd24a.Six6.HY1,Mecr,-0.690540583391508,0.00760804403875333,0.155,0.529,-0.374
K240-4,Vip.Cd24a.Six6.HY1,Mecr,-0.690540583391508,0.00760804403875333,0.155,0.529,-0.374
K169-5,Vipr2.Prokr2.Six6.HY1,Snhg11,-0.712372925396143,0.000036364785669845,0.987,1,-0.013
K240-5,Vipr2.Prokr2.Six6.HY1,Snhg11,-0.712372925396143,0.000036364785669845,0.987,1,-0.013
K169-5,Vipr2.Prokr2.Six6.HY1,Gm47283,1.64919729049467,0.00380271461506553,0.829,0.447,0.382
K240-5,Vipr2.Prokr2.Six6.HY1,Gm47283,1.64919729049467,0.00380271461506553,0.829,0.447,0.382
K169-85,Pax6.Nfix.St18.Arx.HY1,Snhg11,-0.751096423466496,1.64085705320789e-36,1,1,0
K240-93,Pax6.Nfix.St18.Arx.HY1,Snhg11,-0.751096423466496,1.64085705320789e-36,1,1,0
K329-82,Pax6.Nfix.St18.Arx.HY1,Snhg11,-0.751096423466496,1.64085705320789e-36,1,1,0
K169-85,Pax6.Nfix.St18.Arx.HY1,mt-Rnr2,1.82066811324226,1.0359887560945e-23,0.802,0.215,0.587
K240-93,Pax6.Nfix.St18.Arx.HY1,mt-Rnr2,1.82066811324226,1.0359887560945e-23,0.802,0.215,0.587
K329-82,Pax6.Nfix.St18.Arx.HY1,mt-Rnr2,1.82066811324226,1.0359887560945e-23,0.802,0.215,0.587
K169-85,Pax6.Nfix.St18.Arx.HY1,Pcsk1n,1.94970208416803,1.57725526404995e-18,0.956,0.804,0.152
K240-93,Pax6.Nfix.St18.Arx.HY1,Pcsk1n,1.94970208416803,1.57725526404995e-18,0.956,0.804,0.152
K329-82,Pax6.Nfix.St18.Arx.HY1,Pcsk1n,1.94970208416803,1.57725526404995e-18,0.956,0.804,0.152
K169-85,Pax6.Nfix.St18.Arx.HY1,Resp18,1.67858661099519,2.64809200547465e-16,0.837,0.589,0.248
K240-93,Pax6.Nfix.St18.Arx.HY1,Resp18,1.67858661099519,2.64809200547465e-16,0.837,0.589,0.248
K329-82,Pax6.Nfix.St18.Arx.HY1,Resp18,1.67858661099519,2.64809200547465e-16,0.837,0.589,0.248
K169-85,Pax6.Nfix.St18.Arx.HY1,Atp6v0c,2.69140574844407,1.03453691421593e-15,0.754,0.393,0.361
K240-93,Pax6.Nfix.St18.Arx.HY1,Atp6v0c,2.69140574844407,1.03453691421593e-15,0.754,0.393,0.361
K329-82,Pax6.Nfix.St18.Arx.HY1,Atp6v0c,2.69140574844407,1.03453691421593e-15,0.754,0.393,0.361
K169-85,Pax6.Nfix.St18.Arx.HY1,Ly6h,1.13422620816715,1.80053966832246e-15,0.98,0.907,0.073
K240-93,Pax6.Nfix.St18.Arx.HY1,Ly6h,1.13422620816715,1.80053966832246e-15,0.98,0.907,0.073
K329-82,Pax6.Nfix.St18.Arx.HY1,Ly6h,1.13422620816715,1.80053966832246e-15,0.98,0.907,0.073
K169-85,Pax6.Nfix.St18.Arx.HY1,Meg3,-0.519791314006694,1.71233373619114e-14,1,1,0
K240-93,Pax6.Nfix.St18.Arx.HY1,Meg3,-0.519791314006694,1.71233373619114e-14,1,1,0
K329-82,Pax6.Nfix.St18.Arx.HY1,Meg3,-0.519791314006694,1.71233373619114e-14,1,1,0
K169-85,Pax6.Nfix.St18.Arx.HY1,ENSMUSG00000106106,2.60173449775277,2.39429762545858e-14,0.952,0.86,0.092
K240-93,Pax6.Nfix.St18.Arx.HY1,ENSMUSG00000106106,2.60173449775277,2.39429762545858e-14,0.952,0.86,0.092
K329-82,Pax6.Nfix.St18.Arx.HY1,ENSMUSG00000106106,2.60173449775277,2.39429762545858e-14,0.952,0.86,0.092
K169-85,Pax6.Nfix.St18.Arx.HY1,Hsp90b1,1.42163098988849,2.69300592121685e-14,0.714,0.29,0.424
K240-93,Pax6.Nfix.St18.Arx.HY1,Hsp90b1,1.42163098988849,2.69300592121685e-14,0.714,0.29,0.424
K329-82,Pax6.Nfix.St18.Arx.HY1,Hsp90b1,1.42163098988849,2.69300592121685e-14,0.714,0.29,0.424
K169-85,Pax6.Nfix.St18.Arx.HY1,Cst3,1.41132117952291,3.4088637194275e-14,0.706,0.243,0.463
K240-93,Pax6.Nfix.St18.Arx.HY1,Cst3,1.41132117952291,3.4088637194275e-14,0.706,0.243,0.463
K329-82,Pax6.Nfix.St18.Arx.HY1,Cst3,1.41132117952291,3.4088637194275e-14,0.706,0.243,0.463
K169-85,Pax6.Nfix.St18.Arx.HY1,Caly,1.67875429986907,4.04539455044634e-14,0.786,0.495,0.291
K240-93,Pax6.Nfix.St18.Arx.HY1,Caly,1.67875429986907,4.04539455044634e-14,0.786,0.495,0.291
K329-82,Pax6.Nfix.St18.Arx.HY1,Caly,1.67875429986907,4.04539455044634e-14,0.786,0.495,0.291
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl41,1.15419585190008,4.58210118915662e-14,0.798,0.43,0.368
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl41,1.15419585190008,4.58210118915662e-14,0.798,0.43,0.368
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl41,1.15419585190008,4.58210118915662e-14,0.798,0.43,0.368
K169-85,Pax6.Nfix.St18.Arx.HY1,Bsg,1.86414208964319,5.26001744420742e-14,0.702,0.308,0.394
K240-93,Pax6.Nfix.St18.Arx.HY1,Bsg,1.86414208964319,5.26001744420742e-14,0.702,0.308,0.394
K329-82,Pax6.Nfix.St18.Arx.HY1,Bsg,1.86414208964319,5.26001744420742e-14,0.702,0.308,0.394
K169-85,Pax6.Nfix.St18.Arx.HY1,Hspa5,1.42596457427178,0.00000000000287955096189529,0.599,0.14,0.459
K240-93,Pax6.Nfix.St18.Arx.HY1,Hspa5,1.42596457427178,0.00000000000287955096189529,0.599,0.14,0.459
K329-82,Pax6.Nfix.St18.Arx.HY1,Hspa5,1.42596457427178,0.00000000000287955096189529,0.599,0.14,0.459
K169-85,Pax6.Nfix.St18.Arx.HY1,Itm2b,1.51372911405802,0.00000000000652852911065448,0.762,0.477,0.285
K240-93,Pax6.Nfix.St18.Arx.HY1,Itm2b,1.51372911405802,0.00000000000652852911065448,0.762,0.477,0.285
K329-82,Pax6.Nfix.St18.Arx.HY1,Itm2b,1.51372911405802,0.00000000000652852911065448,0.762,0.477,0.285
K169-85,Pax6.Nfix.St18.Arx.HY1,Hspa8,1.61567674727152,0.0000000000101280402035085,0.583,0.131,0.452
K240-93,Pax6.Nfix.St18.Arx.HY1,Hspa8,1.61567674727152,0.0000000000101280402035085,0.583,0.131,0.452
K329-82,Pax6.Nfix.St18.Arx.HY1,Hspa8,1.61567674727152,0.0000000000101280402035085,0.583,0.131,0.452
K169-85,Pax6.Nfix.St18.Arx.HY1,Rps21,1.45134804766413,0.0000000000191561311886281,0.619,0.178,0.441
K240-93,Pax6.Nfix.St18.Arx.HY1,Rps21,1.45134804766413,0.0000000000191561311886281,0.619,0.178,0.441
K329-82,Pax6.Nfix.St18.Arx.HY1,Rps21,1.45134804766413,0.0000000000191561311886281,0.619,0.178,0.441
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl21,1.47285966295807,0.00000000040002307060693,0.583,0.168,0.415
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl21,1.47285966295807,0.00000000040002307060693,0.583,0.168,0.415
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl21,1.47285966295807,0.00000000040002307060693,0.583,0.168,0.415
K169-85,Pax6.Nfix.St18.Arx.HY1,Gapdh,1.98239768449569,0.000000000503944178167921,0.623,0.28,0.343
K240-93,Pax6.Nfix.St18.Arx.HY1,Gapdh,1.98239768449569,0.000000000503944178167921,0.623,0.28,0.343
K329-82,Pax6.Nfix.St18.Arx.HY1,Gapdh,1.98239768449569,0.000000000503944178167921,0.623,0.28,0.343
K169-85,Pax6.Nfix.St18.Arx.HY1,Ndufc2,1.20793406806419,0.000000000834681339571516,0.48,0.056,0.424
K240-93,Pax6.Nfix.St18.Arx.HY1,Ndufc2,1.20793406806419,0.000000000834681339571516,0.48,0.056,0.424
K329-82,Pax6.Nfix.St18.Arx.HY1,Ndufc2,1.20793406806419,0.000000000834681339571516,0.48,0.056,0.424
K169-85,Pax6.Nfix.St18.Arx.HY1,Rps8,1.6310456362204,0.00000000106527391341317,0.651,0.346,0.305
K240-93,Pax6.Nfix.St18.Arx.HY1,Rps8,1.6310456362204,0.00000000106527391341317,0.651,0.346,0.305
K329-82,Pax6.Nfix.St18.Arx.HY1,Rps8,1.6310456362204,0.00000000106527391341317,0.651,0.346,0.305
K169-85,Pax6.Nfix.St18.Arx.HY1,Rplp1,1.32552166118807,0.00000000109978136387471,0.512,0.103,0.409
K240-93,Pax6.Nfix.St18.Arx.HY1,Rplp1,1.32552166118807,0.00000000109978136387471,0.512,0.103,0.409
K329-82,Pax6.Nfix.St18.Arx.HY1,Rplp1,1.32552166118807,0.00000000109978136387471,0.512,0.103,0.409
K169-85,Pax6.Nfix.St18.Arx.HY1,Scg5,0.998908460100877,0.00000000182795277982502,0.833,0.607,0.226
K240-93,Pax6.Nfix.St18.Arx.HY1,Scg5,0.998908460100877,0.00000000182795277982502,0.833,0.607,0.226
K329-82,Pax6.Nfix.St18.Arx.HY1,Scg5,0.998908460100877,0.00000000182795277982502,0.833,0.607,0.226
K169-85,Pax6.Nfix.St18.Arx.HY1,Cox8a,1.26529704875976,0.00000000297986596754485,0.671,0.346,0.325
K240-93,Pax6.Nfix.St18.Arx.HY1,Cox8a,1.26529704875976,0.00000000297986596754485,0.671,0.346,0.325
K329-82,Pax6.Nfix.St18.Arx.HY1,Cox8a,1.26529704875976,0.00000000297986596754485,0.671,0.346,0.325
K169-85,Pax6.Nfix.St18.Arx.HY1,Fth1,1.59461259272165,0.00000000330416602862017,0.643,0.308,0.335
K240-93,Pax6.Nfix.St18.Arx.HY1,Fth1,1.59461259272165,0.00000000330416602862017,0.643,0.308,0.335
K329-82,Pax6.Nfix.St18.Arx.HY1,Fth1,1.59461259272165,0.00000000330416602862017,0.643,0.308,0.335
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl35a,1.19872835212761,0.0000000036093135460479,0.496,0.084,0.412
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl35a,1.19872835212761,0.0000000036093135460479,0.496,0.084,0.412
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl35a,1.19872835212761,0.0000000036093135460479,0.496,0.084,0.412
K169-85,Pax6.Nfix.St18.Arx.HY1,Atp1b1,1.40568263479801,0.00000000382278932231957,0.813,0.654,0.159
K240-93,Pax6.Nfix.St18.Arx.HY1,Atp1b1,1.40568263479801,0.00000000382278932231957,0.813,0.654,0.159
K329-82,Pax6.Nfix.St18.Arx.HY1,Atp1b1,1.40568263479801,0.00000000382278932231957,0.813,0.654,0.159
K169-85,Pax6.Nfix.St18.Arx.HY1,Spcs1,1.32422023296115,0.00000000420336800415019,0.516,0.103,0.413
K240-93,Pax6.Nfix.St18.Arx.HY1,Spcs1,1.32422023296115,0.00000000420336800415019,0.516,0.103,0.413
K329-82,Pax6.Nfix.St18.Arx.HY1,Spcs1,1.32422023296115,0.00000000420336800415019,0.516,0.103,0.413
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl23,1.31580729628161,0.00000000503110069835778,0.496,0.093,0.403
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl23,1.31580729628161,0.00000000503110069835778,0.496,0.093,0.403
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl23,1.31580729628161,0.00000000503110069835778,0.496,0.093,0.403
K169-85,Pax6.Nfix.St18.Arx.HY1,Cox4i1,1.81887695489801,0.00000000522817362658152,0.54,0.178,0.362
K240-93,Pax6.Nfix.St18.Arx.HY1,Cox4i1,1.81887695489801,0.00000000522817362658152,0.54,0.178,0.362
K329-82,Pax6.Nfix.St18.Arx.HY1,Cox4i1,1.81887695489801,0.00000000522817362658152,0.54,0.178,0.362
K169-85,Pax6.Nfix.St18.Arx.HY1,Chchd2,1.50367970534773,0.0000000058833260514327,0.516,0.121,0.395
K240-93,Pax6.Nfix.St18.Arx.HY1,Chchd2,1.50367970534773,0.0000000058833260514327,0.516,0.121,0.395
K329-82,Pax6.Nfix.St18.Arx.HY1,Chchd2,1.50367970534773,0.0000000058833260514327,0.516,0.121,0.395
K169-85,Pax6.Nfix.St18.Arx.HY1,Arl6ip1,1.77876099082507,0.00000000666107159746909,0.675,0.383,0.292
K240-93,Pax6.Nfix.St18.Arx.HY1,Arl6ip1,1.77876099082507,0.00000000666107159746909,0.675,0.383,0.292
K329-82,Pax6.Nfix.St18.Arx.HY1,Arl6ip1,1.77876099082507,0.00000000666107159746909,0.675,0.383,0.292
K169-85,Pax6.Nfix.St18.Arx.HY1,Tuba1a,1.41350235789518,0.00000000691893100034518,0.583,0.206,0.377
K240-93,Pax6.Nfix.St18.Arx.HY1,Tuba1a,1.41350235789518,0.00000000691893100034518,0.583,0.206,0.377
K329-82,Pax6.Nfix.St18.Arx.HY1,Tuba1a,1.41350235789518,0.00000000691893100034518,0.583,0.206,0.377
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl37,1.45966882332551,0.0000000138068215594536,0.571,0.187,0.384
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl37,1.45966882332551,0.0000000138068215594536,0.571,0.187,0.384
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl37,1.45966882332551,0.0000000138068215594536,0.571,0.187,0.384
K169-85,Pax6.Nfix.St18.Arx.HY1,Ndufa4,1.40351373247903,0.0000000157022784113583,0.52,0.14,0.38
K240-93,Pax6.Nfix.St18.Arx.HY1,Ndufa4,1.40351373247903,0.0000000157022784113583,0.52,0.14,0.38
K329-82,Pax6.Nfix.St18.Arx.HY1,Ndufa4,1.40351373247903,0.0000000157022784113583,0.52,0.14,0.38
K169-85,Pax6.Nfix.St18.Arx.HY1,Fkbp2,1.25709654639966,0.0000000189976507913952,0.575,0.196,0.379
K240-93,Pax6.Nfix.St18.Arx.HY1,Fkbp2,1.25709654639966,0.0000000189976507913952,0.575,0.196,0.379
K329-82,Pax6.Nfix.St18.Arx.HY1,Fkbp2,1.25709654639966,0.0000000189976507913952,0.575,0.196,0.379
K169-85,Pax6.Nfix.St18.Arx.HY1,Gm1673,1.10586719860474,0.0000000208949063729688,0.571,0.187,0.384
K240-93,Pax6.Nfix.St18.Arx.HY1,Gm1673,1.10586719860474,0.0000000208949063729688,0.571,0.187,0.384
K329-82,Pax6.Nfix.St18.Arx.HY1,Gm1673,1.10586719860474,0.0000000208949063729688,0.571,0.187,0.384
K169-85,Pax6.Nfix.St18.Arx.HY1,Cd81,1.11191399068139,0.0000000212702233264473,0.647,0.308,0.339
K240-93,Pax6.Nfix.St18.Arx.HY1,Cd81,1.11191399068139,0.0000000212702233264473,0.647,0.308,0.339
K329-82,Pax6.Nfix.St18.Arx.HY1,Cd81,1.11191399068139,0.0000000212702233264473,0.647,0.308,0.339
K169-85,Pax6.Nfix.St18.Arx.HY1,Slc22a17,0.887796918093281,0.0000000247780330203088,0.81,0.542,0.268
K240-93,Pax6.Nfix.St18.Arx.HY1,Slc22a17,0.887796918093281,0.0000000247780330203088,0.81,0.542,0.268
K329-82,Pax6.Nfix.St18.Arx.HY1,Slc22a17,0.887796918093281,0.0000000247780330203088,0.81,0.542,0.268
K169-85,Pax6.Nfix.St18.Arx.HY1,Sec62,1.42056246712138,0.0000000467680888644677,0.706,0.477,0.229
K240-93,Pax6.Nfix.St18.Arx.HY1,Sec62,1.42056246712138,0.0000000467680888644677,0.706,0.477,0.229
K329-82,Pax6.Nfix.St18.Arx.HY1,Sec62,1.42056246712138,0.0000000467680888644677,0.706,0.477,0.229
K169-85,Pax6.Nfix.St18.Arx.HY1,Nenf,1.2545880803119,0.0000000628919057002169,0.524,0.159,0.365
K240-93,Pax6.Nfix.St18.Arx.HY1,Nenf,1.2545880803119,0.0000000628919057002169,0.524,0.159,0.365
K329-82,Pax6.Nfix.St18.Arx.HY1,Nenf,1.2545880803119,0.0000000628919057002169,0.524,0.159,0.365
K169-85,Pax6.Nfix.St18.Arx.HY1,Rtl8a,1.17281512646477,0.0000000752165374438457,0.452,0.075,0.377
K240-93,Pax6.Nfix.St18.Arx.HY1,Rtl8a,1.17281512646477,0.0000000752165374438457,0.452,0.075,0.377
K329-82,Pax6.Nfix.St18.Arx.HY1,Rtl8a,1.17281512646477,0.0000000752165374438457,0.452,0.075,0.377
K169-85,Pax6.Nfix.St18.Arx.HY1,Tmsb10,1.24292825797907,0.000000101843607985752,0.607,0.271,0.336
K240-93,Pax6.Nfix.St18.Arx.HY1,Tmsb10,1.24292825797907,0.000000101843607985752,0.607,0.271,0.336
K329-82,Pax6.Nfix.St18.Arx.HY1,Tmsb10,1.24292825797907,0.000000101843607985752,0.607,0.271,0.336
K169-85,Pax6.Nfix.St18.Arx.HY1,Pgrmc1,1.19691291636466,0.000000103195915808499,0.611,0.28,0.331
K240-93,Pax6.Nfix.St18.Arx.HY1,Pgrmc1,1.19691291636466,0.000000103195915808499,0.611,0.28,0.331
K329-82,Pax6.Nfix.St18.Arx.HY1,Pgrmc1,1.19691291636466,0.000000103195915808499,0.611,0.28,0.331
K169-85,Pax6.Nfix.St18.Arx.HY1,Oaz1,0.98107656344256,0.000000132010707908522,0.659,0.28,0.379
K240-93,Pax6.Nfix.St18.Arx.HY1,Oaz1,0.98107656344256,0.000000132010707908522,0.659,0.28,0.379
K329-82,Pax6.Nfix.St18.Arx.HY1,Oaz1,0.98107656344256,0.000000132010707908522,0.659,0.28,0.379
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl38,1.32798391871132,0.000000156741559520881,0.627,0.327,0.3
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl38,1.32798391871132,0.000000156741559520881,0.627,0.327,0.3
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl38,1.32798391871132,0.000000156741559520881,0.627,0.327,0.3
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl8,1.25777825848087,0.000000194367239034643,0.508,0.15,0.358
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl8,1.25777825848087,0.000000194367239034643,0.508,0.15,0.358
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl8,1.25777825848087,0.000000194367239034643,0.508,0.15,0.358
K169-85,Pax6.Nfix.St18.Arx.HY1,Eef1b2,1.06389217812936,0.000000201791355206795,0.437,0.065,0.372
K240-93,Pax6.Nfix.St18.Arx.HY1,Eef1b2,1.06389217812936,0.000000201791355206795,0.437,0.065,0.372
K329-82,Pax6.Nfix.St18.Arx.HY1,Eef1b2,1.06389217812936,0.000000201791355206795,0.437,0.065,0.372
K169-85,Pax6.Nfix.St18.Arx.HY1,Atp6v0b,0.571312561690331,0.000000216738630206837,0.976,0.944,0.032
K240-93,Pax6.Nfix.St18.Arx.HY1,Atp6v0b,0.571312561690331,0.000000216738630206837,0.976,0.944,0.032
K329-82,Pax6.Nfix.St18.Arx.HY1,Atp6v0b,0.571312561690331,0.000000216738630206837,0.976,0.944,0.032
K169-85,Pax6.Nfix.St18.Arx.HY1,Stmn3,1.38088955164162,0.000000221617009242771,0.762,0.626,0.136
K240-93,Pax6.Nfix.St18.Arx.HY1,Stmn3,1.38088955164162,0.000000221617009242771,0.762,0.626,0.136
K329-82,Pax6.Nfix.St18.Arx.HY1,Stmn3,1.38088955164162,0.000000221617009242771,0.762,0.626,0.136
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl11,1.12630480155864,0.000000258848687927973,0.56,0.206,0.354
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl11,1.12630480155864,0.000000258848687927973,0.56,0.206,0.354
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl11,1.12630480155864,0.000000258848687927973,0.56,0.206,0.354
K169-85,Pax6.Nfix.St18.Arx.HY1,Rps24,1.34055990822924,0.000000291592666046686,0.552,0.206,0.346
K240-93,Pax6.Nfix.St18.Arx.HY1,Rps24,1.34055990822924,0.000000291592666046686,0.552,0.206,0.346
K329-82,Pax6.Nfix.St18.Arx.HY1,Rps24,1.34055990822924,0.000000291592666046686,0.552,0.206,0.346
K169-85,Pax6.Nfix.St18.Arx.HY1,Chchd10,1.08965462259005,0.000000454166540079442,0.456,0.084,0.372
K240-93,Pax6.Nfix.St18.Arx.HY1,Chchd10,1.08965462259005,0.000000454166540079442,0.456,0.084,0.372
K329-82,Pax6.Nfix.St18.Arx.HY1,Chchd10,1.08965462259005,0.000000454166540079442,0.456,0.084,0.372
K169-85,Pax6.Nfix.St18.Arx.HY1,Rtn1,1.60969487333119,0.000000492307958737308,0.94,0.953,-0.013
K240-93,Pax6.Nfix.St18.Arx.HY1,Rtn1,1.60969487333119,0.000000492307958737308,0.94,0.953,-0.013
K329-82,Pax6.Nfix.St18.Arx.HY1,Rtn1,1.60969487333119,0.000000492307958737308,0.94,0.953,-0.013
K169-85,Pax6.Nfix.St18.Arx.HY1,Ubb,1.93371966437859,0.00000055040367433204,0.639,0.411,0.228
K240-93,Pax6.Nfix.St18.Arx.HY1,Ubb,1.93371966437859,0.00000055040367433204,0.639,0.411,0.228
K329-82,Pax6.Nfix.St18.Arx.HY1,Ubb,1.93371966437859,0.00000055040367433204,0.639,0.411,0.228
K169-85,Pax6.Nfix.St18.Arx.HY1,Actb,1.43026334472849,0.000000575372224466348,0.611,0.327,0.284
K240-93,Pax6.Nfix.St18.Arx.HY1,Actb,1.43026334472849,0.000000575372224466348,0.611,0.327,0.284
K329-82,Pax6.Nfix.St18.Arx.HY1,Actb,1.43026334472849,0.000000575372224466348,0.611,0.327,0.284
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl19,1.23623128425093,0.000000620388795128677,0.528,0.187,0.341
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl19,1.23623128425093,0.000000620388795128677,0.528,0.187,0.341
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl19,1.23623128425093,0.000000620388795128677,0.528,0.187,0.341
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl39,0.858214861043715,0.000000653909711762573,0.413,0.047,0.366
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl39,0.858214861043715,0.000000653909711762573,0.413,0.047,0.366
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl39,0.858214861043715,0.000000653909711762573,0.413,0.047,0.366
K169-85,Pax6.Nfix.St18.Arx.HY1,Rps27a,1.32789390902342,0.000000731669495944587,0.496,0.14,0.356
K240-93,Pax6.Nfix.St18.Arx.HY1,Rps27a,1.32789390902342,0.000000731669495944587,0.496,0.14,0.356
K329-82,Pax6.Nfix.St18.Arx.HY1,Rps27a,1.32789390902342,0.000000731669495944587,0.496,0.14,0.356
K169-85,Pax6.Nfix.St18.Arx.HY1,Hsp90ab1,1.67307701373747,0.000000741675155034366,0.671,0.439,0.232
K240-93,Pax6.Nfix.St18.Arx.HY1,Hsp90ab1,1.67307701373747,0.000000741675155034366,0.671,0.439,0.232
K329-82,Pax6.Nfix.St18.Arx.HY1,Hsp90ab1,1.67307701373747,0.000000741675155034366,0.671,0.439,0.232
K169-85,Pax6.Nfix.St18.Arx.HY1,Atp5k,1.18540353106947,0.000000779217304238853,0.484,0.14,0.344
K240-93,Pax6.Nfix.St18.Arx.HY1,Atp5k,1.18540353106947,0.000000779217304238853,0.484,0.14,0.344
K329-82,Pax6.Nfix.St18.Arx.HY1,Atp5k,1.18540353106947,0.000000779217304238853,0.484,0.14,0.344
K169-85,Pax6.Nfix.St18.Arx.HY1,mt-Cytb,1.19000209628024,0.000000805179654579815,0.607,0.299,0.308
K240-93,Pax6.Nfix.St18.Arx.HY1,mt-Cytb,1.19000209628024,0.000000805179654579815,0.607,0.299,0.308
K329-82,Pax6.Nfix.St18.Arx.HY1,mt-Cytb,1.19000209628024,0.000000805179654579815,0.607,0.299,0.308
K169-85,Pax6.Nfix.St18.Arx.HY1,Ndufa13,1.25745936546021,0.000000813667646825883,0.512,0.178,0.334
K240-93,Pax6.Nfix.St18.Arx.HY1,Ndufa13,1.25745936546021,0.000000813667646825883,0.512,0.178,0.334
K329-82,Pax6.Nfix.St18.Arx.HY1,Ndufa13,1.25745936546021,0.000000813667646825883,0.512,0.178,0.334
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl36,0.950020566728739,0.000000865199588966204,0.536,0.168,0.368
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl36,0.950020566728739,0.000000865199588966204,0.536,0.168,0.368
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl36,0.950020566728739,0.000000865199588966204,0.536,0.168,0.368
K169-85,Pax6.Nfix.St18.Arx.HY1,mt-Nd4,0.951659559177599,0.000000907165297278253,0.468,0.103,0.365
K240-93,Pax6.Nfix.St18.Arx.HY1,mt-Nd4,0.951659559177599,0.000000907165297278253,0.468,0.103,0.365
K329-82,Pax6.Nfix.St18.Arx.HY1,mt-Nd4,0.951659559177599,0.000000907165297278253,0.468,0.103,0.365
