C185	Affinati10x	Anderson10x	CampbellDropseq	ChenDropseq	Dowsett10xnuc	Flynn10x	Kim10x	KimDev10x	LeeDropseq	Mickelsen10x	Moffit10x	Morris10x	Mousebrainorg10x	RomanovDev10x	RossiDropseq	Rupp10x	Wen10x	wenDropseq	ncells	ncells_pct	Region_summarized
C185-117	7.32623669380088	27.8021289918597	5.76080150281778	0.50093926111459	9.32999373825924	0.375704445835942	28.3030682529743			1.18973074514715	0.375704445835942	0.876643706950532	2.00375704445836		0.313087038196619	14.1515341264872	0.313087038196619	1.37758296806512	1597	0.414886016756511	Arcuate hypothalamic nucleus
C185-118	8.04473304473305	11.8686868686869	23.1962481962482	1.55122655122655	16.017316017316	3.17460317460317	16.955266955267	0.18037518037518	0.685425685425685	0.505050505050505	0.0360750360750361	1.47907647907648	1.04617604617605	0.577200577200577	0.324675324675325	13.6002886002886	0.0721500721500722	0.685425685425685	2772	0.72014028706891	Arcuate hypothalamic nucleus
C185-119	10.8626198083067	18.0511182108626	7.82747603833866	0.319488817891374	12.1405750798722	0.319488817891374	28.7539936102236			0.638977635782748	1.59744408945687	0.479233226837061	4.15335463258786		0.319488817891374	13.7380191693291	0.159744408945687	0.638977635782748	626	0.162629083587712	Arcuate hypothalamic nucleus
C185-12	10.7778510217535	1.87870797626895	0.692155570204351	1.5161502966381	21.4897824653922	0.1318391562294	1.3843111404087		0.3295978905735	0.922874093605801	13.18391562294	7.08635464733026	11.9314436387607	0.560316413974951	3.79037574159525	7.84442979564931	0.560316413974951	15.9195781147001	3034	0.788205494576866	Paraventricular hypothalamic nucleus
C185-120	8.59188544152745	13.126491646778	3.10262529832936	0.715990453460621	16.7064439140811	0.238663484486874	37.4701670644391		0.477326968973747	4.29594272076372		0.238663484486874	1.19331742243437		0.477326968973747	12.1718377088306	0.238663484486874	0.954653937947494	419	0.10885237383906	Arcuate hypothalamic nucleus
C185-121	12.9888942539836	10.0917431192661	1.15886045388701	1.54514727184935	28.92322549493	2.89715113471753	20.6180589087397		0.820859488169966	2.60743602124578	1.49686141960406		4.34572670207629		0.627716079188798	11.3471752776437		0.531144374698213	2071	0.538026888354874	
C185-122	8.57580398162328	13.0168453292496	5.51301684532925	1.99081163859112	15.9264931087289	3.82848392036753	34.7626339969372		0.153139356814701	0.459418070444104	0.153139356814701	0.306278713629403	3.21592649310873		0.153139356814701	11.4854517611026		0.459418070444104	653	0.169643437033188	
C185-123	0.522648083623693	0.348432055749129		3.36817653890825	0.348432055749129	0.0580720092915215	0.290360046457607			0.0580720092915215	70.0929152148664		18.0023228803717		5.4006968641115	1.33565621370499		0.174216027874564	1722	0.447359875300383	Lateral preoptic area
C185-124	0.409416581371546			3.37768679631525	0.102354145342886		0.102354145342886				89.3551688843398		4.60593654042989		1.12589559877175	0.614124872057318		0.307062436028659	977	0.253815678378905	Lateral preoptic area
C185-125	0.359971202303816	1.29589632829374		1.65586753059755	0.0719942404607631		0.359971202303816		0.0719942404607631		79.625629949604		15.8387329013679		0.0719942404607631	0.575953923686105	0.0719942404607631		1389	0.360849516139508	Lateral preoptic area
C185-126	0.152827305145186	0.0509424350483953		1.37544574630667							66.7855323484463		31.3805399898115		0.152827305145186	0.0509424350483953		0.0509424350483953	1963	0.509969474572969	Lateral preoptic area
C185-127	7.51329787234043	15.7579787234043	14.4281914893617	2.99202127659575	9.57446808510638	0.465425531914894	12.1675531914894	0.265957446808511	0.465425531914894	0.0664893617021277	7.97872340425532	6.25	4.45478723404255	0.398936170212766		8.71010638297872	2.85904255319149	5.65159574468085	1504	0.39072546599987	Arcuate hypothalamic nucleus
C185-128	8.31334932054357	23.9008792965628	21.3429256594724	2.79776179056755	9.99200639488409	0.159872102318145	15.1079136690647	0.479616306954436	1.03916866506795		0.239808153477218	1.43884892086331	1.03916866506795	0.559552358113509		12.3900879296563		1.19904076738609	1251	0.324998376307073	Arcuate hypothalamic nucleus
C185-129	9.62962962962963	4.74074074074074	22	2.88888888888889	12.8888888888889	0.0740740740740741	3.7037037037037	0.222222222222222	0.222222222222222		1.92592592592593	12.6666666666667	3.11111111111111	0.296296296296296	0.0740740740740741	13.1851851851852		12.3703703703704	1350	0.35071767227382	Arcuate hypothalamic nucleus
C185-13	15.0609080841639	0.553709856035438		0.332225913621262	13.6212624584718	0.332225913621262	1.21816168327796	0.110741971207087		3.98671096345515	13.2890365448505	0.553709856035438	16.9435215946844	0.332225913621262	16.8327796234773	14.0642303433001	0.110741971207087	2.6578073089701	903	0.234591154120933	Lateral hypothalamic area
C185-130	1.76211453744493			4.84581497797357	0.440528634361234					0.440528634361234	17.1806167400881		67.84140969163		6.6079295154185	0.440528634361234		0.440528634361234	227	0.0589725271156719	
C185-131	5.04898266767144	0.52750565184627	67.5960813865863	8.89223813112283	7.61115297663904			0.226073850791259	1.88394875659382			0.52750565184627	0.452147701582517	4.06932931424265		3.16503391107762			1327	0.344742482301747	
C185-132	15.1721528566023	4.16193719258418	34.733257661748	7.22663639803254	6.9996216420734	1.55126749905411	1.66477487703367	6.69693530079455	1.51343170639425		0.0378357926598562	0.870223231176693	0.378357926598562	0.378357926598562		17.7449867574726	0.378357926598562	0.491865304578131	2643	0.686627265051634	
C185-133	6.72174239579422	0.826135936913256	42.9590687194893	7.66053323319565	7.73563650018776	10.0638377769433	0.0375516334960571	4.16823131806234	1.72737514081863			6.87194892977845	0.413067968456628	0.225309800976342		10.5895606458881			2663	0.691823082418653	
C185-134	10.1407549584133	4.28662827895074	52.9110684580934	6.01407549584133	4.67050543825976	0.351887396033269	1.18362124120282	3.13499680102367	1.50351887396033			0.191938579654511	0.319897632757518	1.43953934740883		13.4357005758157		0.415866922584773	3126	0.812106254465155	
C185-135	10.4161876293401	0.919751667049896	10.2322372959301	10.6001379627501	0.114968958381237	0.0919751667049897	0.390894458496206	6.99011266957921	1.7935157507473	0.0229937916762474		15.1988962979995	0.597838583582433	0.229937916762474		6.02437341917682	2.04644745918602	34.3297309726374	4349	1.1298304864584	
C185-136	4.54545454545455											95.4545454545454							44	0.011430798207443	
C185-137		6.38297872340426	4.25531914893617	2.12765957446809	8.51063829787234		2.12765957446809	42.5531914893617	2.12765957446809	2.12765957446809	4.25531914893617	2.12765957446809				2.12765957446809	12.7659574468085	8.51063829787234	47	0.0122101708124959	
C185-138				70.9090909090909		1.81818181818182		1.81818181818182	1.81818181818182		1.81818181818182		21.8181818181818						55	0.0142884977593038	
C185-139	12.2180664173184	39.1136801541426	0.0680040802448147	0.974725150175677	1.19007140428426	1.98345234047376	11.0279950130341	2.00612036722203	0.702708829196418	6.09769919528505	0.657372775699875	0.340020401224073	0.748044882692962	0.793380936189505	0.204012240734444	17.2843703955571	3.91023461407685	0.680040802448147	8823	2.29213483146067	
C185-14	10.8165429480382	18.4517497348887	0.742311770943796	1.16648992576882	12.9374337221633	0.530222693531283	6.99893955461294	4.13573700954401		8.58960763520679	1.27253446447508	0.31813361611877	5.72640509013786		8.58960763520679	18.1336161187699		1.59066808059385	943	0.244982788854972	Lateral hypothalamic area
C185-140	0.842414082145851	51.9237217099749	0.0754400670578374	0.561609388097234	1.92372170997485	1.06035205364627	14.6269907795474	1.19865884325231	0.0502933780385583	0.322715842414082	1.22380553227158	0.645431684828164	0.653813914501257		0.0167644593461861	5.92204526404024	18.8432523051132	0.10896898575021	23860	6.19861011885432	
C185-141	1.68485999050783	23.5524442335074	0.0711912672045562	1.62553393450403	10.109159943047	4.92406264831514	20.5505457997152	4.48504983388704	0.344091124822022	4.59183673469388	0.688182249644044	0.0593260560037969	3.66635026103465	0.0593260560037969	0.581395348837209	19.1741813004272	3.33412434741338	0.498338870431894	8428	2.18951743846204	
C185-142	1.4171511627907	89.2441860465116	0.0726744186046512	0.726744186046512	0.109011627906977	0.218023255813953	2.43459302325581	0.726744186046512	0.109011627906977	1.09011627906977	0.799418604651163	1.23546511627907	0.399709302325581		0.0363372093023256	0.399709302325581	0.32703488372093	0.654069767441861	2752	0.71494446970189	
C185-143	0.930232558139535	8.6046511627907	0.232558139534884	16.2790697674419	0.465116279069768	0.465116279069768	3.25581395348837		0.232558139534884	0.232558139534884	51.6279069767442	2.09302325581395	13.0232558139535			1.3953488372093	1.16279069767442		430	0.11171007339092	
C185-144	0.667913438418381	31.5255142933476	2.83195297889394	3.17926796687149	0.106866150146941	2.3510553032327	12.7705049425594	2.32433876569597	1.76329147742453	3.92733101790008	0.320598450440823	21.186214266631	8.95004007480631	0.160299225220411	0.480897675661234	0.748063051028587	1.73657493988779	4.96927598183276	3743	0.972397220237709	
C185-145	12.7329192546584	11.0248447204969	1.5527950310559	9.00621118012422	4.50310559006211	14.9068322981366	5.59006211180124	2.79503105590062	2.63975155279503	4.81366459627329	0.15527950310559	9.3167701863354	6.67701863354037	0.62111801242236		6.52173913043478	2.79503105590062	4.34782608695652	644	0.167305319218029	
C185-146	6.81265206812652	2.4330900243309	4.37956204379562	15.8150851581509		0.48661800486618	0.72992700729927	0.24330900243309		1.70316301703163	9.48905109489051	3.89294403892944	22.1411192214112		2.67639902676399	24.5742092457421	0.72992700729927	3.89294403892944	411	0.106774046892252	
C185-147	0.958466453674122	1.08626198083067			0.0638977635782748	0.191693290734824	0.0638977635782748	0.255591054313099		0.0638977635782748	0.0638977635782748	96.5495207667732	0.0638977635782748			0.383386581469649	0.255591054313099		1565	0.40657270896928	
C185-148	12.2868443234131	19.5098229916359	0.816961680606886	3.68281138559295	5.44641120404591	3.59852168838747	14.3486999935162	2.48978797899241	1.07631459508526	2.93717175646761	3.63094080269727	0.0129676457239188	2.71672177916099	0.129676457239188	10.1731180704143	7.46288011411528	1.23841016663425	8.44193736627115	15423	4.00675456257713	
C185-149	2.07607095824618	16.7170191339376	0.813386009760632	11.3176853358122	0.619722674103339	1.37113641645364	16.0043380587187	2.30072042760865	0.642962274382214	0.511271206135255	21.3107134557286		1.44860175071655		4.52397552095437	5.29088233015725	12.2240297466884	2.82748470059648	12909	3.35364031954277	
C185-15	10.6194690265487	2.65486725663717		0.88495575221239	7.07964601769912		7.07964601769912	0.88495575221239		1.76991150442478	23.8938053097345		29.2035398230089		9.73451327433628	6.19469026548673			113	0.0293563681236605	Paraventricular hypothalamic nucleus
C185-150	2.64163482306031	4.76823392590131	0.581491942183087	10.8323641800964	3.43910948662569	6.74530652932381	11.1314171789334	3.58863598604419	1.56172121614886	3.35603920917096	10.1511879049676	0.415351387273634	11.9122777870078	0.365509220800797	14.1884033892673	2.25951154676857	4.13689981724539	7.92490446918093	6019	1.56368123660453	
C185-151	14.3968871595331	29.9610894941634	1.16731517509728	6.6147859922179		2.72373540856031	13.6186770428016	1.16731517509728	0.389105058365759	2.33463035019455	5.05836575875486		7.00389105058366	1.16731517509728	1.94552529182879	8.56031128404669	0.389105058365759	3.50194552529183	257	0.0667662531662012	
C185-152	1.49166989538938	4.43626501356064	3.08020147229756	3.79697791553661	3.09957380860132	4.28128632313057	9.70554048818287	2.57652072839985	0.833010461061604	8.38822161952732	13.8899651297947		21.5614103060829	6.8190623789229	2.15032932971716	0.98798915149167	3.42890352576521	9.47307245253778	5162	1.34104046242775	
C185-153	0.551724137931035	2.66666666666667	4.22988505747126	1.88505747126437	3.03448275862069	3.35632183908046	7.86206896551724	1.05747126436782	0.413793103448276	3.86206896551724	5.60919540229885	0.919540229885057	45.1494252873563	7.17241379310345	0.413793103448276	1.14942528735632	2.3448275862069	8.32183908045977	2175	0.565045138663376	
C185-154		0.911528150134048	0.160857908847185	2.84182305630027			0.911528150134048		0.0536193029490617		90.402144772118	0.0536193029490617	0.697050938337802		0.375335120643432	0.268096514745308	3.27077747989276	0.0536193029490617	1865	0.484509969474573	
C185-155	0.988372093023256	8.72093023255814	3.02325581395349	2.73255813953488	1.68604651162791	0.232558139534884	10.2325581395349	1.51162790697674	0.930232558139535	1.86046511627907	3.6046511627907	7.09302325581395	39.7674418604651	5.34883720930233	0.406976744186047	1.80232558139535	2.5	7.55813953488372	1720	0.446840293563681	
C185-156	1.93798449612403	13.2751937984496	4.65116279069768	4.2312661498708	2.71317829457364	1.38888888888889	9.81912144702842	2.87467700258398	0.742894056847545	3.68217054263566	7.55813953488372	18.3139534883721	12.8552971576227	3.00387596899225	0.775193798449612	1.00129198966408	4.0374677002584	7.13824289405685	3096	0.804312528414626	
C185-157	1.04166666666667	6.25	55.2083333333333	2.08333333333333		1.04166666666667	7.29166666666667	1.04166666666667		1.04166666666667	7.29166666666667	1.04166666666667	13.5416666666667			2.08333333333333		1.04166666666667	96	0.0249399233616938	
C185-158	1.18733509234828	31.7238346525946	2.74406332453826	7.98592788038698	0.430958663148637	0.615655233069481	15.8223394898857	3.896218117854	0.184696569920844	0.360598065083553	9.39313984168865	6.83377308707124	1.13456464379947		0.351802990325418	1.45118733509235	15.0923482849604	0.79155672823219	11370	2.95382217315061	
C185-159	3.22821700792109	18.5622477955463	3.03392616948139	6.12763413540577	9.13166940666567	4.67792557166343	22.3733373187864	3.34778060080705	1.41981766552085	4.81243461366014	3.70647137946495	1.74861754595726	1.5991630548498	0.269018083993424	2.94425347481692	5.66432521297265	0.538036167986848	6.81512479450008	6691	1.73826070013639	
C185-16	12.1913580246914		1.23456790123457	10.3395061728395	3.24074074074074	0.462962962962963	0.154320987654321		1.85185185185185	0.154320987654321	18.5185185185185	5.24691358024691	16.358024691358	3.7037037037037		14.6604938271605	1.54320987654321	10.3395061728395	648	0.168344482691433	(Anterior/Preoptic)Periventricular region
C185-160	1.00250626566416	14.0350877192982	3.59231411862991	4.01002506265664	1.16959064327485	2.58980785296575	11.0275689223058	1.92147034252297	0.918964076858814	2.08855472013367	5.51378446115288	36.8421052631579	5.76441102756892	1.2531328320802	0.584795321637427	0.918964076858814	3.59231411862991	3.17460317460317	1197	0.31096966941612	
C185-161	14.812744550028	35.830072666294	1.39742873113471	3.24203465623253	3.01844605925098	0.111794298490777	10.8999441028508	0.950251537171604	0.223588596981554		8.16098378982672	0.950251537171604	1.78870877585243	0.223588596981554	1.28563443264394	3.74510899944103	10.8999441028508	2.45947456679709	1789	0.464765863479899	
C185-162	8.62068965517242	34.4827586206897		5.17241379310345		3.44827586206897	16.3793103448276	0.862068965517241		1.72413793103448	3.44827586206897	1.72413793103448	9.48275862068965		1.72413793103448	10.3448275862069	1.72413793103448	0.862068965517241	116	0.0301357407287134	
C185-163	13.12422616591	45.4808089145687	1.40321914981428	2.35245563351217	0.206355757325629	4.20965744944284	4.6223689640941	3.5080478745357	0.453982666116385	8.87329756500206	0.0412711514651259	0.536524969046636	1.93974411886092	0.0412711514651259	0.536524969046636	9.45109368551383	2.06355757325629	1.15559224102352	2423	0.629473274014418	
C185-164	0.358790363915941	24.4319152571331	4.15171706817017	1.12762685802153	4.32256962241586	1.81103707500427	14.932513241073	6.83410216982744	0.307534597642235	1.05928583632325	0.683410216982744	0.170852554245686	5.41602596958825		2.27233897146762	0.273364086793098	31.1464206389886	0.700495472407313	5853	1.52055595245827	
C185-165	16.4415736934821	11.0980622431004	11.1567821491486	0.939518496770405	0.880798590722255	2.05519671168526	6.34174985320024	10.6870229007634	0.763358778625954	0.645918966529654	0.411039342337052	30.5930710510863	1.17439812096301	0.117439812096301	0.234879624192601	0.704638872577804	5.16735173223723	0.587199060481503	1703	0.442423848801715	
C185-166	0.258175559380379	1.37693631669535	0.688468158347677	30.4647160068847		0.774526678141136	0.946643717728055	0.516351118760757	0.774526678141136	0.516351118760757	54.3889845094664	2.06540447504303	0.774526678141136		0.430292598967298	0.0860585197934596	0.344234079173838	5.59380378657487	1162	0.301876989023836	
C185-167	6.25	3.78289473684211	0.986842105263158	1.15131578947368		0.657894736842105	2.96052631578947	4.93421052631579	0.164473684210526	0.164473684210526	0.822368421052632	55.2631578947369	0.328947368421053	4.27631578947368	0.328947368421053	14.8026315789474	2.96052631578947	0.164473684210526	608	0.157952847957394	
C185-168	1.47475893363585	83.1537152580828	0.567214974475326	0.510493477027794		0.113442994895065	3.51673284174702	0.283607487237663	0.170164492342598	1.24787294384572	0.113442994895065	1.87180941576858	0.623936471922859				5.95575723199092	0.397050482132728	1763	0.458011300902773	
C185-169	67.4698795180723	18.6746987951807	2.40963855421687			6.02409638554217	1.20481927710843	0.602409638554217				0.602409638554217	0.602409638554217				1.80722891566265	0.602409638554217	166	0.0431252841462623	
C185-17	3.95778364116095	0.131926121372032	0.263852242744063	8.44327176781003	2.37467018469657	0.263852242744063	0.131926121372032	0.131926121372032		3.03430079155673	40.8970976253298	0.395778364116095	19.1292875989446	0.263852242744063	14.5118733509235	4.74934036939314	0.263852242744063	1.05540897097625	758	0.196921478210041	Lateral hypothalamic area
C185-170	3.72168284789644	20.2265372168285	5.01618122977346	12.4595469255663	3.72168284789644	8.25242718446602	17.4757281553398	10.3559870550162	1.29449838187702	4.20711974110032	0.647249190938512	3.23624595469256			0.647249190938512	0.809061488673139	7.60517799352751	0.323624595469256	618	0.160550756640904	
C185-171	5.10204081632653	22.4489795918367	5.10204081632653	5.10204081632653	2.04081632653061	5.10204081632653	3.06122448979592	17.3469387755102	1.02040816326531	2.04081632653061		3.06122448979592	1.02040816326531			1.02040816326531	26.530612244898		98	0.0254595050983958	
C185-172		0.595238095238095					0.595238095238095					0.595238095238095		97.6190476190476				0.595238095238095	168	0.0436448658829642	
C185-173	7.75510204081633		60.6122448979592	5.30612244897959	11.6326530612245			0.816326530612245				5.10204081632653	0.408163265306122	3.87755102040816		4.48979591836735			490	0.127297525491979	
C185-174	9.32203389830508		52.5423728813559	5.50847457627119	8.05084745762712						0.423728813559322	13.5593220338983	0.847457627118644	3.38983050847458		5.93220338983051	0.423728813559322		236	0.0613106449308307	
C185-175	5.13347022587269	34.2402464065708	0.616016427104723	3.54209445585216	1.28336755646817	5.59548254620123	3.49075975359343	9.5482546201232	0.0513347022587269	0.462012320328542	0.205338809034908	17.7618069815195	0.616016427104723		0.308008213552361	4.92813141683778	11.7043121149897	0.513347022587269	1948	0.506072611547704	
C185-176	0.493421052631579	34.8135964912281	1.37061403508772	3.56359649122807		1.97368421052632	10.6359649122807	12.5548245614035	1.04166666666667		16.1184210526316	0.109649122807018	0.603070175438596		2.08333333333333	0.43859649122807	13.5964912280702	0.603070175438596	1824	0.473858543872183	
C185-177	0.643245917862444	34.8012535048656	2.01220517895431	5.97064159656936	0.148441365660564	3.21622958931222	13.3597229094508	11.4464786409368	1.10506349991753	3.61207323107373	4.5357083951839	0.181428335807356	3.01830776843147	0.214415305954148	0.791687283523008	0.395843641761504	11.7598548573314	2.78739897740393	6063	1.57511203481198	
C185-178	0.821652972450459	2.46495891735138	1.93330111164814	12.4214596423393		0.579990333494442	19.8646689221846	21.8946350894152	4.2049299178347	6.04156597390043	0.628322861285645	0.0483325277912035	8.89318511358144	1.69163847269212	3.04494925084582	0.338327694538424	3.62493958434026	11.5031416143064	2069	0.537507306618172	
C185-179	0.270709258256632	28.1537628586898	2.81537628586898	3.30265295073092	0.0541418516513265	6.11802923659989	16.4591229020033	12.5609095831077	1.08283703302653	4.11478072550081	2.54466702761234		1.94910665944775	1.19112073632918	1.62425554953979	0.108283703302653	13.6437466161343	4.00649702219816	1847	0.479833733844255	
C185-18	3.6254839845125	0.281590989088349	0.38718760999648	2.42872228088701	2.63991552270327	1.54875043998592	0.38718760999648		0.175994368180218	3.27349524815206	23.2312565997888	0.0703977472720873	27.6663146779303	0.281590989088349	28.2646955297431	4.18866596268919		1.54875043998592	2841	0.738065856985127	Lateral hypothalamic area
C185-180	0.392156862745098	11.3725490196078	3.52941176470588	2.35294117647059		12.156862745098	16.4705882352941	5.09803921568627	0.392156862745098	0.784313725490196	1.96078431372549	5.09803921568627	32.156862745098	1.56862745098039		0.392156862745098	3.13725490196078	3.13725490196078	255	0.0662466714294992	
C185-181		2.63157894736842	57.8947368421053	39.4736842105263															38	0.00987205299733714	
C185-182	4.11764705882353	3.52941176470588	60.2941176470588	11.1764705882353	4.11764705882353	0.294117647058824	0.294117647058824	0.588235294117647	0.588235294117647	1.17647058823529		7.94117647058824	0.294117647058824			5.58823529411765			340	0.0883288952393323	
C185-183	11.0679611650485	33.495145631068	3.98058252427184	5.14563106796117	7.96116504854369	3.68932038834951	0.58252427184466	3.49514563106796	0.970873786407767	7.76699029126214	0.679611650485437	7.86407766990291	2.33009708737864		1.35922330097087	4.85436893203884	3.30097087378641	1.45631067961165	1030	0.267584594401507	
C185-184	22.962962962963		3.7037037037037	8.88888888888889	28.8888888888889	5.18518518518519	1.48148148148148	0.740740740740741	12.5925925925926	4.44444444444444	0.740740740740741	2.22222222222222	5.18518518518519	1.48148148148148	0.740740740740741			0.740740740740741	135	0.035071767227382	
C185-185	6.4638783269962											1.14068441064639				92.3954372623574			263	0.0683249983763071	
C185-19	5.03246753246753	0.324675324675325	0.446428571428571	1.33928571428571	38.1087662337662	37.9058441558442	0.243506493506494	0.243506493506494	0.568181818181818	1.8262987012987			2.51623376623377	0.243506493506494	1.25811688311688	9.9025974025974		0.0405844155844156	2464	0.640124699616809	(Pre)Mammillary region
C185-2	13.8276553106212	5.21042084168337	0.601202404809619	1.00200400801603	24.0480961923848	5.41082164328657	10.0200400801603	0.200400801603206		11.623246492986	1.80360721442886	0.200400801603206	5.01002004008016	0.200400801603206	1.00200400801603	19.438877755511		0.400801603206413	499	0.129635643307138	Lateral hypothalamic area
C185-20	5.40827147401909	0.106044538706257	0.95440084835631	4.13573700954401	36.5853658536585	32.3435843054083		0.212089077412513	0.106044538706257	0.530222693531283	1.06044538706257	0.106044538706257	3.07529162248144	0.63626723223754	0.424178154825027	14.2099681866384		0.106044538706257	943	0.244982788854972	(Pre)Mammillary region
