gene	pearson	spearman	marker_gene	G-protein coupled receptors	growth factors	ion channels	ligand-dependent nuclear receptors	neuropeptide/hormones	transcription regulators	translation regulators	transmembrane receptors
Lag3	0.655901049076573	0.138599882263462	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
C5ar1	0.986715265663656	0.0466299840411119	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Vasp	0.479041552242215	0.362783318708698	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Relb	0.818196314616833	0.599340226500856	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Plaur	0.360912122626429	0.0785129800379071	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Nfkbib	0.375465999738549	0.259915388683236	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Tyrobp	0.993049913422636	-0.150301736875952	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Nfkbid	0.596368969936637	0.520947077065387	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Cd33	0.999377140622883	-0.0738531781752231	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ppp1r15a	0.119242942216037	0.141000712647994	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Siglech	0.999700282891881	-0.0173175289379895	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cyfip1	0.758490543416502	0.271414015039146	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Picalm	0.716148497846911	0.380080225974127	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Swap70	0.896550750331669	0.535728447232181	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Igsf6	0.693242612205799	-0.0425541403901266	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Ctsd	0.351070767445936	0.239226889889206	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tnfaip3	0.688062445040621	0.226862432956095	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Prdm1	0.687355202653202	0.243090772932121	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm46224	0.986496959433706	0.0252837542211221	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Srgn	0.72540161279072	0.0361950824784716	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ddx21	-0.22115537284204	-0.0219331622189834	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Icosl	0.822829661233553	0.234028686375106	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gadd45b	0.504706510824257	0.158929438273405	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Txnrd1	0.532150221265422	0.446227960428732	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btg1	0.68435822413298	0.719325173156544	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Rap1b	0.71861774275706	0.345693980472327	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Dyrk2	0.468727878127309	0.288389730499158	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Stat6	0.777892522397195	0.485618597264693	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Nab2	0.673516539953939	0.721689753203284	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Rab20	0.335351159445837	0.143480888296779	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sap30	0.403833890001776	0.160018302358848	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Lrrc25	0.992381922711256	0.225820682491157	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gdf15	0.00165130628159168	-0.0371667129522645	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Plau	0.597432333900392	0.129580665174544	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Eaf1	0.167803051081177	0.096651817743702	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gch1	0.916457659269762	0.652490471557139	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gpr183	0.994580196229109	0.141399327701215	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Casp4	0.868406880765269	0.302840500167316	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Birc3	0.693670192897656	0.432753164428672	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Icam1	0.898225363341123	0.0662459244217995	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Plekho2	0.867705745389655	0.308968301272043	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rab8b	0.489947613288374	0.441397634494589	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bcl2a1d	-0.0248067605350103	-0.074684539164594	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bcl2a1a	0.991765972892995	0.0557961300785928	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bcl2a1b	0.991280781527081	-0.0648048998214591	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccrl2	0.174683235298025	0.241291078287554	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmtm6	0.774848800566402	0.148863578337618	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tcn2	0.853214886041467	0.589912221984597	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Osm	0.970575960669357	0.0982916942630833	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Snhg15	0.0687398590621302	0.106272108462505	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Plek	0.886241293625157	0.581542514515135	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rel	0.691988766066727	0.345070649622489	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Lcp2	0.964213957620996	0.775604052214837	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il12b	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Havcr2	0.998342678365695	0.129676870715203	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
G3bp1	0.547654721511538	0.330990184571333	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nlrp3	0.993526172318045	-0.00458776582213841	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Map2k3	0.422124857040043	0.372818614489688	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pmp22	0.854717841382812	0.680468961200512	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kdm6b	0.346504727911141	0.197927280700623	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cd68	0.795302789265942	0.174312532814462	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cxcl16	0.651954799233974	0.190893815501313	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mir22hg	0.550724815979333	0.416530833684542	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccl2	-0.00725814539511777	0.0555917936055639	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccl7	0.936363784161868	0.169003789033213	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccl12	0.970250762633623	0.0957981263915117	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slfn2	0.953230549575481	0.104946684234043	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccl9	0.740401470263552	0.026610239474106	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccl6	0.996281893378994	0.0880827492280292	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccl3	0.72314945512573	0.0253368001002347	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccl4	0.411780804376084	-0.137096725792326	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Arl5c	0.74929830765676	0.295897040676409	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccr7	0	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cd300a	0.988255803245896	0.314780107565581	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Syngr2	0.646778464725968	0.4588405998767	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cd83	0.840077673499803	0.880382173558655	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Ninj1	0.28525101883123	0.333030226820889	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pik3r1	0.858327222758237	0.854877403877159	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ifrd1	0.63474852830676	0.408249603384453	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nfkbia	0.483558047875337	0.40509990374855	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Batf	0.533042324079934	0.25256495115198	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Tnfaip2	0.591363211580042	0.20444428874843	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ankrd33b	0.75314696439843	0.518773206079133	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sla	0.997268665750765	0.274685136659965	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Maff	0.139904604511522	0.248622436287156	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Tuba1c	0.779045438290335	0.0564013971168137	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc11a2	0.686351568527072	0.677909481368743	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gpr84	0.954003859146838	0.00844962407113075	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itga5	0.543307974841609	0.168657924677405	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Zfp263	0.247671958111971	0.190755955682243	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Nrros	0.963651335535623	0.137768257042785	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cd86	0.997016322246728	0.11975257122909	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Hcls1	0.970873969857499	0.142216973898391	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Upk1b	0.873205913063676	-0.0046340509853538	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nfkbiz	0.538741708862987	0.452652895622196	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Bach1	0.569819815646402	0.494434484270808	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Rcan1	0.658030059728822	0.619784344326785	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Rnaset2b	0.158256710447639	0.169422928392838	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pim1	0.514911313372781	0.590653843339821	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
H2-K2	0.596538366373928	0.388792026193312	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
H2-Oa	0.978867832492347	0.100785483360679	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
H2-DMa	0.107631535171426	0.36982626304317	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Aif1	0.970650617111452	0.0771410504362443	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tnf	0.918957187018317	0.175862389613895	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nfkbie	0.593012716294482	0.183943815446788	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Trem2	0.996172698766065	-0.244134923641707	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Ebi3	0.563435760292066	0.557738852331097	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tgif1	0.83353461847354	0.334595770312571	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Map3k8	0.833344022435355	0.286045230422686	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cd14	0.983845153541444	0.0632670287460364	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Smim3	0.958276982281754	0.496663771133414	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Cd74	0.859056763880679	0.108426316263463	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Csf1r	0.998833685523066	-0.110017413647477	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tubb6	0.0844782775923266	0.0904369956647694	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ehd1	0.597818594874604	0.352179051249396	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc15a3	0.97866325613014	0.199464380222013	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccdc86	-0.341040345936466	-0.321317152683139	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cd274	0.517965497476151	0.496764152350402	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Entpd1	0.982323060627762	0.42705141756742	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nfkb2	-0.211150257265363	-0.021363662779678	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Atp6v1h	0.671896117519199	0.375340186506043	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rb1cc1	0.576029689258721	0.403638544582167	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sntg1	0.620302891774756	0.727831448065935	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm37629	0.567008244918834	0.539470672996492	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Arfgef1	0.618590325075355	0.517554268615135	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Stau2	0.920850811763347	0.787330229198643	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fam135a	0.377090962802894	0.282067818034077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Khdrbs2	0.784877124968664	0.807070720099057	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm37999	0.530521267851072	0.62142673375667	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Dst	0.636220648194712	0.538075092543628	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Uggt1	0.574269518443342	0.52644748552192	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kansl3	0.566492804947128	0.508074189678967	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tmem131	0.532801218457956	0.506919812720073	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mgat4a	0.77683520542376	0.7503514723143	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rev1	0.669078443928411	0.572764442610053	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Aff3	0.702717940327768	0.764958532715946	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Pou3f3	0.880032771286722	0.712535086337148	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Mrps9	0.408927645779607	0.371477215565387	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gpr45	0.713128355320739	0.599050702299725	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tgfbrap1	0.289440389445424	0.167313719673421	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tpp2	0.57898398556022	0.432672092453341	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Wdr75	0.457580503316111	0.31905302395171	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gls	0.858166362433843	0.724232887490165	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mfsd6	0.796367651704229	0.706420657543434	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inpp1	0.591204323891741	0.482419935251706	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700019D03Rik	0.801234382180945	0.805751939168755	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Hecw2	0.64060569690351	0.747139853735925	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tyw5	0.307098747801103	0.223962028091989	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fam126b	0.770510434012861	0.700868039880822	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Trak2	0.622930092728543	0.587506932710787	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Stradb	0.448279846707135	0.433297648682463	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ino80d	0.13040427224208	0.149636919425778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ino80dos	0.320882601955547	0.348654648874208	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ndufs1	0.638877120803704	0.574499232565039	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Adam23	0.839120346579993	0.785576092143788	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fastkd2	0.392927753499116	0.309218248184597	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Creb1	-0.0434576806806481	-0.0166256078213876	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Unc80	0.887722388326406	0.741174497942758	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnot9	0.302504395917055	0.27252324876501	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ttll4	0.275371183484287	0.172576130837987	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Zfand2b	0.371888919766711	0.317447214662522	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc4a3	0.861249433522584	0.789845352181708	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Epha4	0.87146147742353	0.890869458668146	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sgpp2	0.815045020904797	0.888438148291182	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Dis3l2	0.200330492897652	0.197959525867073	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gigyf2	0.565938448895918	0.385374882305142	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Agap1	0.72339401269771	0.75462073235222	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lrrfip1	0.870375723509808	0.708497246262785	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ppip5k2	0.757229202401184	0.736428009441385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Relch	0.414013240894351	0.180147295920342	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Clasp1	0.683722027083319	0.521552669254879	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ptpn4	0.481608041376326	0.364596097045053	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccdc93	0.518409517478266	0.385039532574067	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Dstyk	-0.0655641586204455	-0.0125691658820343	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lrrn2	0.786553601795894	0.635139492590061	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nav1	0.856581566677332	0.6494950406934	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tnnt2	0.83498072116563	0.544963906123602	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Dennd1b	0.425353378723307	0.370071326308186	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cdc73	0.183133437480998	0.0810707974874566	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Trmt1l	0.252500937094161	0.155479743586436	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Xpr1	0.809756629201542	0.701564535476132	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Acbd6	0.651556136448574	0.368955643549032	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Abl2	0.30479549507339	0.250544943312997	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fam20b	0.634080473672614	0.560046948962351	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Astn1	0.721797941970861	0.505920212560137	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cop1	0.123082107987536	0.0527337452115928	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Suco	0.540512548139826	0.421818369426423	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kifap3	0.847751411681732	0.665114599321562	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc19a2	0.417517305033492	0.418597458686156	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pou2f1	0.435916378543503	0.416672040861075	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Pbx1	0.757642263398244	0.766241890340638	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Nos1ap	0.848614490041504	0.84977621854484	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Atf6	0.215335967104478	0.226438456875314	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Usp21	0.15828096854903	0.0697269479305052	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Vsig8	0.780992689138548	0.717676206097706	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ackr1	0.581234290762706	0.620820193356175	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Chml	0.3613574302547	0.490499924885981	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm38104	0.473431462529015	0.586134233620594	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Akt3	0.408314596074125	0.439862764571591	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kif26b	0.795677478970344	0.875106207689365	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnst	0.6567867446681	0.387877107221627	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cdc42bpa	0.65305810332062	0.592859630341412	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Coq8a	0.435605071893525	0.360044686209204	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Enah	0.789821876079628	0.711941030039597	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fbxo28	0.207611537147226	0.190652771149605	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mia3	0.525599072802817	0.361539255265636	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Esrrg	0.582499301860505	0.672879235402613	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
