UMAP_1	UMAP_2
3.77191889735522	11.1949612871478
-2.07113670853315	-9.16146495186587
0.59961605521502	-5.69503142678043
-2.30417274979291	-3.1439070924451
-0.856783951794486	-3.19035699211856
0.157524351800103	9.44351456320981
-3.46298896816907	-5.56722667061588
-4.8334435179585	-4.7878267987897
-2.17909466770826	-9.12858798348208
1.32791662665667	-7.23786189400455
8.40728152247729	5.77778170264462
5.12392104121508	16.0641762987445
-5.36288916615186	3.32333085692624
7.51636231395068	-6.22777440392276
-6.20235478428541	-4.56276585900088
1.37243402453723	10.7820460573504
-5.41624676731763	4.48882506049374
2.71864593478503	12.196098066933
5.26751482936205	4.21356437361936
0.103896324360986	-4.46373917900821
-5.76102673557935	-8.14666774117251
-5.61024605778394	10.4249837175677
0.124881748879571	9.33788750327329
-4.48729455021558	4.38663456595639
-5.42839753178297	4.48237965262631
-13.5572389319295	-0.266096614234649
6.94669020625414	7.40452835715512
-1.92743491676984	2.01895735419492
-8.99291741398511	10.9454629198382
-3.0485964968556	-3.5312452539136
-6.5676702216023	-3.87097337090274
2.53797734233202	12.4772250429461
-0.184660609042029	-4.52643802010318
4.74838602992358	2.59369609511594
-4.85013615635572	-0.707857988708221
-3.65267860439954	5.44653723395566
-5.4315470412129	11.232472159035
-2.89307152775465	-0.58088239275714
-5.86582552937208	0.354153167522945
-2.28216802624403	10.6088654772113
13.8183866784221	-2.30919744812747
1.89782584163012	-3.82514979683658
6.56545412989916	5.49738667166928
-1.73663925675092	-6.98041703545352
2.39335930796923	-9.19647624336978
-1.73953449276624	-6.67307784401675
1.86303413363757	3.52870676673154
-5.45548474339185	10.8355843797992
-9.80316864994703	11.0193087831805
3.31893456431689	3.89615318930844
-1.719711656844	-6.60193135582706
-6.59607255009351	-4.05010678612491
-6.3902496054524	7.14351866400937
-3.72301375416456	7.71201393759946
7.54651988002123	5.11110565818051
-2.4997671797627	-3.18007542931338
3.60758078547778	1.16491321480969
6.01672471019091	5.31301376975278
2.31479633303942	-9.79406096779605
-3.84412705448804	-0.35439964377185
-13.6303065970295	0.0179899410078898
