umapbestscVI_1	umapbestscVI_2	Dataset
-5.59038238373337	-1.73797012453972	Kim
-2.18470434990464	-5.74451185351311	Mousebrainorg
-10.6319115623528	-0.0407469380468004	Campbell
-4.70530538406907	-3.42358518725334	Campbell
1.91300649794998	5.67360423916878	Kim
2.20218558463516	3.74234651440681	Campbell
-0.420169340043645	-4.50663400774895	Moffit
5.00194997939529	7.08084129208626	Flynn
-2.75588373985825	-0.50450016146599	Campbell
-1.52686314430771	4.2417249571711	Rossi
-2.54751496162949	6.98760579937996	Moffit
-0.410422430902105	-4.61392379885613	wenDropSeq
2.40581698569717	5.94062780255379	Kim
1.3000575438446	7.00449155682625	Kim
0.042192979187388	-5.9444654095739	Moffit
2.22170241031112	-8.36944652682244	Kim
-9.72577504959641	0.965627480688704	Campbell
3.0538000598854	1.35051475876869	Flynn
-7.26143483963547	0.200889286044253	Campbell
2.94042201194229	0.348840337637079	Moffit
1.47470505389633	7.61444019192757	Kim
2.2959066167778	-9.62080551272331	wenDropSeq
2.29358012828292	0.767063428106917	wenDropSeq
1.89097471389236	7.36677526349129	Kim
0.86536492261352	1.23974256629051	Flynn
0.398801906437296	-1.93951178675591	Moffit
0.331593954872955	-0.402453194913256	wenDropSeq
-1.2381464704567	-7.6702840436071	Campbell
-2.37046913948594	6.89888833874763	Moffit
0.306921847567577	-5.52806211596428	wenDropSeq
2.53536386641922	-8.81931472903191	Campbell
2.60905785712661	-8.06190181857048	wen10x
2.66803260001602	-4.02682567721306	Kim
-1.13039057102738	-7.41855121737419	Kim
3.39277715835037	6.939657915774	Mousebrainorg
-1.44186882820664	1.13988905066551	Campbell
4.91290970000686	2.26498125905098	Moffit
0.0642743543094583	2.64414380902351	wenDropSeq
-2.68951396790085	-0.475591908749926	Campbell
3.08180732879104	-10.2962815869421	wenDropSeq
3.80186600837173	3.65427779072822	Kim
-7.5594127639824	0.419931460562361	Campbell
3.55045957717361	2.31348322743477	wenDropSeq
2.83049793395462	-8.99592376833855	wenDropSeq
2.50491209182205	-8.32620884066521	wenDropSeq
3.255731774897	0.53686632627548	Moffit
3.7534009948677	2.12824558133186	Kim
-0.0709643229538016	-8.2678239453405	Campbell
-1.08094804134903	-7.38923383837639	Moffit
0.971064879030604	-4.27752901202141	Rossi
-0.706233428388219	2.70477079266609	wenDropSeq
1.63994057330551	0.446717340889586	Moffit
0.913034154505152	1.70749794358314	Flynn
1.19069613370361	4.39362644070686	Kim
-3.1088979705864	5.77206491345466	Moffit
1.65471477660598	4.2190768610865	Kim
2.99126858863296	-6.8548019040197	Moffit
-4.68195514526902	6.36211656445564	Moffit
-1.159542368322	-7.71672798281609	Campbell
-1.61118941155015	-1.20061851626335	Rossi
-6.58603172150193	0.520136554184569	Campbell
0.488911090821642	-5.88550449496208	wenDropSeq
-0.204848693280797	-6.14290691500603	wenDropSeq
3.6878435150093	3.65005778187813	Kim
-2.45397095528184	-3.79717947131096	wenDropSeq
2.07199342402877	-7.67836118822991	RomanovDev
0.0249735549396463	2.68105434292854	Rossi
2.01935262832107	5.91570924634041	Kim
3.254435731501	10.5516197573573	Flynn
3.2794806495613	5.12080072278084	Kim
5.00034160766067	3.30587719792427	Flynn
-0.00795756426392119	-4.00762153750359	Chen
-4.26912813034592	-1.23573804980217	Mickelsen
1.0823354855484	4.77589486950935	Kim
2.60406274947586	-8.34808708315788	wenDropSeq
5.11555690917434	4.20839427823128	Moffit
-0.175755785375219	5.89718030804695	Kim
-4.22636680450974	4.05261300915779	Lee_Idol
-2.63970117416916	-6.02803445940911	Moffit
4.13852448615493	10.3094589602381	Flynn
-2.39167647209702	6.59566997403206	Moffit
2.62713308486404	-9.51147342806755	wenDropSeq
-9.94402627792893	1.04052763098778	Campbell
-1.06926600781022	-9.11873890047966	Campbell
-3.64589218941269	2.15084563607277	Moffit
-4.22063236084519	2.1686036478907	Moffit
-2.09529976692734	-4.35998846178948	Chen
-6.04902629700242	2.99763225430549	Campbell
1.17355002316894	-6.58462024813591	wenDropSeq
-10.0998623832756	0.382024664822233	Campbell
-2.63794998970566	-3.86318231707512	Mickelsen
-6.98267965164719	3.29309271687568	Campbell
3.28597874793472	10.7306501757532	Lee_Idol
-2.84823899117051	-0.0855564880937212	Campbell
3.878285838694	4.74898837918342	Kim
0.45656379911365	1.53504287118019	Moffit
0.379551044136901	-1.13621939307152	wenDropSeq
5.32414407882156	7.58142017239632	Flynn
-4.79694013443528	-0.204558085259783	Kim
-0.808421538739782	6.2889821421534	Kim
3.57738967093887	5.21639417523445	Kim
-4.13883619156418	2.22415160054268	Moffit
-6.08640794601975	-3.10329652911125	Campbell
1.1670373812622	-7.11110998278557	Kim
-10.6331484779411	0.831452358904494	Campbell
-2.01285199966965	-4.72513939028679	wenDropSeq
3.48842449340286	3.03570054883064	Kim
-3.56101279106675	6.32253335827888	Moffit
4.4194976821846	-8.93201805239617	wen10x
-2.27821950760422	6.91609357708992	Moffit
-0.602708981900793	-0.00355271583496264	Kim
3.41095299872818	-6.88543726092278	Lee_Idol
3.80404443892898	4.68476175183357	Kim
0.221895283491034	4.96333526486458	Kim
0.138570188016314	-3.84024883395134	Moffit
-1.3094115718895	3.34632443303169	wenDropSeq
0.102396978468318	-5.84549451952873	Campbell
3.5790903106636	-9.37749172335564	wenDropSeq
-6.41170148697434	2.9452879321009	Campbell
-1.36900906410752	2.98778270596565	Moffit
3.51398606452407	1.93881677502693	Kim
5.72274608764114	0.747240860405577	kimDev
3.04144854697647	1.23447446936668	Mickelsen
3.14736647757949	6.0741679560572	Kim
3.74367804679336	-7.01646162157952	wenDropSeq
-1.42291729298173	-0.121147464570391	Flynn
8.15505857619705	7.53215144986214	Kim
-2.05189661827622	-6.24941183215081	Moffit
0.702329887480159	-7.63880945330559	wenDropSeq
2.54267234954299	5.03106426114143	Kim
2.011302544207	5.90413068646492	Kim
-2.61607293930588	-1.285479675588	Kim
2.38407583388748	0.0167820643812544	Kim
-1.25953166332779	-8.94079280978142	Kim
-4.77953414764939	6.39349006527962	Moffit
0.41394054743709	-0.664411853608477	wenDropSeq
-3.93630246964036	-4.403679143247	Kim
0.092043323845286	7.22950624341072	Kim
5.10300798568191	-0.213006656226503	Kim
-0.0672162636810355	6.32536481732429	Kim
0.288628587902207	1.58436130398811	Flynn
1.95861597213211	2.9923283945948	Chen
-3.44354824867783	-6.38636423235832	Moffit
7.94471807631912	7.81253169888557	Campbell
-1.12819044437943	-8.36850811129509	Campbell
-6.90705232468186	3.35511444920601	Kim
0.140019296140093	-2.30435181742607	Kim
2.69448371085586	5.81277774685921	Kim
-3.51792626228867	-1.073849688825	Campbell
3.49131388816299	1.93511699551643	Kim
-5.03537158814011	0.283626195433748	Kim
-5.07349662628708	0.53156249636711	Kim
5.74360532912673	1.90978478306831	Chen
-2.90399269905625	-1.47057319765984	Kim
1.45100553187789	-5.954713593778	Moffit
0.583256228298564	3.86869977826179	wenDropSeq
-6.8835504516655	0.331760581973208	Kim
2.02304263266983	7.48305152768196	Kim
2.67543859633865	-9.42714859133659	Lee_Idol
5.23674316558303	7.43219779843391	Flynn
-6.4724495872551	-2.89979196673332	Lee_Idol
-2.14911560860215	-5.00897003298699	Moffit
-1.84064893570481	0.745756943169249	Flynn
-3.52804283943711	-6.34093738680779	Moffit
-3.99918107834397	5.86133741253914	Moffit
1.74701757583084	-8.43968940859734	wen10x
-2.24003987160264	-1.16205693369805	Kim
3.26827283057632	11.0452358614832	Flynn
-6.85056857910691	2.72662018651069	Kim
1.48185212764205	7.61630700940193	Kim
-10.3511784538323	0.544188905897749	Campbell
-0.106914089589696	-4.95422197466789	Rossi
-3.60475759354172	-1.05636120921074	Campbell
2.60727806243362	-8.94793201571404	Chen
-5.87535981979905	-2.96556044703423	Campbell
2.7301666274971	0.106150288525236	Moffit
-1.59461085644303	-3.80774236803948	Moffit
-3.79837875214158	2.1849119555384	Moffit
-0.0948344334655813	-6.69464517718254	Moffit
5.54655523452224	5.19313882702888	Rossi
0.331692920935024	2.37280796879829	Chen
8.78484792861404	-2.01202322131096	Mousebrainorg
-0.630878792672735	-1.64311350470482	Rossi
-4.81903438416062	-2.23746586924492	Kim
-10.1345246299797	0.701079983654631	Campbell
-0.174280331998449	3.65208958500923	wenDropSeq
-2.37572913017808	6.29601453656257	Moffit
0.728509886593241	-5.86183191424309	Mousebrainorg
3.01790709647598	5.24603151196541	Kim
-1.00724487152634	1.86255370492042	Flynn
5.68903513106765	0.639393438044203	Mousebrainorg
3.01313252601089	-10.5502278912634	wenDropSeq
2.03618700656356	-2.91921521311699	Moffit
1.49896593245925	5.15653728360237	Kim
4.38061351928176	4.91814636105598	Kim
-2.78909306374131	4.8813345324427	Moffit
-9.77892999496995	1.05020057076515	Campbell
2.16734976920547	5.97536443585457	Kim
-0.983161972432714	-3.95431591158806	Moffit
4.33222599181594	10.0613653551966	Flynn
3.21514673385086	11.2881090533167	Flynn
2.29824085387649	7.6945726763636	Kim
0.161436556310076	-0.461433600243914	Campbell
3.39535708579483	5.97150491589607	Kim
3.62194295081558	10.3068716418177	Flynn
-4.84932308044968	-3.45211149340569	Campbell
2.08781917247238	2.0835605751902	Moffit
-2.78778199997483	-0.116257141885149	Campbell
-0.537951813607793	-3.93575693255364	Moffit
1.43538184318008	4.2604062449366	Kim
1.69825751933517	4.25131439084114	Kim
-8.56933145371018	-0.25973583346306	Campbell
-3.50596551743088	6.37142442578377	Moffit
3.26069016608657	-10.3583133328527	wenDropSeq
3.26897664222183	-7.1466343510717	wen10x
2.71117444190444	-4.03331876879631	Kim
4.03837723884048	3.16504286641182	Kim
0.26691821071567	-6.26851488238274	wenDropSeq
3.74757976684036	-8.72273994570671	wenDropSeq
-1.21766464558182	3.92257737034859	wenDropSeq
1.50521071109237	-5.6668889630407	wenDropSeq
4.3051211372322	-7.90225483065544	Chen
0.975339485735316	1.32559131497444	Flynn
-4.01535539475022	3.1679510962397	Moffit
3.69080109748306	3.13699673527778	Campbell
-0.705895112424474	-3.79357076769768	Moffit
1.67192025336685	5.31150554532112	Kim
4.37597627791824	-8.67400241976677	wenDropSeq
-8.83383970108567	-0.461232076939928	Mousebrainorg
-6.11653642502366	-1.60127009039818	Campbell
5.5657469764656	4.21224902981819	Mousebrainorg
-4.07795171585618	-3.00543190127312	Kim
-3.22038655129014	0.110461283865584	Kim
4.08048172149124	10.4839165102869	Flynn
5.08991880568923	4.60143827313484	Rossi
2.63599462661209	7.39524291867317	Kim
2.95471758994522	6.94629358166756	Lee_Idol
3.04596824798049	-9.79617954379021	Lee_Idol
7.54131574782791	7.54273151272835	Campbell
-6.58583907929001	-2.95688558703362	Campbell
2.8786725536293	2.93193768376411	Kim
0.369627817005534	-5.70447040682732	Moffit
-5.72943572845994	3.29502605313362	Campbell
-5.22496299591599	-3.29661394244133	Campbell
1.65028603228988	7.20235704297127	Kim
0.0343005195564218	-5.5141470540136	wenDropSeq
3.48919935378494	3.37052081936897	wenDropSeq
-0.656446860700231	2.32060574406685	Flynn
-0.0218334063583426	1.77093016022743	Flynn
3.60961742553176	-9.74918914919792	Lee_Idol
2.33438439521255	3.58608483189644	Kim
-0.0396688446098379	6.72594856137337	Kim
3.85508031997146	-1.64685047751366	Campbell
-8.23335199204026	0.542811412754667	Chen
1.8565526739067	-9.40329719668327	Campbell
-2.85922698822556	7.12166093701424	Moffit
-2.57982020226059	-2.85053087359368	Kim
-1.66631643620072	0.660271931830061	Flynn
4.05168790969314	8.92492126339973	Flynn
4.29167909774246	9.31642269009651	Chen
-0.962557361989599	-9.05645538454949	Kim
-0.871097849279027	-9.16614223605095	Campbell
2.78535504493179	11.2944767367274	Flynn
-9.49241571274338	0.324782316032065	Campbell
2.43494506034317	7.25738548153938	Kim
3.93031044158401	-7.08181644564568	wen10x
3.25127024802627	4.1659660231501	wenDropSeq
4.92392892989578	3.41731404179634	Flynn
7.64768142852249	7.37546085232796	RomanovDev
1.0744608179039	2.51190446728767	Flynn
1.43195147666397	-8.48392463808952	wenDropSeq
4.56365842971267	3.45484660977424	Chen
-0.0276163682037405	1.31319342965187	Rossi
2.04262192401351	-2.94810558443962	Moffit
3.42846174392166	8.95348285550178	Flynn
-0.561966346173864	0.4171068560511	Campbell
2.11769969615402	3.61447810048164	Kim
4.14004416617813	0.340614889207495	Kim
3.34654851111831	9.14227889889778	Chen
-1.79625205841599	-6.15155912524163	Mousebrainorg
2.66664023551406	-0.241048197802889	Kim
2.74580331000747	0.102339674177778	Moffit
0.380481595576424	5.2172081362635	Kim
3.12900324019851	10.9660856615931	Flynn
-0.343181358247381	-0.897224913892137	Flynn
4.31009788665237	-1.36337472086846	Lee_Idol
2.90181965979995	4.43383859509529	Kim
1.59261818084182	0.684355575981749	Kim
1.37575097236099	6.79287551755012	Kim
-1.86812929955063	-4.35728622561394	Rossi
-2.91597943153916	-0.324394594487535	Campbell
-3.41451339569626	5.36558269375862	Moffit
-3.50059180107651	-3.14147330408989	Kim
4.1528834834999	10.0068876635462	Flynn
3.23548097762527	9.62856220120491	Flynn
-4.60957269516526	-0.434708844479906	Campbell
-0.0555569693141989	-6.11165405398308	Moffit
1.1337247029251	-4.5906417477697	Kim
1.09464765939178	4.6932151209742	Kim
-0.111520127921682	-5.2916448224157	Moffit
-0.215010927587133	-5.5755803692907	Moffit
0.450871719450373	-3.44819093829094	Rossi
0.30128393362524	6.01569484585823	Kim
2.22692067775192	-7.25300480013787	Lee_Idol
1.80117948207321	2.96986101979317	Flynn
0.41566500666799	-4.21874452715813	wenDropSeq
-5.79903821793137	-1.50155056601464	Chen
-5.67011003342209	3.38786887044014	Kim
-6.40300826874314	-2.35624266749321	Campbell
-0.417391763597112	-1.55202628260552	Moffit
2.63115568313064	0.360029366257799	Moffit
-3.25912909355698	-5.38182903414665	Moffit
1.4876356855339	-5.56578088885247	wenDropSeq
-1.6580535635048	-1.00526548510491	Kim
7.90126390609207	7.75458978528084	Kim
-0.802471087842565	-1.3247224200338	Moffit
-2.16784815636216	-4.30725360995232	Chen
0.709513796896357	-0.267832468804704	Moffit
-0.470874236493688	2.0084017407328	Flynn
-1.03439037647782	-0.172806214150774	Rossi
-2.89450840797959	-2.46582485323845	Rossi
-2.25586299744187	6.77383636349739	Moffit
3.4101552501625	0.39742008263172	wenDropSeq
-4.81159095612107	-2.35896063929497	Kim
3.58272714766922	-9.66327453738152	wenDropSeq
-7.40371255722581	0.422800708952559	Kim
-1.96471886482773	-5.3334190953344	Kim
-3.05953411903916	-4.73055196886956	Moffit
-0.214059756665807	2.28252838963569	RomanovDev
3.4031550422615	-1.39667643195091	Flynn
-5.73708801117478	3.34883259648384	Campbell
2.89975543174209	-10.2037465680212	Chen
-3.56140355911789	0.204943884554518	Kim
-2.76788477745591	6.51107429379524	Moffit
2.64228482398452	-9.47580791598259	wenDropSeq
1.56233580264511	6.61707662457527	Kim
2.20684738311233	-2.86399818545281	Moffit
2.18339808139266	-0.159807812032091	Flynn
-6.10504321899949	-1.80328227168022	Campbell
4.53219432982864	7.59937023037971	Flynn
-4.20167379227219	2.4442589175135	Moffit
4.38394851836624	9.95769428128303	Flynn
-3.62296657410203	5.94917510861458	Moffit
-0.646442995935064	3.95040606373848	wenDropSeq
4.72254533919754	6.66102289074959	Flynn
4.5080773368782	5.28468536252083	Moffit
-1.49305157509385	4.21760581845344	Moffit
2.81440634879531	-1.47354460841118	Lee_Idol
-10.6238034233147	0.19780554661454	Campbell
-6.1861684783989	-1.72787524348198	Campbell
3.72691269072952	-6.68478466158806	wenDropSeq
-7.14694766846238	0.5193977844149	Campbell
3.75212903174819	9.88108371609749	Flynn
1.12487943324508	-2.678998957929	Moffit
-4.18306188431321	2.41595600956978	Moffit
2.91556711348953	6.15068220013679	Kim
0.673102749914546	-4.22512365466057	Rossi
4.52249450835647	6.00923370236458	Flynn
1.78111822757186	3.85800694340767	Kim
4.01184721145095	-9.02483345156609	wen10x
0.5547663703865	5.88974355572761	Kim
4.73872537764968	3.48444913739265	Flynn
0.709237767786402	-3.12549472933708	Moffit
5.51397676619949	0.711630542221678	Mickelsen
3.57243819388809	-1.11686016207634	Chen
1.42083938273849	7.76010059231819	Kim
-0.831114695935827	-8.04263473635613	Campbell
4.2927863136238	9.19538520688118	Flynn
3.24475736770095	-9.28929020052849	wenDropSeq
-3.92252759781418	2.35039280766548	Moffit
-1.4502499565178	-1.8097374547094	Chen
-0.597939537435155	-0.327189217862474	Campbell
0.145112185210604	5.04643939847053	Kim
-1.84781961288987	-5.4375074017614	Mousebrainorg
-10.4063237175041	0.125565793755663	Campbell
-0.451254354386907	5.98883031720222	Kim
4.12973542365493	10.3790247332484	Flynn
4.19832916411819	2.96989582890571	Kim
-3.37327866402207	-3.2482254613012	Kim
2.44240994605484	-4.85325790530144	wenDropSeq
5.34345026168289	3.04578565472664	Flynn
5.24782056960525	-0.209479581174242	Mickelsen
5.13984508666458	-0.256600509938585	Campbell
5.47674627456131	7.46228669995369	Flynn
3.5789408222145	8.12451766842903	Flynn
-1.23776690807877	-3.96627784853874	Chen
0.642584992975611	1.37918459290565	Campbell
2.1782923475212	7.41607927197517	Kim
-11.1858485206657	0.115818012896193	Campbell
4.0262920394844	-6.71905685549675	wen10x
-0.311795161634069	-1.07355929499565	Moffit
-5.7563760742241	3.4883103262812	Kim
4.8092190757698	7.07797025555672	Flynn
-5.01752691116868	-3.40992761736809	Campbell
3.61286087188186	-9.10997463351189	Moffit
-0.53534673300324	2.57099746579231	Rossi
-4.46739749756394	-2.41937471514641	Kim
-4.15250282135544	2.37648533696235	Moffit
-4.82666759338914	-2.29750848895012	Kim
4.82027740630569	9.12908386105598	Flynn
-7.04468469467698	0.280057903769625	Kim
2.26178331527175	-7.28559137469231	wenDropSeq
1.83220644149246	-8.81326938754021	Campbell
2.92228145751419	-7.02609325533806	Chen
0.597436799139399	-2.78897596484123	Flynn
-6.64317970123826	0.0169326853186018	Kim
-0.660411523252111	4.25741409176887	Mickelsen
4.28689093741836	0.412412543240202	Rossi
-1.64226095524369	4.2525389086634	Rossi
-9.60088376846848	-0.0811153460115068	Campbell
-4.12519817200242	3.85098670834602	wenDropSeq
-10.6595452293449	0.315984342637671	Kim
3.54603977355422	7.04862617367805	Kim
0.452067627043147	-0.266778897103655	Lee_Idol
0.0380205348438211	7.38421939724983	Kim
5.25181598815383	4.94174074048103	Rossi
2.63981957587661	-0.220359067973482	Campbell
1.97691078338088	3.86366676205696	kimDev
3.01398296508255	-10.1170499432653	Moffit
8.34866686019363	-2.05890751963555	Kim
0.0548767283863016	-6.76531149035393	Chen
1.83619244250717	7.65337585324348	Kim
2.75491352233352	-7.53136373644768	wenDropSeq
0.639957739443202	4.99258445614876	Kim
-0.515854226022344	6.37193893307747	Kim
5.32985992583694	2.98817895764412	Flynn
-0.332342134385686	-5.2013013470739	Moffit
4.80047054442825	5.39487575406135	Rossi
1.65750820788803	6.74647735470833	Kim
2.61658592376174	-8.63801170473992	Moffit
-2.21778158989487	6.84805368298591	Moffit
-0.592658804326635	-4.00168157702385	Moffit
-2.18894009438096	-4.26661373263298	Moffit
5.75517196807327	4.06895970219673	Rossi
3.69225711974563	3.85329126233162	Kim
0.571259050101657	5.26801370495857	Kim
-2.63696341362534	-3.38568450098931	Rossi
-1.73441772308884	-0.952250253018724	Rossi
5.12281723174514	-0.169530402478563	Campbell
-8.26452474442063	-0.522371243295061	Campbell
1.23714549693527	-2.9805138218969	Moffit
2.05973429831924	-6.15230966692864	Campbell
-10.8951342567497	0.022870485129965	Lee_Idol
0.826788796514888	-4.61683345919548	Moffit
2.05943484458389	5.60987495297493	Kim
-2.1286266311699	-3.5706963646978	Rossi
3.08959145698013	5.03459571713508	Kim
-1.19736914482651	-7.55477214938103	Kim
-1.53579990711747	-1.87342072611748	Mickelsen
1.0579316750473	-1.59228981619774	Mickelsen
2.29211921843948	-9.00069786196648	Moffit
0.33166872703718	-6.8010442364782	wenDropSeq
5.06410522612991	5.14559577817024	Chen
5.90058632049026	4.0275976550013	Moffit
0.647295250028987	5.0561916720301	Kim
5.25798864516677	7.27824376935066	Flynn
-1.16546194401322	-8.81074882632195	Campbell
-4.59017686691819	-2.65015245562493	Campbell
0.708100988001246	5.85220025891365	Kim
3.20459313544693	11.0251428973109	Flynn
-1.53537492600022	0.294412747415913	Campbell
0.473126648396868	-4.23557497149407	Rossi
2.98746056708755	-10.5522525418371	wenDropSeq
-3.57799558487473	6.54747604245247	Moffit
-2.10747246590195	-4.23084856158196	Rossi
-0.466393934159856	4.33942769879402	Rossi
-2.54970650520859	-2.75871921664177	Mickelsen
1.51232333335342	3.10242651814522	Kim
-5.9741905197197	2.28158377522529	Campbell
-3.28311829414902	-4.14295221453606	Kim
1.08865691575469	-2.71108795290886	Moffit
2.1395242944664	4.17758225316109	Kim
3.88944931182327	-9.28213955050408	wen10x
1.99915976676406	7.3749925982386	Kim
0.736920042366404	-4.55194164400994	Moffit
-6.52999477234421	-2.97149492388664	Campbell
-2.57780485001145	5.98285173291267	Moffit
-2.76198463287888	-0.60052968150078	Kim
-10.1761458381706	0.138176095131052	Kim
-2.27372889366684	2.32297872418464	Campbell
-6.98909358826218	0.226457551512135	Kim
3.86954279097976	-6.89846492892205	wenDropSeq
1.13001991662445	1.1218073260218	Lee_Idol
5.31157226714553	2.09132324570717	Chen
-1.42893342819748	4.21185778492988	Moffit
