umapharmonylowdim_1	umapharmonylowdim_2	Dataset
-4.55752535509036	1.75590042892083	Moffit
0.671405118237276	0.779671178489774	Chen
-4.61167498277591	-2.73395629104987	Kim
-0.0693516020672134	-2.57289476570502	Mousebrainorg
-5.44459171937869	-5.59671826538459	Campbell
-4.82571526216434	-1.90902443107978	Campbell
4.86636189771726	-1.32168359932318	Kim
2.23995189024045	-0.317328258127123	Campbell
-1.28908487008975	-4.40924115356818	Moffit
6.48603991819455	2.13564305129632	Flynn
-6.23522778200076	-1.28304262337104	Campbell
3.51645235372617	2.10675005736932	Rossi
1.24427406145169	-6.15985961136237	Moffit
1.85239044977262	-4.95566220459357	wenDropSeq
-4.4356929843323	5.5686655503808	Kim
5.11639098478391	-0.969552232593447	Kim
-2.75300236390994	-0.420808716386706	Moffit
-3.23338075326846	4.41150288406	Kim
-3.9742376391785	-5.56788201507941	Campbell
-2.82097192453311	4.40481715026483	Flynn
0.495681058893938	2.99444823089227	Campbell
2.02772609544827	3.8855908376275	Moffit
5.42094830823972	0.141542651980966	Kim
-2.7163190429108	4.75481180968866	wenDropSeq
0.679228168259401	7.85238413634881	wenDropSeq
5.72017983747556	0.0170515340863165	Kim
-1.26661642240451	-0.464562519163043	Flynn
1.58813933683469	-2.29212088760749	Moffit
-5.64667769121097	-0.552154912322909	wenDropSeq
-2.64755626367496	1.69002406421289	Campbell
1.20553497625424	-7.27189440903083	Moffit
-3.81075783418582	-2.8880965250434	wenDropSeq
-3.39085694002078	4.89477639022455	Campbell
-3.00419231103824	4.21044258895502	wen10x
4.78534392667844	1.71410100284204	Kim
-2.56216045068667	2.05486850562677	Kim
4.79773215604856	-1.32689685997382	Mousebrainorg
0.0805909524662682	-1.52810223278418	Campbell
5.96306208921506	2.11587338271722	Moffit
-3.66326590227054	0.328031526237577	wenDropSeq
-4.36664076494144	-1.24490673717871	Campbell
-2.6357194964783	5.52734045806512	wenDropSeq
4.00175647092893	-2.87452836212531	Kim
1.36093882871701	-5.92031474289313	Campbell
1.7585208828552	0.0678696272073683	wenDropSeq
-2.1041090075867	3.58175091567621	wenDropSeq
-3.75746150659488	4.04029898467645	wenDropSeq
4.15153197599484	0.943542109161466	Moffit
-0.0974494551317505	1.90077667060479	Kim
-4.74644537614749	1.60515754047021	Campbell
-2.86960645364688	1.95884864154443	Moffit
-3.47455688165591	5.75257592025384	Rossi
3.3295269425018	2.32472066703424	wenDropSeq
-5.25628443406985	-5.24792571243659	Moffit
0.650983017216463	3.12125830474481	Flynn
0.744004410038729	2.86365275207147	Kim
0.338843148480196	-6.89678330597296	Moffit
1.59490577531888	-0.115088521212489	Kim
-5.28780909227298	5.27693323913202	Moffit
-0.754617232550841	-4.70447011169806	Moffit
-3.09462543176578	2.06222228828058	Campbell
-4.9816815440552	-5.40213055786505	Rossi
1.37665216280057	-5.12038464722052	Campbell
-2.35632391618655	-1.32037515816107	wenDropSeq
-1.85306533025668	1.95185487094507	wenDropSeq
4.02996949506833	-2.34251899895087	Kim
1.56512753320767	-4.24839778122321	wenDropSeq
-1.82645161794589	4.65146927657709	RomanovDev
4.9293382580383	-0.941705300182253	Rossi
5.21993045164182	-1.25233919796363	Kim
7.45769433332517	1.52772574248895	Flynn
4.45308045698239	-2.44412322220221	Kim
4.91163377119138	-1.37692375358954	Flynn
-0.311626601685744	-4.98090882477179	Chen
-4.9779669825928	0.0710232679842409	Mickelsen
4.95068339658811	3.74230723205194	Kim
-3.09711118387149	3.72247891250238	wenDropSeq
5.69627932859494	2.29236011329278	Moffit
4.01051191640927	1.1781841975747	Kim
3.41640142751767	4.43208174529657	Lee_Idol
-1.54523702310489	-2.79225821670905	Moffit
8.02233867002561	1.25097219768152	Flynn
0.717752140293855	-6.26909632858649	Moffit
-2.54999919580386	5.28356032195672	wenDropSeq
-3.74092503236697	-5.30764336761847	Campbell
-5.25266905473636	2.22692160430536	Campbell
1.36766366315915	-4.13791890320197	Moffit
0.742477339039583	-4.95794196304694	Moffit
-2.87048788713382	0.96539561572656	Chen
-7.40423222230838	1.51003377261743	Campbell
-1.7640598599808	1.65362469974145	wenDropSeq
-5.08823605226443	-4.70123286423102	Campbell
-1.95859058545993	0.776392446189969	Mickelsen
-7.82470532106326	1.78875772777185	Campbell
8.19915894819333	1.77439217391595	Lee_Idol
-4.93697996782229	-0.746655716270358	Campbell
6.99153880430295	3.32593326392755	Kim
0.241304826269884	0.144505241244882	Moffit
-3.94362564729617	-1.94529016193762	wenDropSeq
-1.05743356393741	-2.0257758634986	Flynn
-1.74024971174167	0.901139603286832	Kim
3.15398506475522	1.52775900188073	Kim
7.11530570341184	3.27406554046258	Kim
0.627686124573488	-5.00706954178229	Moffit
-5.28969259904788	-2.70930643257514	Campbell
-1.19056435274051	0.0254840597620603	Kim
-4.71434946702884	-6.28007788833991	Campbell
-2.3265051429169	1.48690657439813	wenDropSeq
3.50932769132688	-3.44654221710578	Kim
1.24081007791593	-5.55006737884894	Moffit
-4.55929299043582	5.68532328429803	wen10x
1.28578965021207	-7.30515618500128	Moffit
-3.45090003656314	-0.129399447411448	Kim
-0.417543161381941	0.00900663743898238	Lee_Idol
6.00664548231198	2.80876903358087	Kim
1.45416216207578	1.18323581042871	Kim
-0.256557184924345	-0.453286244243533	Moffit
2.96171550108029	2.69249253097162	wenDropSeq
-0.690178531874876	-1.21857471641913	Campbell
-2.86569948839114	5.76179127517328	wenDropSeq
-7.07870217012332	1.68721358600244	Campbell
4.01301411939694	3.22073798003778	Moffit
-0.479344147910338	1.89369575801477	Kim
-2.41549750017093	-1.84482975181952	kimDev
5.48281602216794	2.6491246682702	Mickelsen
4.76496962858274	-1.57941849407569	Kim
-5.63235302614139	5.42498164001092	wenDropSeq
-4.04654331849978	5.1017556649743	Flynn
0.355553340445299	8.07967905822381	Kim
-0.121801916231375	-2.34535999473944	Moffit
-2.28215428041385	-0.595884396404177	wenDropSeq
4.80386523557736	-1.64964564022437	Kim
5.00163869215085	-1.81603605923072	Kim
-3.36293168710635	-2.93527884659186	Kim
-2.60430761026309	5.1319938165246	Kim
-5.35184307741092	2.27665881934747	Kim
-4.03138180421756	0.00945425155743922	Moffit
-4.53992767976687	-1.02074797329322	wenDropSeq
-1.89431567834781	0.787344501644224	Kim
2.21065143896176	-1.78431172546759	Kim
2.01688365293576	3.94028096023187	Kim
4.06868104291989	1.50174753490075	Kim
-0.818449992408018	2.10007171455011	Flynn
1.10332373930051	0.247755692630857	Chen
-1.97897763894961	-3.13460226234809	Moffit
0.143421802948255	7.93224100890741	Campbell
-4.05753203081058	2.23832087340936	Campbell
-7.32041664766238	1.67578093829736	Kim
-0.072409633268576	-2.8782236116828	Kim
2.21876077009274	-4.08185811218634	Kim
3.06644729925229	3.35575537505731	Campbell
-0.743219572772246	1.9988002044259	Kim
0.765395086537142	-6.17918868240729	Kim
0.860137742291231	-6.33168120560065	Kim
6.60331229520871	3.7590256196557	Chen
-3.36534686731265	-2.6482693689765	Kim
-2.57093830751346	3.01926784339532	Moffit
7.17199401212766	2.71229390922174	wenDropSeq
-1.39098580526279	-5.8535232084693	Kim
6.0132587368591	0.0657986787258085	Kim
-2.61789603876041	4.68271736922845	Lee_Idol
5.34478549314572	2.49430970969781	Flynn
-5.24149008439944	-3.15051503357306	Lee_Idol
-1.27406140016482	0.447836921840757	Moffit
-3.66746469186709	-0.193163617223651	Flynn
-2.71525879548953	-3.92823643860236	Moffit
3.71198062254025	-3.81804151710883	Moffit
-5.20445128129886	-5.88575263199225	wen10x
-3.96293779062198	-2.40121336159125	Kim
7.47612838102414	2.07232122245416	Flynn
-6.90128441499637	2.0975630742608	Kim
7.2459943707092	1.49790994945154	Kim
-5.22554226564334	-5.48200936493292	Campbell
-1.8565504138367	-4.8309835928382	Rossi
-2.38519139932559	4.92223982635126	Campbell
-3.26682921098636	5.02918438735589	Chen
-4.75250120805667	-2.57321973022834	Campbell
-3.37246556924747	0.937091456085294	Moffit
3.23076443029477	-0.820170356601626	Moffit
0.64097670866086	-4.23414559540167	Moffit
-1.44138022111819	1.85555379214868	Moffit
7.42797211958005	3.38766197982416	Rossi
4.10881213499143	2.24890832725152	Chen
4.0178461487396	6.43914656463251	Mousebrainorg
-3.32097144769595	-2.37384410080329	Rossi
-0.712035733927946	-5.93197007355109	Kim
-4.70953674959109	-5.79257149872199	Campbell
4.33874539686276	-0.205627052754313	wenDropSeq
0.545633834133882	-6.35697169479743	Moffit
-0.646830517520171	-0.152761592239291	Mousebrainorg
4.70779685331418	-1.9099174278678	Kim
4.35033587766721	2.91940336051568	Flynn
0.626712840328951	7.8849063378869	Mousebrainorg
-1.50721426652835	5.42775254073724	wenDropSeq
-4.78030033754275	-6.3793611067237	Moffit
2.4438281471832	0.711309598117917	Kim
-2.7002479617493	5.00909380736932	Kim
-1.63496847795413	-5.45151515182868	Moffit
-4.18014307664798	-5.68665118393317	Campbell
4.92896584821775	-1.72364599880591	Kim
-1.94027300523685	-5.03711219009772	Moffit
7.684322636853	3.32721166434869	Flynn
5.07949141813352	1.57661597552881	Flynn
5.13987092329099	1.17480842891321	Kim
-5.36358519243167	-0.631252719730288	Campbell
6.5203936512573	2.1466353398858	Kim
7.89506463361814	2.0045614701806	Flynn
4.89359502149655	3.85936980071649	Campbell
-7.49638434099124	1.56574003520593	Moffit
-5.97911854432986	-0.657429291576297	Campbell
-0.551867324580412	-3.68822641548529	Moffit
1.08602158380582	0.139189728826135	Kim
2.95773057294919	-0.430891825527102	Kim
-1.79241390870975	-4.83426184830084	Campbell
0.960230034123201	-6.60518450912848	Moffit
-2.48423429178165	6.00757365050897	wenDropSeq
-4.82914467500613	2.85171751800165	wen10x
-0.403642970790129	-1.55115552124396	Kim
5.76714162183835	2.87060670676813	Kim
-3.70940371202396	1.35660593333825	wenDropSeq
-4.139154631366	5.48119168105707	wenDropSeq
6.41404704404904	3.27002410712823	wenDropSeq
-1.52951868223117	-2.62886042770758	wenDropSeq
-5.73576803850101	5.24389176192865	Chen
-3.13012262033389	3.72266082587823	Flynn
-0.654986936320525	-5.39817710098639	Moffit
3.88581232381894	-2.75428886589423	Campbell
-0.621649641265135	-2.82184333977118	Moffit
-2.43133516954349	4.54224448028192	Kim
-4.62607212709354	5.6141748887597	wenDropSeq
-1.9513967816727	-5.39450354751959	Mousebrainorg
-4.49563904451297	-2.99573393043891	Campbell
6.97555999113156	2.50500969710931	Mousebrainorg
-0.0605096702472976	-5.36226744827643	Kim
-5.92717238115237	-0.311419351667315	Kim
8.17405824018552	2.24981598678216	Flynn
6.99267892194821	2.04529003921136	Rossi
4.64217452360227	2.12837819877252	Kim
5.75938968015744	0.448443339496702	Lee_Idol
-2.39946885751651	5.71186690154657	Lee_Idol
0.723833840618868	7.98073868575677	Campbell
-5.39136524843143	-3.16814203438178	Campbell
2.22255901647641	0.559755371242612	Kim
-2.28017421411441	-0.636050655216128	Moffit
-6.7002627437012	0.669535265594571	Campbell
-3.12524815248416	5.20234112563714	Campbell
6.8244126255615	0.783945308357328	Kim
-1.68112774537967	-4.63039632019416	wenDropSeq
2.58954767538144	-0.48580409464255	wenDropSeq
3.74468712163999	2.91411571326837	Flynn
-0.616050917376738	1.78420262160882	Flynn
-3.90865655588077	5.54051070037469	Lee_Idol
2.55987123800351	0.0209085106028613	Kim
4.05620173765256	1.50954191508874	Kim
-3.63903089212344	2.43411021056756	Campbell
-2.26947160409854	-5.25733657059088	Chen
-2.2157828395264	3.76883106055841	Campbell
2.34099511457517	-5.90029187378302	Moffit
-4.5397026126282	-1.28701801475897	Kim
-3.46769209550784	-0.635130001872927	Flynn
5.18163422895505	1.51648168387994	Flynn
7.6740630085571	2.31302265945062	Chen
-4.77460261033938	1.94922153773889	Kim
-5.34355517076419	2.19537858787164	Campbell
7.07759599042966	1.5780820113717	Flynn
3.2757304127319	4.23076252761468	Campbell
5.96350173307492	-0.117933957547099	Kim
-5.68950958894656	4.92135338607416	wen10x
4.70840672803952	-1.64917881664649	wenDropSeq
3.68712119413449	0.744576917320341	Flynn
0.667044621239443	7.29729990783319	RomanovDev
-2.64174814866946	-0.202340944379717	Flynn
-2.39864941286014	3.69350986304864	wenDropSeq
5.45004586530759	2.29482059302911	Chen
-0.245415974129897	1.69936578097925	Rossi
-0.993390161265593	-0.184757007926852	Moffit
5.77511195493772	2.49219827476129	Flynn
-3.74218793558047	0.307418332725614	Campbell
0.066608157287378	0.331489906936735	Kim
7.26386479688718	2.97506336989984	Kim
7.23132590604856	1.47799842181787	Chen
0.0485459531648346	-2.34553427872077	Mousebrainorg
2.12533692670896	2.42403344932184	Kim
1.54348687482907	3.97720699134454	Moffit
2.3283222134216	1.22650842490777	Kim
7.43088464094235	1.3757989865838	Flynn
-2.93573113130496	-2.23397464928046	Flynn
-0.221822697390776	0.453674272924512	Lee_Idol
7.05166034055783	3.28572087112054	Kim
-2.71280809091495	5.015600250393	Kim
5.05166272474362	-0.752967252105624	Kim
-2.89334817575381	2.05045656982049	Rossi
-6.25939007448123	-1.0173347729148	Campbell
-0.182351518143874	-6.48588891205207	Moffit
2.36450199438168	0.86847989383325	Kim
7.57622985197141	2.79560069861993	Flynn
7.12723521543576	2.04014401260003	Flynn
0.607747238407869	-4.80479521927252	Campbell
-1.2804207389252	-0.0552410992683474	Moffit
-0.212858024706107	-3.00907201942816	Kim
3.00956825567319	0.219086141615957	Kim
-2.54211612390445	-0.861902667850405	Moffit
-1.10360201047824	0.675694511562436	Moffit
-0.424792516698103	-2.37866873916999	Rossi
3.98227385831906	1.12472860637292	Kim
-3.29120035814212	2.6693940621911	Lee_Idol
4.98595456434323	2.93658261123285	Flynn
-0.653668958415251	-5.93664260086432	wenDropSeq
-4.44669027971194	-2.59882254776374	Chen
0.0807681496246048	7.92663006606683	Kim
-4.90069361375735	-3.20227284607306	Campbell
-3.37169094728396	-2.29793973144904	Moffit
1.98058013273313	4.05588106933221	Moffit
-1.73646457837985	-1.87485833343878	Moffit
-0.252636778821211	-2.04333300766364	wenDropSeq
-3.48008509324954	-2.2595073717536	Kim
0.298441272507448	7.69786505523309	Kim
-3.3214056079285	-2.28945059952155	Moffit
-2.56304879831241	1.17471008124933	Chen
-5.58191700624393	-0.585685505241305	Moffit
3.7984846050842	3.06603960815057	Flynn
-5.20227499650882	-2.76744289574042	Rossi
-0.935636955966215	-2.27937693771735	Rossi
1.35940090967252	-7.15512366470709	Moffit
2.19475416494443	2.59654645743951	wenDropSeq
-1.31776579069064	-5.27181573089972	Kim
-3.56407089876102	5.32308487716302	wenDropSeq
-1.14379938291476	-6.14361663040534	Kim
-1.59712989972995	-2.55106778320685	Kim
-2.67912002252505	0.20847417536363	Moffit
5.71726254774167	2.38150076690301	RomanovDev
-3.71967025445865	2.26982717338189	Flynn
-6.75681420015262	1.80973403277978	Campbell
-2.11082263635562	4.85390858474359	Chen
-5.52820368455813	-0.3802463549079	Kim
0.732753437290926	-6.06944747146979	Moffit
-2.10635395692752	4.4674578172265	wenDropSeq
4.55258015943601	-0.098658933013827	Kim
-3.33768792795108	-0.670191957324893	Moffit
-4.54852839158938	-0.930132462352664	Flynn
-4.41879196809695	-3.24590010818854	Campbell
0.54430614067151	3.13958244147882	Flynn
0.902232926617403	-5.02876229462042	Moffit
7.6342361385925	3.35034088912591	Flynn
1.38930563283994	-6.94904370483771	Moffit
3.84697822881772	0.593152986198514	wenDropSeq
0.673981529007692	2.88086061301813	Flynn
6.45169524503781	1.4777322274743	Moffit
4.15457610441281	1.28154270473108	Moffit
-2.8725108687775	1.5089982015191	Lee_Idol
-4.79645510362552	-5.67891497787848	Campbell
-4.74241705583499	-2.94855971512213	Campbell
-0.184039283265334	-3.28751678642646	wenDropSeq
0.153379474113722	-6.35398764786139	Campbell
7.52559832883908	1.40800278010949	Flynn
-3.72028632806705	0.364911959796995	Moffit
1.16014079404904	-6.15485568222418	Moffit
4.32489375425412	-1.45656914886847	Kim
-0.0856498961345962	-3.23925609764472	Rossi
0.0224670272311457	-1.01073534664527	Flynn
2.08015183759763	0.0939116564689573	Kim
-4.12781830476687	5.35454516234979	wen10x
3.79514102293088	-1.08258409675971	Kim
4.81345967603757	-1.46709962067023	Flynn
0.316619675884981	-2.54081506904975	Moffit
2.73931721998288	4.11660628142938	Mickelsen
-3.23508425401614	0.566313372284025	Chen
5.1692817623718	-0.0297419155837599	Kim
-4.22476978944705	2.15266637626275	Campbell
6.57754926038816	2.8567707997857	Flynn
-3.10902734445499	4.59561877074823	wenDropSeq
0.922920625935335	-4.22542519745246	Moffit
-3.40465779947208	-2.28117866691962	Chen
-2.62752886461185	-1.47370786842719	Campbell
2.65925912214353	1.09220127883539	Kim
0.211529176960725	-0.758128239482791	Mousebrainorg
-4.83867998765872	-6.12186713394538	Campbell
1.90089742494657	-2.05620260414496	Kim
6.99234895063474	3.11874680343255	Flynn
6.88114718748166	3.11979656043634	Kim
-1.96263201879428	-2.71421833214179	Kim
0.470719527731676	-2.18454880890265	wenDropSeq
3.79203109098508	-0.202000899881274	Flynn
3.22863082243039	1.4908394080697	Mickelsen
2.15546111417844	4.30367188277826	Campbell
5.19736985517575	1.90714530768976	Flynn
4.36866502119138	1.05412905040368	Flynn
-0.249429661502104	-0.256835206121356	Chen
0.551969867478151	3.30787758651361	Campbell
5.89504508329465	-0.020838859200627	Kim
-5.00873394655154	-5.93766017135993	Campbell
-6.21166916536258	5.38961987319574	wen10x
-4.28422756837771	-1.09069247421637	Moffit
-6.98790140794681	1.35153786960229	Kim
6.33636836362912	2.44029598060235	Flynn
0.520497273932237	3.27692584815606	Campbell
-3.3325812404053	5.47217612090692	Moffit
5.8767488415344	0.0255538744962212	Rossi
-0.374981362094145	-6.03015275177375	Kim
0.45533685041501	-5.09281106171027	Moffit
-0.649050552119475	-6.0187367933692	Kim
6.56506900144651	0.812197671562284	Flynn
-1.38120587514804	-5.943712665409	Kim
-3.12483258890079	3.34180192771539	wenDropSeq
-2.75179572748111	4.54903082671747	Campbell
-5.29900332139895	4.85252957168207	Chen
0.572832506428499	-2.99881859001532	Flynn
-1.2972619120972	-5.59612317261115	Kim
4.27764157606198	1.71237282577142	Mickelsen
6.91754416776731	1.835211203724	Rossi
3.41817383123471	2.21942453208551	Rossi
-2.82061024354861	-5.24354691681281	Campbell
3.81812886549069	4.48554997268304	wenDropSeq
-4.93606539415286	-6.43086810287848	Kim
4.57873229337766	1.98888270679101	Kim
-4.74900313066409	-0.768503679603488	Lee_Idol
1.96496311975553	-2.30769462761298	Kim
6.89022139860227	2.88580159965143	Rossi
1.95333127332761	2.56260399642572	Campbell
2.41332749677731	-0.242997540801913	kimDev
-2.6974985186951	5.85634379211053	Moffit
4.22033099485471	6.70637087646112	Kim
-0.960497218837004	0.362160668998807	Chen
6.27221659971311	0.677857027679532	Kim
-4.31363077806399	0.992311583191007	wenDropSeq
2.61284951520993	0.31204073253259	Kim
3.43171982122495	1.00508038821802	Kim
3.54488376928403	0.537413464218229	Flynn
-2.07112904237674	-1.65544314560309	Moffit
5.61733559919431	3.65567569556817	Rossi
5.56063155485227	0.248434559732526	Kim
-3.76078029321597	4.6159158212243	Moffit
0.832603972683687	-7.28745646652594	Moffit
1.96627251459195	-2.20218653854743	Moffit
-2.92247100519107	1.01782529178247	Moffit
5.17514066053464	0.987450228363126	Rossi
4.03893927885129	-2.56887145218268	Kim
2.13501958204343	1.18012575927362	Kim
-4.43113012956546	0.443506495386213	Rossi
-4.97090025590823	-5.20935673889533	Rossi
2.0976195747955	4.20168309035882	Campbell
-1.81035729097293	-4.14519591507331	Campbell
-0.762675124873381	-2.09021682915106	Moffit
1.73968962980344	-5.17244334396735	Campbell
-4.57180948900149	-6.27843709167853	Lee_Idol
-1.25702019380496	-2.23561616119757	Moffit
4.92625932050778	-1.54812927421942	Kim
-2.1584622447388	-0.868027045101077	Rossi
3.99153069807126	-1.49573536095038	Kim
-3.17499943422244	1.93040423217401	Kim
-3.91666932748721	-1.86694283661261	Mickelsen
-4.33998366044925	-1.58285398659125	Mickelsen
-2.89790435480044	4.95212130370721	Moffit
-1.92105575250552	1.86277537170038	wenDropSeq
5.29138020826413	3.61865644279107	Chen
6.44006757093503	2.98918323340997	Moffit
2.6754525120361	0.170283259183019	Kim
1.09313873601987	-0.180154292553813	Flynn
-5.01986618684695	2.06218914809808	Campbell
-0.263831335772734	-6.56263776001349	Campbell
4.04192618681027	-0.994935466617495	Kim
7.78791741682126	1.23519186797723	Flynn
-0.0874352713124565	-2.25000734505072	Campbell
0.419629078636903	-5.26656718429938	Rossi
-2.1353225295441	5.73379378142938	wenDropSeq
2.21574620557858	-5.09429879364386	Moffit
-2.02321382211612	1.08703057590112	Rossi
4.74463490797116	-0.349823279947192	Rossi
-0.919171768893461	-0.629815949767977	Mickelsen
0.678824466000337	2.98224406066522	Kim
-6.97499294923709	1.43926029029474	Campbell
-2.19734616922305	1.00679896894082	Kim
-0.257278877963286	-1.41140456375495	Moffit
1.81439725709989	-0.114146484702975	Kim
0.437905531655092	7.94982962432489	wen10x
5.75198439909055	0.189976171880811	Kim
-0.682931381930571	-2.25393767532721	Moffit
-5.45409794496463	-3.08653302368537	Campbell
-0.891731042136412	-4.80700011429206	Moffit
-2.39648457216189	-1.28023560222998	Kim
-4.89186115907596	-6.34283538040534	Kim
5.83186320615842	2.69772200408563	Campbell
-1.48159237550662	-5.79989047226325	Kim
-6.10898943590091	5.53470997634515	wenDropSeq
