umapbestcombat_1	umapbestcombat_2	Dataset
3.50235675915545	1.06743563722241	Kim
-1.15754599229032	3.12980665277112	Mousebrainorg
10.2190115366823	1.47703029225934	Campbell
3.58476280316179	3.91463293145764	Campbell
-6.0173895444029	-0.0881593002809281	Kim
-3.27223087207014	0.205443233357549	Campbell
-0.1201365004533	3.26813973497021	Moffit
-5.03178335086042	-6.69778595854175	Flynn
7.13959240063494	4.11329831193554	Campbell
-3.13606143847639	-7.03750811506641	Rossi
-1.95093012705976	8.11397112916577	Moffit
-3.90236688510115	-1.0404721348418	wenDropSeq
-6.19968438998396	-1.75165449072254	Kim
-6.21472860232527	-0.668827101482272	Kim
1.92454384907549	1.28749598573315	Moffit
5.74153160198992	-1.1469117252959	Kim
9.35770725354021	0.771167174087644	Campbell
0.451138070667439	1.45256771157849	Flynn
-0.0224463726633259	-1.47047553945911	Campbell
-1.35276676074202	-3.62835036207569	Moffit
-6.76153827563459	-1.60216830660236	Kim
4.15933488949602	-3.77318917204273	wenDropSeq
-1.8124529208296	-3.50283060957324	wenDropSeq
-6.73894000903303	-1.8153128473891	Kim
0.0486008141881756	-0.491159692300677	Flynn
2.91439651593035	1.54109229158032	Moffit
4.20360159024065	2.70663250993359	wenDropSeq
2.50929974659746	6.92279995988476	Campbell
-2.40403247729475	8.6459669024812	Moffit
3.83543180569475	-0.627783045066714	wenDropSeq
3.37870072468584	-3.64483152319324	Campbell
3.13237856968706	-3.06940041471851	wen10x
0.495346060836964	0.235027864681364	Kim
2.46605013951128	6.51464594911206	Kim
-4.17475105181868	-1.57880638529193	Mousebrainorg
-1.0884801234358	-1.7494999020232	Campbell
-3.89437533274824	-3.32806454588306	Moffit
-1.16000563756163	0.0882853047119384	wenDropSeq
6.99233411892717	4.30494202684033	Campbell
4.06881403073137	-4.70382939268482	wenDropSeq
-4.68150306597883	1.72069956372845	Kim
-5.48845220462019	-6.35847245146167	Campbell
-3.90761209384138	0.6443081052171	wenDropSeq
3.83847259625261	-3.60145555426013	wenDropSeq
3.25141357525652	-3.55420289923084	wenDropSeq
-1.32783747569258	-3.74583445478809	Moffit
-2.98075080767805	1.2545683534013	Kim
3.50830506428545	7.17663897584546	Campbell
2.41025208576983	6.49412144731152	Moffit
3.44123815640276	-4.46359930921924	Rossi
-3.93136049166853	-5.74813185621631	wenDropSeq
-1.85039139643843	-2.76312647749317	Moffit
-0.130722248112506	-1.48070584226978	Flynn
0.53400497778719	-0.91854225088489	Kim
-2.41909314051802	7.45821847032178	Moffit
-1.88716901198561	-0.547729477180361	Kim
1.67488180741137	-2.78577743460071	Moffit
-3.23565340892012	6.24581612657178	Moffit
2.6279060755617	7.14348925660718	Campbell
5.22548984631365	1.97790099691022	Rossi
6.00157188519304	3.02695550035107	Campbell
1.35590397461718	0.426712229953886	wenDropSeq
1.44548141106432	1.65492714952099	wenDropSeq
-4.64450384036238	1.0394519717561	Kim
3.93182825192278	2.74612511705029	wenDropSeq
2.53416942700213	-3.12163721014392	RomanovDev
-2.74336195841963	-5.15810500074756	Rossi
-5.99161268130476	-0.311696812404513	Kim
-3.54638100520308	-10.1048198788298	Flynn
-5.27484823123152	0.254529640184522	Kim
-5.03610778704817	-4.32006941725147	Flynn
-0.320504219388313	3.77807559083569	Chen
5.43996738537615	4.10272921632397	Mickelsen
-1.57100416079695	-1.13566564012897	Kim
3.06792925938433	-2.90234504629505	wenDropSeq
-3.68951416865522	-3.47555623937976	Moffit
-7.74342418566877	0.217671960698247	Kim
-1.2469890202635	-7.2925301640166	Lee_Idol
-1.66280246630842	4.01278723786938	Moffit
-3.67305589572126	-9.56814537931812	Flynn
-2.49913097277815	7.97357930253613	Moffit
3.91622614010637	-3.93978987623584	wenDropSeq
5.16733287915056	1.96897663186658	Campbell
3.21158742054766	8.0497173220979	Campbell
-0.644441732322521	6.6745838076936	Moffit
-0.336752542411632	7.56417931626904	Moffit
0.945220104301625	4.94492520402539	Chen
6.05788349255388	-1.0690423100127	Campbell
0.964085332000904	1.27021147321332	wenDropSeq
10.0299560938722	1.59275616716015	Campbell
2.02426933392351	4.57687462876904	Mickelsen
6.04508136853045	-1.88334690023792	Campbell
-3.58732748881514	-9.96886788298023	Lee_Idol
6.89369606121843	4.18652381013501	Campbell
-4.74101186648542	0.754580572353483	Kim
-1.92642153159315	0.579584315525175	Moffit
3.76240824803179	1.6172199399339	wenDropSeq
-0.00315512076551397	-6.19821034361255	Flynn
2.17192386730974	5.5604161174165	Kim
-8.42039085284407	0.476339385019422	Kim
-4.98589731112654	0.442514494167448	Kim
-0.369249188458271	7.63890208314526	Moffit
3.09617828472918	2.40090288232434	Campbell
5.31250738247698	2.36473597596753	Kim
9.82418560131853	0.654265120731473	Campbell
0.882495633209401	4.9221333415376	wenDropSeq
-4.11629105464155	1.70892407010663	Kim
-2.27032328501875	7.37179459642041	Moffit
2.0833434973604	-4.68493996549976	wen10x
-2.42571974650557	8.6010974795686	Moffit
2.14624809368914	-0.436049923194766	Kim
1.56309174641436	-3.13460598875415	Lee_Idol
-4.59202314273054	0.404263302789808	Kim
-2.75761986628706	-1.27330444742572	Kim
-1.24729300395185	2.4361919314729	Moffit
-2.30028534785444	-6.51974163938892	wenDropSeq
1.49632524594133	0.490907803283811	Campbell
3.44639801129168	-4.49924288679492	wenDropSeq
5.28281950100725	-1.48752509046924	Campbell
-2.26294446841413	-6.39180146147144	Moffit
-2.68980861560041	1.43526722501385	Kim
-0.739471205627269	3.61839856217969	kimDev
-2.30465556040937	-3.66557775427234	Mickelsen
-5.02088714495832	-0.629790350688815	Kim
1.15324198349779	-3.0679482071532	wenDropSeq
5.2593471918947	5.95983351777661	Flynn
-9.14179111376936	-5.94096623350513	Kim
-1.54902876273329	3.35107792924511	Moffit
2.23352979763811	0.409122124420286	wenDropSeq
-5.63959241763288	0.179997533665777	Kim
-5.79070783511335	-0.0584029889537091	Kim
5.00829624279802	3.36379326890576	Kim
-0.718402662431545	-2.24975453306568	Kim
3.09284423931902	8.26828803132641	Kim
-3.05287886515791	6.4419382960664	Moffit
4.01991581066912	2.67365254472363	wenDropSeq
2.64827608212297	5.30384863923657	Kim
-8.38019157305891	-0.691651865733981	Kim
-0.309312180733032	-4.77134190489185	Kim
-7.75116229907209	0.0522378684149986	Kim
-2.25415826693708	-5.00876770903003	Flynn
-4.11369443789656	-0.1609016208781	Chen
-1.89463270560438	4.60500849794018	Moffit
-9.12003875628645	-5.9209972469939	Campbell
2.77534388645952	7.31239403794873	Campbell
6.08721660717791	-1.80123053480518	Kim
3.03398679837053	0.95302654813397	Kim
-4.06157184497053	-1.04958508898151	Kim
5.38745473965471	4.6441997439729	Campbell
-2.81128478900129	1.40160538266766	Kim
1.67363738163775	6.09864272187817	Kim
1.64150094136065	6.1730607898103	Kim
-4.60703636065657	-3.11380754400623	Chen
4.80699848278826	3.53772868226636	Kim
-0.00916987017328222	0.440222546564222	Moffit
-3.41780663386518	-5.06308089186084	wenDropSeq
6.72556089505022	2.71728576730359	Kim
-6.65437246218855	-1.93864677835834	Kim
3.91810392483538	-3.5041488258971	Lee_Idol
-5.43048644915754	-6.44589053083789	Flynn
3.0618340884096	2.38397969316113	Lee_Idol
-0.0768448795431324	2.11447013925183	Moffit
5.58611272915667	6.54273022721875	Flynn
-1.86892021552259	4.75525416444409	Moffit
-2.97698975459272	7.40895165513623	Moffit
2.93042062863176	-2.4958685486449	wen10x
4.59115051373308	2.62801446031201	Kim
-3.32017660990889	-10.1673704235686	Flynn
5.73476242169207	-1.76233385492694	Kim
-6.37525344744856	-1.63757060457599	Kim
9.87295173748796	1.2082090527879	Campbell
1.66951476677721	1.50047625611889	Rossi
5.48911928280657	4.74334897111523	Campbell
3.59103154286211	-3.54201208044422	Chen
3.63019107922381	3.69767273973095	Campbell
-1.52816499129469	-2.97334443022144	Moffit
0.45612548931902	4.5899742991792	Moffit
-0.506646164810009	7.18052615235913	Moffit
1.42374872311419	1.22424115251172	Moffit
-2.90765810862715	-3.29684267927539	Rossi
-0.812635668670482	0.505288198696256	Chen
0.0432869706994824	-6.78804074217212	Mousebrainorg
4.50857996090716	1.08755971501935	Rossi
4.35420106991594	4.94824780534375	Kim
9.4073774729616	0.503293171630979	Campbell
-3.73417950526411	-5.36416731764209	wenDropSeq
-2.59667302027876	8.01600970338452	Moffit
-0.266491119866914	1.2527464778291	Mousebrainorg
-5.31562353030378	0.109142229066968	Kim
-1.41359878436262	-5.50994978834522	Flynn
0.251278600538426	-2.55634365965259	Mousebrainorg
4.21464466198748	-5.19206009794605	wenDropSeq
1.96380042179888	2.48015798638928	Moffit
-2.44600559130842	-1.3044451325072	Kim
-1.25299812213118	-1.02295361448657	Kim
-1.80561889067823	6.49876917909253	Moffit
9.25225185498064	0.881263628708006	Campbell
-5.67851997271711	-0.291272506011843	Kim
0.0220759724027447	3.93638218949902	Moffit
-3.99621702090437	-8.72166977812183	Flynn
-3.13632393733198	-10.3292995541228	Flynn
-6.58943057910139	-2.34999786306751	Kim
4.1804430399782	2.76185525964367	Campbell
-4.98359275714094	-1.07794485975635	Kim
-3.28417874232466	-9.29221402098072	Flynn
3.55679773434465	3.83373250077832	Campbell
-4.18090010539228	-1.99883387972248	Moffit
0.0443960343248181	-1.53938899923694	Campbell
0.297039321506672	3.37587155412304	Moffit
-2.31508875743086	-0.575209364189028	Kim
-3.03142357722456	-0.475206419719576	Kim
7.47422813519304	1.00123204301465	Campbell
-2.67908311740095	7.6939815432893	Moffit
3.72757505520647	-5.15615044523609	wenDropSeq
-0.678439864074535	0.39858843396771	wen10x
0.593074194038563	0.136120244966627	Kim
-4.04620839015181	1.76832498620617	Kim
1.89629458531206	0.900218561397672	wenDropSeq
2.57180070027178	-4.2896700947417	wenDropSeq
-2.88781643763716	-5.8831964581145	wenDropSeq
-0.976077386295147	1.66256810735333	wenDropSeq
1.25929831608599	-3.06201635290515	Chen
0.384235790813618	-0.606352016223788	Flynn
-1.0774493302458	7.75895299028027	Moffit
-3.87161494151289	1.17875541757214	Campbell
0.0226272855645947	3.54532922814953	Moffit
-2.30689049616987	-1.24416469026935	Kim
2.25869106396502	-4.55394183088672	wenDropSeq
7.55304550274675	0.919169202552915	Mousebrainorg
3.23316239460772	0.606091633545042	Campbell
-3.63571310893232	-2.85711275030506	Mousebrainorg
3.78011011227434	5.41833724092114	Kim
6.82550453289812	4.46247328828442	Kim
-3.84833718196089	-9.4930244534148	Flynn
-3.44485569850142	-3.56435547758472	Rossi
-6.29690242663557	-2.04863630224597	Kim
-5.15016771212751	-1.9541923849715	Lee_Idol
3.91648458584612	-4.50041638304126	Lee_Idol
-9.30549312487776	-5.62626324583423	Campbell
2.90860628231829	2.24446071694958	Campbell
-2.76952577487165	-0.460489049447894	Kim
1.33504509075945	1.11341811727154	Moffit
5.27979635342425	-1.0752336828841	Campbell
3.34412097081011	3.42524351190198	Campbell
-6.50899577990705	-1.76360510279071	Kim
1.6498775397188	2.94651187966931	wenDropSeq
-4.22960616007978	1.28987051557171	wenDropSeq
-1.62109697714979	-5.4965849964751	Flynn
-1.95500160113508	-5.17382059980762	Flynn
3.04809211834734	-4.82546816755664	Lee_Idol
-3.04424763575727	-0.269577011360049	Kim
-7.31349874392683	-0.526943966640353	Kim
-3.73747111216719	3.33935345719922	Campbell
7.69331668957537	1.8291692883836	Chen
4.21649908169573	-3.41830955435169	Campbell
-1.92356933013136	7.65422953675854	Moffit
4.29659675701922	3.35566510270703	Kim
5.50819181546038	6.20827998231518	Flynn
-5.05193591967756	-8.82035408903492	Flynn
-4.71146369830305	-8.82341347624195	Chen
3.10186337574785	8.09359587739575	Kim
3.22221945866411	8.04799975465405	Campbell
-3.08748269931013	-10.4145551769866	Flynn
8.92925094708269	1.19878198217022	Campbell
-6.54648805514509	-2.08457194258106	Kim
0.999825588310414	-2.52153573919666	wen10x
-4.80756927386457	0.180937498913885	wenDropSeq
-5.50513959780867	-4.65688286711109	Flynn
-8.80731368914778	-5.45794497419727	RomanovDev
-3.99960065737898	-4.73439608503711	Flynn
3.95277713879412	-2.85710345198047	wenDropSeq
-4.66566491976912	-4.73260842253101	Chen
0.678483716095143	4.48467005799878	Rossi
1.55488776310747	0.906024471031309	Moffit
-0.351642795955486	-1.06353603292835	Flynn
2.16620992764299	-0.74730555702579	Campbell
-1.97617340937788	-0.28813345719707	Kim
-0.185285871034212	-2.3738609402312	Kim
-4.57197833911116	-9.2264638989104	Chen
-1.56536222354109	3.22611893724072	Mousebrainorg
-0.450416513835735	-3.1839936821593	Kim
-1.30026567832167	-3.67231927801502	Moffit
-2.98097301379377	-1.47873042513263	Kim
-3.49120307818586	-10.0853305904998	Flynn
2.08513402088945	-0.044335495574593	Flynn
-3.85104728594954	3.27016390870678	Lee_Idol
-4.81784034625227	0.165138855682493	Kim
-1.05775333300764	-0.529514118923068	Kim
-6.38645864382917	-0.807361051334261	Kim
0.479045561397725	4.7622302920686	Rossi
7.16644119366472	4.23512257646191	Campbell
-2.35779262438948	6.87909735749829	Moffit
-3.32570124522383	-1.32788227487934	Kim
-4.16195703402693	-8.84050236631763	Flynn
-4.91833330050642	-9.7228132336272	Flynn
1.63452505215471	5.45668067048657	Campbell
1.31155573471849	0.943078890548826	Moffit
0.0958093319780163	1.76461543153393	Kim
-3.21573997393782	-0.653898462547183	Kim
1.6884083662874	1.55565501760113	Moffit
0.944158187950306	1.95509268354046	Moffit
-0.123499998008556	2.87387146066296	Rossi
-7.65532422915632	0.405836150156141	Kim
1.84621762379473	-1.40826915193927	Lee_Idol
-4.04434538737471	-4.09923993040454	Flynn
-0.297821589862651	2.67487038682568	wenDropSeq
3.67779420956438	-0.0498808435035939	Chen
5.62275957211321	-0.911587819351077	Kim
2.94261311634844	1.77100135396588	Campbell
4.03826450451677	0.851722911106229	Moffit
-1.4600998248213	-3.48169980932605	Moffit
-0.228789494955636	5.53668488572705	Moffit
-1.40339542285139	1.84080268453229	wenDropSeq
5.20518659695452	2.26985944818127	Kim
-9.01241660968	-5.87610445906055	Kim
4.30594514950579	0.840014055477262	Moffit
1.0147114907152	4.9743884951936	Chen
4.03418325527971	2.85878719400036	Moffit
-1.81834925070936	-5.28881417204273	Flynn
2.64490532025164	0.0186424964236026	Rossi
5.1254360590822	3.59604991983044	Rossi
-2.61141587153608	8.6430200488435	Moffit
-1.29186273471052	-3.6817771046294	wenDropSeq
4.36474584683245	4.9444927127229	Kim
3.10637210949724	-4.44653712202442	wenDropSeq
7.02309488400286	2.503737822281	Kim
-0.51397014514143	3.734685793625	Kim
0.325299612129384	5.55071868013012	Moffit
-4.28501487628157	-5.04035054136646	RomanovDev
-3.44438196078474	3.54640640328991	Flynn
5.36869358166521	-1.32614599157703	Campbell
4.26776908978289	-4.78957043577564	Chen
6.71592926129168	4.34952916215527	Kim
-2.25331712619001	8.09285582612622	Moffit
3.86821197613543	-4.13169346739185	wenDropSeq
-6.71301437274153	-1.21873162676227	Kim
1.87714289768999	2.32294978211987	Moffit
3.87394403561419	2.4868978412019	Flynn
3.44060992344683	1.45929898332226	Campbell
-0.591431715642757	-1.04243634630573	Flynn
-0.361991413986034	7.62199820588696	Moffit
-4.05031228915388	-8.76765213896167	Flynn
-2.84165693179304	7.60865916322339	Moffit
-3.40599466220076	-5.99204884458911	wenDropSeq
-1.92858410731489	-0.0311438896564836	Flynn
-2.75591636553938	-4.21786795545948	Moffit
-3.2342355336302	-6.85697375227344	Moffit
-2.98068667308027	3.35655225823987	Lee_Idol
9.84312652691668	1.16007436822522	Campbell
3.14636587246721	1.49588049958813	Campbell
1.14818309887713	-2.97341500212085	wenDropSeq
7.17451452359026	2.33571256707776	Campbell
-3.8595070923918	-9.6628881542815	Flynn
1.15098260983294	1.56046713899243	Moffit
-1.10085309401686	7.79564656327832	Moffit
-5.13309074298079	-0.791202172531008	Kim
-0.187656902825183	2.49932445596325	Rossi
-2.35283494845564	-1.46206842352283	Flynn
-2.55917859927351	-0.245364755286097	Kim
2.84305285557573	-4.03334914137256	wen10x
-7.13164926425154	0.613945856796384	Kim
0.836798182571583	2.42654503892529	Flynn
-0.61160243407423	2.11898578714001	Moffit
0.232089123571568	-2.51330099989307	Mickelsen
-3.40288568392927	3.21810354302991	Chen
-6.80512309924299	-1.55446062971485	Kim
2.72391080006426	7.25281752656567	Campbell
-4.99293590441877	-8.81933270384204	Flynn
3.71304582699602	-4.27665673185718	wenDropSeq
-0.489794024383373	7.3793128878938	Moffit
4.83545087918108	2.29792536805737	Chen
2.23351668461626	-0.218442588938593	Campbell
-2.97936035052473	-1.14726601530445	Kim
-1.70846641913588	-0.191142126811862	Mousebrainorg
10.2071821604616	1.08573640893567	Campbell
-8.20356775180037	-0.697441503299593	Kim
-3.90739632502729	-9.29952965666187	Flynn
-3.99718619242842	1.72513248036969	Kim
3.10302852734392	4.50126494477856	Kim
-0.477585547720737	1.14327503751385	wenDropSeq
-5.74930549517805	-4.81399737287891	Flynn
-0.326579944347686	-4.71595726896656	Mickelsen
-0.5062823380583	-4.65615282942188	Campbell
-5.51358962908918	-6.5511070339812	Flynn
-3.04440427676374	-2.49236999441516	Flynn
-0.188785930281229	0.168158024655462	Chen
-0.19949718669588	-1.34339462210071	Campbell
-6.56794906512434	-2.31392036367786	Kim
9.968220940674	0.893290653930784	Campbell
0.97168397053545	-2.23294077803028	wen10x
3.98682045086687	1.15123881410229	Moffit
5.58348297222918	-0.939661487830996	Kim
-5.15132881060774	-6.34090052534473	Flynn
3.5945591841585	3.76931561540234	Campbell
3.46013425930803	-4.1915575115813	Moffit
-2.4241290177458	-5.72476397444141	Rossi
4.30549835308855	5.00290335725415	Kim
-0.379137926852054	7.55832280229199	Moffit
4.26124309643572	4.93359555314648	Kim
-5.56460834399397	-8.35094605375659	Flynn
6.77118562802141	2.62913645814526	Kim
2.57282899960344	-2.68364296842945	wenDropSeq
4.02802442654436	-3.49442873884571	Campbell
1.53822170838182	-2.87186585356128	Chen
0.503417781437092	1.96317638467419	Flynn
6.50445007427996	2.58072961877453	Kim
-3.26160264865095	-6.46520863462818	Mickelsen
-0.174405147438593	-2.51272664953601	Rossi
-2.93290472880537	-7.11657725263965	Rossi
8.72979854687517	1.05538679669964	Campbell
0.85400842770403	4.77289189408887	wenDropSeq
9.57136272534197	0.975461974846006	Kim
-5.31034160510237	-2.11350809027088	Kim
4.11657642468279	2.84831751893628	Lee_Idol
-8.3288924779051	-0.702548369659304	Kim
-3.29758382693464	-3.76589237142932	Rossi
-0.703421362792797	-3.0457097141875	Campbell
-3.20550442591841	-0.352713838113665	kimDev
3.90459941967791	-4.73871575285327	Moffit
-0.0914895470493503	-7.12099371839893	Kim
-0.749624976074047	-0.0414808670861716	Chen
-6.42378593341047	-2.38337527204883	Kim
3.01872228726214	-2.49338851858509	wenDropSeq
-3.26008487597639	-0.904664561046481	Kim
-7.77721191302473	0.158623188840032	Kim
-5.6081745709532	-4.70196591307056	Flynn
1.60114680870836	1.71643008302319	Moffit
-2.47498036280806	-4.15881596495044	Rossi
-6.73535753146345	-0.7297193257941	Kim
3.3215448771364	-3.70024262358081	Moffit
-2.45784450427229	8.60637320588696	Moffit
1.22515880211657	2.88788117478955	Moffit
1.01915942772692	4.95320214341748	Moffit
-3.21615482226545	-3.41595803190601	Rossi
-4.7019827450865	1.660302773224	Kim
-3.06648374453718	-1.62959979463947	Kim
2.53518127545183	4.22427119325268	Rossi
5.21860813244646	1.97734703134167	Rossi
-0.457515829359836	-4.6308156101836	Campbell
5.46386217221087	3.88507951806653	Campbell
0.156699648941212	2.8889187724458	Moffit
-2.46908760920698	-1.81612823892963	Campbell
9.97161697491472	1.23763181279767	Lee_Idol
0.565740815246754	1.58409358571637	Moffit
-5.84484983340437	-0.352774754060626	Kim
1.87885903462236	4.01132239411938	Rossi
-5.40868497744734	0.726900234924436	Kim
2.49286173924273	6.55230177949536	Kim
4.97622799023455	2.16967429231274	Mickelsen
5.46474861248797	1.47475172589886	Mickelsen
3.85010217770403	-3.92897687841785	Moffit
1.42038749798601	1.50075997422803	wenDropSeq
-2.75035024539167	-3.98358093191516	Chen
-3.74083400622541	-2.93510209013355	Moffit
-2.95379806414778	-0.898803874744296	Kim
-5.43450427905256	-6.60930691648853	Flynn
3.0086114321596	8.20055903504956	Campbell
3.91171192272966	4.73947753022778	Campbell
-6.98057199374372	0.634478226410032	Kim
-3.34926439181501	-10.3507457821501	Flynn
5.75472997769182	5.95254506181347	Campbell
-0.279755213414974	2.96134199212658	Rossi
3.87411235913103	-4.96313343931568	wenDropSeq
-1.76035548106367	6.99808539460766	Moffit
1.16146945103472	4.14603604386914	Rossi
-3.75338054553205	-6.19782267500293	Rossi
2.91400193318193	4.17759312699902	Mickelsen
-0.673834868823833	-1.20828257490528	Kim
4.68181346997088	-1.19664441038501	Campbell
2.38089751347368	4.90162695954907	Kim
1.83740018948381	1.66592539857495	Moffit
-2.5919871415251	-0.252618968380808	Kim
-0.912476488506145	-0.577993914379	wen10x
-6.72185588732893	-1.97030733515155	Kim
0.558542302692585	1.69868685315716	Moffit
2.99336051091021	2.21197213243115	Campbell
-2.0952304686659	8.11670435975659	Moffit
7.07360481365984	4.27702654908764	Kim
9.33720516308611	0.944201007591367	Kim
-1.33477319136793	-2.07974015165699	Campbell
6.84779476269549	2.65830911706555	Kim
1.13812612637346	-2.99390231062305	wenDropSeq
