p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	pct_diff
2.63304031853608e-117	0.331982436620816	0.219	0.093	1.4586780060658e-112	Cd63	0.126
4.40727608151536e-117	0.276736360140016	0.242	0.109	2.44158687639869e-112	Slc25a14	0.133
6.30138506139527e-117	0.659464205282073	0.121	0.028	3.49090431016236e-112	Nts	0.093
6.77864495075572e-117	-0.299984684082713	0.394	0.561	3.75530151626916e-112	Eps15l1	-0.167
8.0363226639909e-117	-0.299802377307669	0.564	0.701	4.45204239262432e-112	Lrch1	-0.137
1.02705743645788e-116	-0.307510535364692	0.68	0.808	5.68979549223299e-112	Ankrd11	-0.128
1.23507646754984e-116	0.360920867225073	0.688	0.63	6.84220012257936e-112	Tcf25	0.0579999999999999
1.79566874148839e-116	-0.319889838513903	0.546	0.695	9.94782526097152e-112	Zfp609	-0.149
2.26684417679037e-116	0.237257360582047	0.183	0.064	1.2558090055001e-111	Sec61g	0.119
2.55057513231359e-116	0.218514179502786	0.176	0.061	1.41299311755041e-111	Cdkn2d	0.115
4.49097880410939e-116	-0.283180083885304	0.223	0.374	2.48795734768856e-111	Osbpl10	-0.151
4.77260718030985e-116	0.26839284015656	0.25	0.12	2.64397665181986e-111	Tomm22	0.13
7.44945587791244e-116	0.341789494560251	0.374	0.225	4.12692406180471e-111	Eef1g	0.149
8.96694134969312e-116	-0.333890283656005	0.763	0.858	4.96759583831649e-111	Ntrk2	-0.095
1.58101968290473e-115	0.190017083350723	0.079	0.008	8.75869094132391e-111	Hbb-bs	0.071
3.47483274600859e-115	0.319920137770096	0.313	0.171	1.9250225929613e-110	Pdcd5	0.142
5.49736696337223e-115	-0.273620283335556	0.282	0.432	3.04548632403858e-110	Mfsd11	-0.15
5.86685382639537e-115	0.185752769488322	0.141	0.041	3.25017835128477e-110	Glo1	0.1
5.94432524175206e-115	-0.309770675483545	0.272	0.416	3.29309674067822e-110	Cdh22	-0.144
6.47349532562154e-115	-0.295461664617609	0.667	0.795	3.58625167544108e-110	Dip2b	-0.128
7.59627610112582e-115	-0.294215350267731	0.577	0.727	4.2082609972627e-110	Fto	-0.15
7.65272702802897e-115	0.241765923318714	0.192	0.071	4.23953424625777e-110	Mrpl17	0.121
1.1389873818239e-114	0.224471650581404	0.16	0.054	6.30987619656621e-110	Mrpl36	0.106
1.43400973683184e-114	-0.336169807693889	0.49	0.644	7.94427054107471e-110	Map7	-0.154
5.60558791983748e-114	-0.252054956908674	0.82	0.897	3.10543965171076e-109	Dennd1a	-0.0770000000000001
6.25741231554436e-114	0.235638927587539	0.209	0.09	3.46654384868842e-109	1700037H04Rik	0.119
6.46455510174158e-114	0.285985759682716	0.261	0.126	3.58129888081382e-109	Mrps16	0.135
7.52647615740646e-114	0.372858848334296	0.587	0.459	4.1695925264416e-109	Zmym1	0.128
8.37852037151781e-114	-0.280262690922273	0.735	0.844	4.64161650061715e-109	Dnajc6	-0.109
1.25529504635671e-113	-0.313972424298333	0.76	0.857	6.95420902731153e-109	Dgki	-0.097
1.34175819156097e-113	0.295683229882202	0.306	0.165	7.43320620542862e-109	Eef2	0.141
1.88366880114033e-113	0.232063121368479	0.183	0.067	1.04353367914373e-108	H1f10	0.116
3.2736657274115e-113	-0.286080489779727	0.837	0.907	1.8135780763287e-108	Mapk10	-0.0700000000000001
1.19186487566261e-112	0.202630193221121	0.147	0.044	6.60281222468329e-108	Gng13	0.103
1.41638650143451e-112	-0.3022964952436	0.475	0.628	7.84663957929705e-108	5031439G07Rik	-0.153
1.43855287370834e-112	0.277283655730321	0.256	0.122	7.96943906505682e-108	D8Ertd738e	0.134
1.48536137235391e-112	-0.308598630296304	0.381	0.537	8.2287534667034e-108	Bicdl1	-0.156
1.51939623254679e-112	-0.293539716964514	0.642	0.767	8.41730318868596e-108	Trio	-0.125
1.64284394036676e-112	0.297644075424	0.259	0.119	9.10119114523781e-108	Slc35g2	0.14
1.73350883089348e-112	-0.295386780497727	0.3	0.463	9.6034655722668e-108	Sugp1	-0.163
1.90041869257701e-112	0.375418572802529	0.626	0.527	1.05281295150074e-107	Nmt1	0.099
5.21386216076348e-112	-0.291429327054923	0.623	0.758	2.88842749844136e-107	Cdk8	-0.135
5.31858185905557e-112	0.236495907670752	0.211	0.091	2.9464411640982e-107	Prelid1	0.12
7.27825350983647e-112	-0.276307805755258	0.712	0.833	4.0320796619143e-107	Rmdn1	-0.121
8.49477884792111e-112	0.150182003820368	0.094	0.015	4.70602253395982e-107	Gsta4	0.079
9.88048150493308e-112	0.21784232899129	0.171	0.061	5.47368794891788e-107	Polr2f	0.11
1.72225735746166e-111	-0.314997506301237	0.595	0.734	9.54113353460186e-107	Lrrfip1	-0.139
1.99588218377295e-111	0.333912406112859	0.356	0.208	1.10569877098838e-106	Xbp1	0.148
2.08763087005724e-111	0.184722935919221	0.143	0.044	1.15652662570301e-106	Tpgs1	0.099
3.53415821699098e-111	0.331847696777325	0.316	0.17	1.95788831063083e-106	0610012G03Rik	0.146
4.40068108307778e-111	0.367810543342543	0.439	0.3	2.43793331321426e-106	Nap1l1	0.139
4.44790565925175e-111	0.218566985683862	0.16	0.055	2.46409525616888e-106	Lhfpl5	0.105
5.64206878962e-111	-0.329928046095475	0.526	0.673	3.12564968876159e-106	Ncoa2	-0.147
6.22508507300968e-111	-0.274103964386148	0.239	0.395	3.44863487959663e-106	Morn1	-0.156
9.42623245406567e-111	-0.288606726775263	0.472	0.62	5.22203851722784e-106	Trim46	-0.148
2.03613243831649e-110	-0.301385774929095	0.293	0.447	1.12799700950295e-105	Git2	-0.154
8.44806829919296e-110	-0.293250284636275	0.341	0.5	4.68014535706991e-105	Trafd1	-0.159
1.4420727590889e-109	0.370304132474431	0.412	0.271	7.98893887807661e-105	Macroh2a1	0.141
1.45072783352316e-109	0.361443284166792	0.433	0.286	8.03688712493497e-105	Hnrnpk	0.147
1.4887668941639e-109	-0.323550936109786	0.426	0.582	8.24761971697859e-105	Sgms1	-0.156
2.2851883207077e-109	0.367011921777455	0.532	0.414	1.26597147778886e-104	Stub1	0.118
2.86977259561183e-109	0.282244511246249	0.286	0.15	1.589825320243e-104	Ap2m1	0.136
4.2121083142152e-109	0.214680425923877	0.155	0.05	2.33346588499208e-104	Rps4l	0.105
7.55426251456107e-109	-0.26382466810009	0.89	0.952	4.18498589044169e-104	Map1b	-0.0619999999999999
8.56529216631691e-109	-0.279104442601493	0.262	0.411	4.74508620721791e-104	Shank3	-0.149
1.03041719809084e-108	0.231721223114958	0.202	0.084	5.70840823570345e-104	Ghitm	0.118
1.16306202306066e-108	-0.214352622890841	0.992	0.998	6.44324730155377e-104	Fam155a	-0.00600000000000001
1.26358810593802e-108	0.194261868088898	0.125	0.034	7.00015174808605e-104	Lbhd2	0.091
1.45284135285748e-108	0.127414023822277	0.071	0.005	8.04859581069517e-104	mt-Atp8	0.066
1.51483355364984e-108	-0.340176437040814	0.956	0.965	8.39202640386473e-104	Pisd	-0.00900000000000001
1.90714896423287e-108	0.281230265506846	0.282	0.145	1.05654145469537e-103	Trappc2l	0.137
2.44568798271609e-108	0.246434619757615	0.153	0.05	1.35488668554489e-103	3300002A11Rik	0.103
2.70176179513771e-108	-0.282229352871698	0.425	0.581	1.49674901688834e-103	Snx29	-0.156
3.92768265298407e-108	-0.319172737290372	0.429	0.592	2.17589691292664e-103	Adar	-0.163
5.62872073530614e-108	0.362174335289714	0.335	0.193	3.11825500015225e-103	Ap1s2	0.142
6.29682616823456e-108	-0.299930521193612	0.461	0.614	3.48837872894026e-103	Ascc2	-0.153
6.38436296196818e-108	0.254210294817004	0.242	0.121	3.53687323730075e-103	Rwdd2a	0.121
6.51820639663419e-108	0.209724554473154	0.172	0.064	3.61102116167138e-103	Ramac	0.108
7.14758575367453e-108	0.344835346240955	0.446	0.311	3.95969103167815e-103	Prkar1a	0.135
7.73988113547633e-108	0.176264417805907	0.134	0.04	4.28781675024253e-103	Gcsh	0.094
1.12247023558548e-107	-0.494010852633731	0.461	0.594	6.21837285811998e-103	Fstl4	-0.133
1.19166155729494e-107	-0.290127112438716	0.414	0.576	6.60168586125826e-103	Clasrp	-0.162
1.35857624655254e-107	0.1868466704056	0.141	0.042	7.52637654827642e-103	Pin4	0.099
1.75941499262052e-107	0.297275869253545	0.304	0.166	9.7469831176184e-103	Snrpd3	0.138
2.08008481901609e-107	-0.283105882506735	0.286	0.44	1.15234618888672e-102	Mri1	-0.154
2.7777463689567e-107	0.279634821836781	0.279	0.146	1.53884371093832e-102	Enpp5	0.133
3.48863491207826e-107	0.289761656571038	0.28	0.145	1.93266885494224e-102	Mrpl42	0.135
3.92532734496492e-107	-0.313529173382548	0.45	0.601	2.17459209583712e-102	Hs2st1	-0.151
5.32119584013571e-107	-0.361892648541034	0.314	0.466	2.94788928347678e-102	Sh3rf1	-0.152
5.76809409402881e-107	-0.285729910080352	0.359	0.515	3.19546644715102e-102	Lrrc29	-0.156
6.23688378619714e-107	0.241761585927935	0.221	0.1	3.45517124871535e-102	Pfdn6	0.121
8.45153993148728e-107	-0.308874138966662	0.437	0.58	4.68206860664464e-102	Sergef	-0.143
1.0042531756501e-106	0.209237342687792	0.171	0.066	5.56346216778399e-102	Tceal1	0.105
1.48688666339058e-106	-0.308284680678179	0.571	0.7	8.23720342651748e-102	Pced1b	-0.129
1.53119419892994e-106	0.242851909932263	0.18	0.072	8.48266274265196e-102	Sparc	0.108
1.66913119281744e-106	-0.26104040344145	0.833	0.91	9.24681989508934e-102	Tmcc1	-0.0770000000000001
1.89494744868993e-106	-0.303528583029553	0.37	0.531	1.04978193709973e-101	Rab11fip3	-0.161
2.427364750041e-106	0.352581873887593	0.434	0.299	1.34473579787522e-101	Cox6a1	0.135
3.36512449543494e-106	0.23837964069354	0.159	0.055	1.864245319226e-101	Rgs10	0.104
4.63248635256916e-106	0.214160658342373	0.184	0.072	2.56635111445979e-101	Bod1	0.112
5.00988200659502e-106	-0.303178249547159	0.439	0.587	2.77542453283357e-101	Ablim3	-0.148
7.95474777877714e-106	0.74832562261276	0.223	0.107	4.40685072196475e-101	Tac1	0.116
8.20327516490298e-106	-0.285098294016582	0.47	0.612	4.5445324086046e-101	Flnb	-0.142
1.20050570278091e-105	-0.238159842383161	0.83	0.911	6.65068154283594e-101	Nisch	-0.0810000000000001
1.53262472292297e-105	0.213687249124573	0.168	0.062	8.49058770252096e-101	Qdpr	0.106
1.53268554703701e-105	-0.277338972355221	0.309	0.461	8.49092466203032e-101	Rab5b	-0.152
1.72166478436775e-105	-0.256137227150168	0.362	0.514	9.53785073891889e-101	Rapgef1	-0.152
2.04820279563749e-105	0.323175560943284	0.349	0.211	1.13468386675521e-100	Hsph1	0.138
5.54784921435597e-105	0.262785495593896	0.252	0.125	3.07345298626107e-100	Psma4	0.127
7.80473742592729e-105	-0.280287606000744	0.58	0.711	4.32374648658946e-100	Miat	-0.131
8.2766884835885e-105	0.341189293875359	0.433	0.292	4.58520265302319e-100	Atraid	0.141
1.0871767146681e-104	0.204373799168156	0.166	0.061	6.02285028158982e-100	Creg1	0.105
2.07708234873367e-104	-0.441005390294705	0.616	0.729	1.15068285037497e-99	Kcnip1	-0.113
2.14837395854867e-104	0.2349763419951	0.176	0.067	1.19017768929638e-99	Qpct	0.109
2.39275022476097e-104	0.282343657869139	0.276	0.146	1.32555969701533e-99	Nap1l3	0.13
2.53058499394458e-104	0.344492401112876	0.507	0.384	1.40191878079536e-99	Mllt11	0.123
3.68222890272634e-104	-0.273144980793432	0.909	0.961	2.03991798982137e-99	Snap25	-0.0519999999999999
4.38645030159813e-104	0.194374478506409	0.166	0.06	2.43004960258235e-99	Coq7	0.106
5.86743207154989e-104	0.189001394523335	0.152	0.053	3.25049869331792e-99	Cebpzos	0.099
8.71511821964088e-104	-0.289378144087841	0.454	0.607	4.82808834249885e-99	Hipk2	-0.153
1.39741904944962e-103	-0.250179359195254	0.883	0.94	7.74156179204593e-99	Dst	-0.0569999999999999
1.57466988464898e-103	-0.286046822062195	0.457	0.609	8.72351369396688e-99	Kcnq2	-0.152
1.89549209888671e-103	0.277310029396909	0.286	0.153	1.05008366786225e-98	Capza2	0.133
2.53068320886289e-103	0.149555033488154	0.107	0.025	1.40197319087795e-98	Nsmce4a	0.082
3.57752284837088e-103	0.363433481836749	0.506	0.381	1.98191188276898e-98	Tceal5	0.125
3.60592214708526e-103	-0.282030418707818	0.713	0.825	1.99764481026377e-98	Wdr33	-0.112
5.82333131179177e-103	0.150463571221654	0.112	0.027	3.22606731341952e-98	Etfb	0.085
6.67569357062765e-103	-0.308720361379525	0.93	0.956	3.69826748119201e-98	Dlgap1	-0.0259999999999999
9.65924213912428e-103	0.196627492195973	0.154	0.051	5.35112355265346e-98	Shisa5	0.103
1.19705010352651e-102	0.339644298047146	0.425	0.287	6.63153786852654e-98	Cd200	0.138
3.00758169012021e-102	-0.247443033760799	0.797	0.877	1.66617018050969e-97	Sptbn1	-0.08
3.56334769447464e-102	-0.275603647658553	0.616	0.747	1.97405898926201e-97	1500004A13Rik	-0.131
3.83350384875387e-102	0.256414959514591	0.248	0.121	2.12372279717116e-97	Alg2	0.127
5.34202183598941e-102	0.323704203048529	0.367	0.221	2.95942667691977e-97	Arpc5l	0.146
1.09400354566034e-101	-0.286430824477925	0.346	0.499	6.0606702426037e-97	Usp20	-0.153
1.17037809778207e-101	-0.293573445820618	0.578	0.714	6.48377762390288e-97	Ralgapa2	-0.136
1.34328989749963e-101	-0.294021643888596	0.515	0.663	7.44169170315818e-97	Ccnl2	-0.148
2.7485265688781e-101	-0.331647726475654	0.426	0.573	1.52265623389278e-96	Tmem132b	-0.147
4.77883208808502e-101	-0.282025847847096	0.129	0.252	2.64742518847822e-96	Gm45153	-0.123
4.79957332149186e-101	0.340666478240518	0.386	0.255	2.65891562437327e-96	Zcchc17	0.131
5.2373658668809e-101	-0.305029682240086	0.785	0.861	2.90144831659335e-96	Dync1i1	-0.076
5.36584194000553e-101	-0.244998880614005	0.873	0.939	2.97262277634366e-96	Ubn2	-0.0659999999999999
5.69459825295692e-101	-0.280754829852919	0.432	0.579	3.15475048615561e-96	Plekha6	-0.147
7.04875941646356e-101	-0.267673668736205	0.261	0.403	3.90494222912665e-96	Iffo1	-0.142
8.52566827922563e-101	-0.280595987965464	0.541	0.685	4.72313497000821e-96	Gmcl1	-0.144
8.73646335056956e-101	-0.266497419085165	0.239	0.382	4.83991333158203e-96	Dvl1	-0.143
1.05301699080199e-100	0.356491132770642	0.481	0.35	5.83360882734393e-96	Pnck	0.131
1.66946878001529e-100	0.252983972815715	0.232	0.106	9.24869009440671e-96	Cdipt	0.126
1.91882135854173e-100	-0.266486956791333	0.889	0.936	1.06300784441854e-95	Ppp2r2b	-0.0470000000000001
3.49300746145066e-100	-0.28896718493347	0.606	0.741	1.93509120356905e-95	Nfx1	-0.135
3.58791543160594e-100	-0.19800210874557	0.946	0.973	1.98766926995538e-95	Akap6	-0.027
5.85494065477914e-100	0.332285323169302	0.485	0.357	3.2435785733411e-95	Ppib	0.128
8.05659322010636e-100	-0.293152293608252	0.492	0.645	4.46327207800672e-95	Tmem131	-0.153
1.50517559598323e-99	-0.251075636081406	0.677	0.787	8.33852228418747e-95	Nav1	-0.11
1.97286764672979e-99	0.284057461901026	0.286	0.158	1.09294894761184e-94	Cend1	0.128
2.06844868382941e-99	0.145916095517119	0.083	0.013	1.14589988635465e-94	A2ml1	0.07
5.46230268609824e-99	-0.307727618630127	0.807	0.879	3.02606106507157e-94	Large1	-0.072
5.77302960000994e-99	-0.240151350615175	0.221	0.356	3.19820066810951e-94	Tmem184b	-0.135
5.89241147833239e-99	-0.281561125510562	0.356	0.501	3.26433703488136e-94	Mrtfa	-0.145
6.00583494628243e-99	0.203106236585964	0.162	0.058	3.327172501891e-94	Ppdpf	0.104
6.8880139477552e-99	0.32210562617384	0.367	0.227	3.8158908469169e-94	Anp32a	0.14
7.36168970308395e-99	0.175135965049043	0.132	0.04	4.07830247861148e-94	Dnajb9	0.092
1.70467390913107e-98	-0.279638626917949	0.632	0.759	9.4437229891952e-94	Chka	-0.127
1.83050330075917e-98	-0.255727799950029	0.316	0.461	1.01408052358757e-93	Mapkbp1	-0.145
2.15885307556657e-98	0.222760893689303	0.208	0.096	1.19598301533313e-93	Leprotl1	0.112
3.01789230801401e-98	-0.277531703158737	0.41	0.556	1.67188215971668e-93	Clint1	-0.146
3.49819466577332e-98	-0.271454868924453	0.371	0.523	1.93796486289176e-93	Nsmf	-0.152
6.49275611865216e-98	-0.306940056107994	0.442	0.582	3.59692196217211e-93	Mgat5	-0.14
6.57082127740143e-98	-0.314507058237608	0.419	0.573	3.64016927946762e-93	Gm20696	-0.154
6.89627945990561e-98	0.312759392342979	0.385	0.25	3.82046985799311e-93	Zcrb1	0.135
7.62373127208411e-98	0.304513336765745	0.336	0.201	4.22347088742188e-93	Cuedc2	0.135
1.32021780868959e-97	0.199809209866398	0.172	0.066	7.31387463835945e-93	1500009C09Rik	0.106
1.62379338138563e-97	-0.350097856678838	0.53	0.666	8.99565295353825e-93	Gm26691	-0.136
2.27887754252508e-97	-0.30814336634692	0.609	0.726	1.26247536978347e-92	Ppm1e	-0.117
4.21932951398896e-97	0.181958303930508	0.099	0.022	2.33746635745474e-92	ENSMUSG00000065922	0.077
4.36410499845112e-97	-0.251334056167388	0.201	0.336	2.41767052809194e-92	Capn2	-0.135
5.62635975345909e-97	0.318778462387691	0.376	0.243	3.1169470398188e-92	Tmem9	0.133
5.77804485591023e-97	-0.277929431747361	0.401	0.542	3.20097906972571e-92	Slc7a14	-0.141
5.82951200241694e-97	0.253962167812679	0.262	0.133	3.22949135421896e-92	Ppp2r1a	0.129
1.39985448927098e-96	-0.333584871481282	0.43	0.57	7.75505388511233e-92	Galnt16	-0.14
3.83290557983612e-96	0.361535827978493	0.5	0.381	2.12339136217341e-91	Hmgb1	0.119
4.38137407978747e-96	-0.274407388820164	0.48	0.62	2.42723742646146e-91	Fbxw4	-0.14
1.31052300954816e-95	-0.28237035534771	0.453	0.597	7.26016642059584e-91	Arhgap39	-0.144
1.55545851454594e-95	0.264094708166521	0.269	0.14	8.61708462473305e-91	Psmd6	0.129
2.06018143236286e-95	0.406216108658487	0.539	0.438	1.1413199117147e-90	Rnf227	0.101
2.19328873172652e-95	-0.281053927810569	0.397	0.544	1.21506002448918e-90	Mgrn1	-0.147
3.20224751481885e-95	-0.238939649563276	0.588	0.722	1.77401310073449e-90	Larp1	-0.134
3.93850004169402e-95	-0.249233501090683	0.778	0.87	2.18188963809807e-90	Smyd3	-0.092
4.22153982706081e-95	0.163650944380502	0.128	0.036	2.33869084879342e-90	Psmb10	0.092
4.85306917138612e-95	0.660652352809752	0.123	0.036	2.68855179025619e-90	Trh	0.087
4.92725879015787e-95	-0.213162734977232	0.933	0.968	2.72965209715956e-90	Cadps	-0.0349999999999999
5.71315063926861e-95	-0.244446768245765	0.822	0.903	3.16502832264841e-90	Fbxl17	-0.0810000000000001
5.85819293128681e-95	0.239583225420099	0.219	0.103	3.24538030200358e-90	Psmd2	0.116
6.85977399596656e-95	0.193601661403943	0.153	0.054	3.80024619602551e-90	H2ax	0.099
8.7803500246596e-95	0.209627373860475	0.188	0.08	4.86422611016117e-90	Pgrmc2	0.108
1.10797060962177e-94	-0.28392468359703	0.579	0.715	6.13804638024365e-90	Fnbp1	-0.136
1.19405934401383e-94	-0.282873956527086	0.37	0.515	6.61496935990223e-90	Snx21	-0.145
2.24800505159862e-94	-0.285625889882224	0.343	0.492	1.24537231853512e-89	Plekhm3	-0.149
2.67782819383135e-94	-0.268901651024889	0.274	0.415	1.48349004110063e-89	Rexo1	-0.141
2.77642184072856e-94	-0.295625098100504	0.487	0.627	1.53810993554521e-89	Rnf157	-0.14
3.17013775585194e-94	-0.276045618644509	0.447	0.583	1.75622461536441e-89	Nipsnap2	-0.136
3.39310264131798e-94	0.275383487025888	0.323	0.195	1.87974493226375e-89	Ssr1	0.128
3.94302230165455e-94	-0.255166729047315	0.351	0.492	2.1843949248936e-89	Zdhhc1	-0.141
4.33394933817108e-94	-0.27543655526391	0.678	0.782	2.40096459385339e-89	Hdac7	-0.104
5.39101284858532e-94	-0.228077239136852	0.89	0.953	2.98656720798778e-89	Mapt	-0.0629999999999999
5.51425449902655e-94	0.31987433092695	0.397	0.268	3.05484184991572e-89	Drap1	0.129
9.69773445779898e-94	0.198872045662432	0.181	0.075	5.37244791227606e-89	Mrpl14	0.106
1.05812884012536e-93	-0.256220182369777	0.372	0.512	5.86192796141048e-89	Slc6a6	-0.14
1.27473993842344e-93	0.384697880814598	0.702	0.606	7.06193178487201e-89	Acp1	0.096
1.51857923204215e-93	0.208503497393393	0.189	0.083	8.41277708759029e-89	Mrpl54	0.106
1.96105432165413e-93	-0.246528099121689	0.521	0.661	1.08640448365317e-88	Cbfa2t2	-0.14
2.32841905017196e-93	0.284276436026944	0.312	0.178	1.28992086960476e-88	Mrps14	0.134
2.79035800955374e-93	0.246059213230774	0.251	0.127	1.54583043371268e-88	Ndufs2	0.124
3.04582225515502e-93	-0.280150473691117	0.585	0.721	1.68735507113333e-88	Pcyt2	-0.136
3.43821127427032e-93	0.294881824051691	0.337	0.206	1.90473466383302e-88	Tbcb	0.131
3.44068738593366e-93	0.165303573567572	0.127	0.041	1.90610640493339e-88	Tmub1	0.086
5.40780858774194e-93	-0.288541165702932	0.383	0.524	2.99587187952316e-88	Rnf180	-0.141
8.20264496223278e-93	0.176830295566479	0.137	0.045	4.54418328262734e-88	Sdhaf4	0.092
8.69568274328413e-93	0.293561299214665	0.338	0.203	4.81732128295198e-88	Blcap	0.135
1.10911474322616e-92	-0.290166987076572	0.384	0.524	6.14438476599862e-88	Ppm1h	-0.14
1.23155109771008e-92	-0.291666375626602	0.413	0.556	6.82266992620409e-88	Map4k4	-0.143
1.94028155585433e-92	0.343960392999229	0.444	0.32	1.07489657912774e-87	Aimp1	0.124
2.09528676802726e-92	-0.276932546393641	0.383	0.526	1.16076791661942e-87	Rab11fip4	-0.143
2.22701119053143e-92	-0.252721618737462	0.229	0.367	1.23374192944251e-87	Crtc1	-0.138
2.82457110022611e-92	0.333978793455607	0.456	0.338	1.56478414381426e-87	Prdx2	0.118
3.20580132898836e-92	-0.230311666973265	0.165	0.285	1.77598187824626e-87	Mthfr	-0.12
4.85881385885389e-92	0.298603129534336	0.321	0.191	2.69173428966647e-87	Prr7	0.13
4.92792851899403e-92	0.219527611576595	0.215	0.101	2.7300231202375e-87	Cib2	0.114
6.02521021658441e-92	-0.214004954762097	0.169	0.302	3.3379062078856e-87	Gm15892	-0.133
9.28636053535869e-92	0.159967906976684	0.124	0.037	5.14455087298336e-87	Med29	0.087
1.31178219168561e-91	-0.201588651988748	0.966	0.983	7.26714216371912e-87	Ctnnd2	-0.017
2.2432603502075e-91	0.333388515295854	0.596	0.51	1.24274380141145e-86	Atxn7l3b	0.086
2.35453207377773e-91	0.213435911625084	0.195	0.087	1.30438722355212e-86	Lsm4	0.108
2.81718527137982e-91	0.194120364942681	0.17	0.069	1.56069246849171e-86	Clptm1l	0.101
3.06550682467789e-91	0.201629350615626	0.171	0.071	1.6982601258033e-86	Unc50	0.1
5.08968528371968e-91	0.161595786417553	0.13	0.043	2.81963475032787e-86	Eif3g	0.087
6.72082702892979e-91	-0.264097806845	0.814	0.883	3.72327096575681e-86	Atxn1	-0.0690000000000001
6.97937988939897e-91	-0.296086149778177	0.459	0.606	3.86650666492813e-86	Lrp8	-0.147
7.00734555613293e-91	0.144642940767928	0.067	0.008	3.88199936464208e-86	Sncg	0.059
1.12419972020355e-90	-0.274087344544402	0.732	0.838	6.22795402995566e-86	Gnaq	-0.106
1.24211439311288e-90	-0.254373169929247	0.33	0.468	6.88118952640602e-86	Zfp821	-0.138
1.26402277058711e-90	-0.232598895799245	0.785	0.873	7.00255974677554e-86	Osbpl9	-0.088
1.51562036236662e-90	0.347401865236074	0.48	0.364	8.39638524547484e-86	Psmc1	0.116
1.56350451195397e-90	0.164790952447189	0.132	0.045	8.6616586457738e-86	Trappc5	0.087
1.71756493884096e-90	0.320124009116907	0.478	0.358	9.51513800468502e-86	Dipk1b	0.12
2.64493428526738e-90	-0.26669446963483	0.365	0.505	1.46526714469528e-85	Arhgef7	-0.14
2.74552124941375e-90	0.259346895368797	0.279	0.153	1.52099131696272e-85	Tmem9b	0.126
2.87966076241313e-90	-0.358835534190881	0.593	0.704	1.59530326576925e-85	Prkca	-0.111
3.20652357585131e-90	-0.303348687282748	0.412	0.551	1.77638199578587e-85	Efr3b	-0.139
3.99513628795769e-90	0.227043081103744	0.214	0.101	2.21326555216568e-85	Degs1	0.113
4.08540048553226e-90	0.309648716844741	0.747	0.726	2.26327101498002e-85	Rtn4	0.021
4.11874540054343e-90	0.343355436477788	0.452	0.329	2.28174376444706e-85	Tsn	0.123
4.16069882856958e-90	-0.2324216588496	0.085	0.182	2.30498554403926e-85	E230001N04Rik	-0.097
4.2035266697796e-90	-0.269820686014203	0.152	0.273	2.3287117397912e-85	Fkbp5	-0.121
5.10329014349485e-90	0.350639018564134	0.518	0.419	2.82717170659471e-85	Ypel3	0.099
5.5012068888828e-90	0.299444267026074	0.368	0.234	3.04761360437218e-85	Tcp1	0.134
5.86913113246182e-90	0.204818735651318	0.184	0.082	3.25143995607252e-85	Sumo3	0.102
6.28874312175009e-90	0.281942595690168	0.342	0.216	3.48390080201833e-85	Ndufs3	0.126
6.8770402641278e-90	-0.280095437607091	0.404	0.546	3.80981153592416e-85	Tiam1	-0.142
7.41261663484013e-90	0.200409629836804	0.168	0.067	4.10651548953509e-85	Cd83	0.101
8.06858367884128e-90	0.324851757566252	0.415	0.287	4.46991467224128e-85	Hsbp1	0.128
8.55982950063037e-90	0.35384771953993	0.526	0.422	4.74205994505422e-85	Eid1	0.104
8.88063679376003e-90	0.225881964239974	0.22	0.103	4.91978397737512e-85	Eid2	0.117
1.19181138052553e-89	0.472349731573205	0.337	0.231	6.60251586697339e-85	Slc24a5	0.106
1.65400572593862e-89	-0.267502916468039	0.453	0.592	9.16302632112735e-85	Foxp1	-0.139
1.84678525399092e-89	0.253320252221986	0.27	0.149	1.02310056285843e-84	Srp19	0.121
1.91075519489174e-89	-0.272288324552999	0.409	0.549	1.05853927041808e-84	Nova2	-0.14
2.00122749542424e-89	0.273240620127342	0.298	0.173	1.10866002019008e-84	Cox17	0.125
2.47932146793095e-89	-0.259723664822405	0.393	0.531	1.37351930001906e-84	Mmp24	-0.138
2.89178956427653e-89	0.224651019502276	0.21	0.101	1.60202250071356e-84	Tubb2b	0.109
3.11523965550719e-89	-0.235997508562342	0.24	0.382	1.72581161675443e-84	Zdhhc8	-0.142
3.11929253394051e-89	-0.283124785605664	0.207	0.341	1.7280568708777e-84	Ypel2	-0.134
3.45648307573923e-89	0.242721769094097	0.237	0.125	1.91485705912878e-84	Ino80b	0.112
3.60659389099202e-89	-0.247023666681645	0.797	0.904	1.99801694967067e-84	Pura	-0.107
3.86940204295585e-89	-0.308282827411945	0.669	0.769	2.14361003777711e-84	Plekha5	-0.1
3.92733380432998e-89	-0.22112384622238	0.935	0.961	2.17570365426077e-84	Dscam	-0.0259999999999999
4.58796831342429e-89	0.176552324228511	0.156	0.06	2.54168856595392e-84	Mrps18c	0.096
5.61751421433872e-89	-0.200230346992556	0.887	0.942	3.11204669960151e-84	Dip2c	-0.0549999999999999
9.20720828573791e-89	-0.278782692512188	0.7	0.806	5.10070131821595e-84	Phf21a	-0.106
1.06449546188547e-88	-0.295198966993935	0.389	0.532	5.89719840929934e-84	Dlgap4	-0.143
1.09378199103225e-88	0.220311929656583	0.2	0.092	6.05944285211958e-84	Taldo1	0.108
