p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	pct_diff
3.11694899157679e-48	-0.18767534042391	0.481	0.582	1.72675857184363e-43	Focad	-0.101
3.19956171004975e-48	-0.176709524665994	0.156	0.242	1.77252519175046e-43	Dtx1	-0.086
3.24739254389421e-48	0.123185738655338	0.106	0.046	1.79902299539195e-43	Yjefn3	0.06
3.44808282675162e-48	0.124889445859927	0.153	0.082	1.91020340519213e-43	Get3	0.071
3.49376259241636e-48	-0.205363408261727	0.375	0.48	1.93550953857274e-43	Ptpn11	-0.105
4.05764128981856e-48	-0.217436693965856	0.634	0.722	2.24789269814658e-43	Rbfox3	-0.088
4.09589772597976e-48	-0.147943704763358	0.28	0.388	2.26908638121553e-43	Wdr20	-0.108
4.23437195980328e-48	-0.190074385818717	0.386	0.494	2.34579972201142e-43	Snd1	-0.108
5.04297919086267e-48	0.14688070301831	0.175	0.096	2.79376004194601e-43	Mrpl58	0.079
5.19522633914571e-48	-0.206483968235412	0.591	0.686	2.87810343962333e-43	Arl15	-0.0950000000000001
5.28763625362905e-48	0.21353218611657	0.758	0.747	2.92929760814796e-43	Gprasp1	0.011
6.88639171836976e-48	-0.183262190480081	0.258	0.362	3.81499214805966e-43	Ccdc57	-0.104
6.9310716514751e-48	-0.189630229996676	0.352	0.459	3.83974438420069e-43	Slc44a1	-0.107
7.40411016822779e-48	-0.186206473796616	0.314	0.421	4.10180299209651e-43	Mcph1	-0.107
8.81518225137e-48	0.142042560985451	0.143	0.076	4.88352281543647e-43	Snrpb2	0.067
9.50859777991758e-48	-0.199154947669628	0.277	0.378	5.26766808409654e-43	Amer2	-0.101
1.01070493568825e-47	-0.177818834226823	0.147	0.231	5.59920427321935e-43	Mapk4	-0.084
1.02202512713586e-47	-0.273622549564805	0.192	0.284	5.66191700181994e-43	Nxn	-0.092
1.04044143369596e-47	-0.187876214468963	0.211	0.301	5.76394149853224e-43	Gm12743	-0.09
1.04959804029599e-47	0.163252859397846	0.232	0.148	5.81466818343573e-43	Lysmd2	0.084
1.09329261255674e-47	-0.161485843447384	0.919	0.958	6.05673174430309e-43	Sgip1	-0.0389999999999999
1.16575357272777e-47	-0.156493234371656	0.238	0.335	6.4581582175546e-43	Klhl26	-0.097
1.19701562237542e-47	-0.267725465114038	0.618	0.7	6.63134684639758e-43	Spock1	-0.082
1.24848696215053e-47	-0.182212076305886	0.352	0.456	6.9164929216177e-43	Tef	-0.104
1.33609188685627e-47	0.120254587929117	0.134	0.066	7.40181544399503e-43	Ak1	0.068
1.3389786878253e-47	-0.277978226855725	0.65	0.715	7.41780803268335e-43	B230303A05Rik	-0.065
1.44824700563922e-47	0.159745932507797	0.191	0.109	8.02314358654072e-43	Lcmt1	0.082
1.73006092001766e-47	-0.166550442626883	0.234	0.327	9.58436449080581e-43	Ntmt1	-0.093
1.84027141112824e-47	-0.137795394378705	0.115	0.191	1.01949195905093e-42	Micall1	-0.076
1.95904772306338e-47	-0.124022887418365	0.114	0.188	1.08529284809988e-42	Abhd2	-0.074
2.11402001970388e-47	-0.16018718872606	0.176	0.263	1.17114595071575e-42	Ss18l1	-0.087
2.37595696302953e-47	-0.177055847311546	0.317	0.421	1.31625639794873e-42	Vps50	-0.104
2.43007638370871e-47	0.242138219068944	0.482	0.396	1.34623801581079e-42	Bmyc	0.086
2.46349323227357e-47	0.119684461370483	0.112	0.053	1.36475061574724e-42	Gstm6	0.059
2.49190514412253e-47	-0.181784911629825	0.319	0.42	1.38049053079244e-42	Tmem259	-0.101
2.54720356664627e-47	0.194288637067484	0.285	0.191	1.41112530388636e-42	Ppp3r1	0.094
2.57577520239986e-47	-0.167975530602809	0.445	0.544	1.4269537043775e-42	Ahcyl1	-0.099
2.73593435759303e-47	0.186873283123148	0.257	0.17	1.51568027476296e-42	Ik	0.087
3.07958891016988e-47	-0.169121420124132	0.22	0.323	1.70606146034501e-42	Mbd6	-0.103
3.29762801794937e-47	0.116743239342694	0.122	0.059	1.82685294566377e-42	9130401M01Rik	0.063
3.43669467922067e-47	-0.200245294279434	0.589	0.683	1.90389448534146e-42	Gabbr2	-0.0940000000000001
3.50077338462849e-47	-0.20407348807224	0.878	0.926	1.93939344735034e-42	Ppp3ca	-0.048
3.86328181205182e-47	-0.154764124027934	0.171	0.258	2.14021949105859e-42	Pias4	-0.087
4.29851852890554e-47	-0.17448695393493	0.553	0.658	2.38133627982838e-42	Brd4	-0.105
4.30245519220101e-47	-0.193357265675633	0.133	0.218	2.38351715192744e-42	Fam189a2	-0.085
4.49960520534725e-47	-0.205104606882218	0.665	0.755	2.49273628771032e-42	Ssbp2	-0.09
4.73948794995454e-47	-0.247520058201425	0.533	0.615	2.62562892939531e-42	Galnt17	-0.082
5.91058879607289e-47	-0.167478458193214	0.168	0.254	3.27440708713642e-42	Tom1	-0.086
6.0668537568093e-47	-0.24849734773206	0.736	0.797	3.36097631273478e-42	Lrrtm3	-0.0610000000000001
6.78197542811551e-47	-0.169347289359654	0.187	0.277	3.75714656742171e-42	Map1s	-0.09
7.31169209706861e-47	-0.176683974160696	0.216	0.312	4.05060430485504e-42	Wipi2	-0.096
7.99902770228728e-47	-0.188186885622046	0.289	0.387	4.43138135679013e-42	Yars	-0.098
9.07036634346749e-47	-0.193537217184482	0.649	0.735	5.02489225061756e-42	Adam23	-0.086
9.55774214391956e-47	-0.153207366464315	0.263	0.36	5.29489357031e-42	Gpr107	-0.097
1.15915839792638e-46	-0.164638801905263	0.245	0.338	6.42162160867234e-42	Hsf1	-0.093
1.16382005761511e-46	-0.181879606930382	0.491	0.597	6.44744673718197e-42	Grik5	-0.106
1.225768058567e-46	-0.171265346822082	0.182	0.272	6.79063246765532e-42	Wdfy1	-0.09
1.39046820831531e-46	-0.172449375723343	0.327	0.427	7.70305482724601e-42	Gtf3c1	-0.1
1.47382708237719e-46	-0.178005239513583	0.252	0.347	8.16485465366142e-42	Tut7	-0.095
1.5249198633118e-46	-0.149388513417433	0.064	0.124	8.44790355076103e-42	Ddo	-0.06
1.60123259823314e-46	0.104755204855589	0.106	0.047	8.87066847095177e-42	Spr	0.059
1.6089500503687e-46	-0.15376354998166	0.296	0.39	8.91342238403757e-42	Psmd9	-0.094
1.67247623890864e-46	-0.178229164455177	0.301	0.398	9.26535111592997e-42	Guf1	-0.097
1.68336320186029e-46	0.240322102082249	0.449	0.366	9.32566380198582e-42	Atp2a2	0.083
1.72423917051775e-46	-0.172681483965987	0.402	0.499	9.55211258075126e-42	Zc3h7a	-0.097
1.76824570786774e-46	0.250638173199516	0.37	0.285	9.79590439701649e-42	Camk2n1	0.085
1.83478029128857e-46	0.186952512959836	0.243	0.156	1.01644993357096e-41	Epdr1	0.087
2.22585847902839e-46	-0.12728481150879	0.099	0.172	1.23310333879694e-41	Foxo3	-0.073
2.35184332396237e-46	-0.177003490214929	0.269	0.372	1.30289768304192e-41	Mettl17	-0.103
2.55981696520313e-46	-0.18309309701143	0.426	0.534	1.41811300055288e-41	Lancl1	-0.108
2.64926163918805e-46	0.223586050562148	0.366	0.274	1.46766445549379e-41	Tmem60	0.092
2.76506285153965e-46	-0.174832638188183	0.297	0.389	1.53181716912445e-41	Mccc1	-0.092
2.76858806882439e-46	0.175735314933114	0.209	0.123	1.53377010424802e-41	Cmpk1	0.086
2.84693221170565e-46	-0.177280663490811	0.435	0.541	1.57717197596282e-41	Rprd2	-0.106
3.18353457740745e-46	-0.170023986580923	0.48	0.587	1.76364632053795e-41	Sympk	-0.107
3.84883395538712e-46	-0.173757504223455	0.329	0.434	2.13221552294491e-41	Mapk14	-0.105
3.98522461320701e-46	0.193603163780808	0.251	0.157	2.20777458347055e-41	Atox1	0.094
4.00512228254082e-46	-0.141065813199085	0.096	0.17	2.21879769330479e-41	Gm44863	-0.074
4.10737889466295e-46	-0.184901319256986	0.268	0.363	2.27544683385433e-41	5330439K02Rik	-0.095
4.49682667294537e-46	-0.195638331866552	0.699	0.807	2.49119700854501e-41	Akap9	-0.108
5.61434044685546e-46	-0.193269815901868	0.229	0.327	3.11028846415345e-41	Zfyve28	-0.098
5.73456736918452e-46	-0.175121802687781	0.343	0.447	3.17689297685453e-41	Elavl1	-0.104
5.77369314227295e-46	0.227890743280913	0.368	0.273	3.19856826388779e-41	Tmem223	0.095
5.83167737506062e-46	-0.179412814189047	0.553	0.652	3.23069094900983e-41	Prelid3a	-0.099
6.9950951067927e-46	-0.171382180112356	0.146	0.224	3.87521273821209e-41	Gm13112	-0.078
7.5482648680332e-46	0.236482104412128	0.474	0.392	4.18166325424171e-41	Mlf2	0.082
8.02823289903007e-46	-0.147310401734583	0.429	0.541	4.44756074373367e-41	Raf1	-0.112
8.13547362706872e-46	-0.174955283034722	0.395	0.502	4.5069710346598e-41	Arhgap35	-0.107
8.5272637448327e-46	-0.183281341052195	0.433	0.54	4.72401884199987e-41	Tasor2	-0.107
9.79122515134444e-46	-0.155048633512117	0.834	0.896	5.42424082159331e-41	Pabpn1	-0.0620000000000001
1.06310036940269e-45	0.210213928015326	0.836	0.817	5.88946973645398e-41	A230006K03Rik	0.019
1.17986260419848e-45	-0.198854829383042	0.315	0.414	6.53632084099914e-41	Ildr2	-0.099
1.236622717859e-45	-0.161711365273013	0.74	0.825	6.85076619466708e-41	Scmh1	-0.085
1.2458380895061e-45	-0.236293734857213	0.361	0.457	6.90181843205483e-41	Frmpd3	-0.096
1.27952988161961e-45	-0.178276258190453	0.281	0.378	7.08846759118445e-41	Tsc22d4	-0.097
1.33169695753866e-45	-0.162806279471894	0.243	0.338	7.37746797506843e-41	Wdfy2	-0.095
1.40162712879128e-45	-0.151586599711523	0.942	0.959	7.7648741307908e-41	Nav3	-0.017
1.45914358942878e-45	-0.155911554563324	0.235	0.32	8.08350957107652e-41	Aagab	-0.085
1.52944250084562e-45	-0.180076667596906	0.3	0.401	8.47295851043463e-41	Kif3c	-0.101
1.5509341902242e-45	0.222895817554408	0.438	0.362	8.59202032042306e-41	Tm2d1	0.076
1.58397538280633e-45	-0.210389771555923	0.535	0.63	8.77506522320877e-41	Ptpro	-0.095
1.75579202007187e-45	-0.191072572026896	0.542	0.65	9.72691221199616e-41	Cep350	-0.108
1.77091825651739e-45	-0.208954596907377	0.478	0.581	9.8107100492807e-41	Vwa5b2	-0.103
2.05686793519879e-45	0.13002816726782	0.146	0.077	1.13948426742078e-40	Agpat1	0.069
2.11953599720322e-45	-0.111114119788174	0.06	0.121	1.17420174709061e-40	Gm38157	-0.061
2.20953633527657e-45	-0.172342441056291	0.334	0.433	1.22406103437987e-40	Dicer1	-0.099
2.31270749496118e-45	-0.167437387007525	0.586	0.688	1.28121682513355e-40	Arhgef12	-0.102
2.46022834326214e-45	-0.163556570451286	0.165	0.249	1.36294189988379e-40	Rin2	-0.084
2.74804578098717e-45	-0.134675468333077	0.103	0.177	1.52238988220908e-40	Rad18	-0.074
2.82259863000948e-45	-0.199094301636906	0.338	0.437	1.56369141503895e-40	Mboat2	-0.099
2.98087864094384e-45	0.2314394607936	0.487	0.405	1.65137695829648e-40	Ube2v2	0.082
3.18262177428476e-45	-0.169303118946939	0.139	0.221	1.76314063673601e-40	Etv6	-0.082
3.56126449075745e-45	-0.182365408355306	0.357	0.459	1.97290491523472e-40	Evi5l	-0.102
3.60403224873048e-45	0.117417493682298	0.087	0.034	1.9965978254742e-40	Pigbos1	0.053
3.65304986392124e-45	0.150113222554352	0.216	0.138	2.02375309411373e-40	Psmb7	0.078
3.68687081917201e-45	-0.175880721520909	0.674	0.769	2.0424895651131e-40	Ulk2	-0.095
3.99322337017707e-45	-0.212063915644346	0.279	0.371	2.2122058148444e-40	Ppp1r1a	-0.092
4.27914195958794e-45	-0.16858792958541	0.121	0.198	2.37060185419213e-40	Rai2	-0.077
4.70112849278977e-45	-0.159819198593736	0.263	0.361	2.6043781737206e-40	Cherp	-0.098
5.08217364585035e-45	-0.167911707541714	0.233	0.326	2.81547337806463e-40	Grk3	-0.093
5.62386731123803e-45	-0.171253845958099	0.375	0.472	3.11556625175275e-40	Dazap1	-0.097
5.6830049498329e-45	-0.179313855939333	0.501	0.602	3.14832791215793e-40	Srr	-0.101
6.04161953377825e-45	-0.180632362889205	0.347	0.447	3.34699680551781e-40	Ddx55	-0.1
6.61624970371618e-45	-0.161186944957893	0.173	0.258	3.66533617336173e-40	Zfp61	-0.085
6.93716676414278e-45	-0.183664970068096	0.287	0.382	3.84312101566746e-40	Slc22a23	-0.095
7.38184499041154e-45	0.241100535456593	0.448	0.375	4.08946830623809e-40	Atp6v1g2	0.073
7.57632208831876e-45	0.258672765992004	0.471	0.396	4.19720667370771e-40	Atp6ap1	0.075
7.66986760258445e-45	-0.181375805630289	0.699	0.773	4.24902995315576e-40	Atp8a1	-0.0740000000000001
7.95124655761415e-45	-0.163436957141874	0.235	0.327	4.40491108045266e-40	Tmem131l	-0.092
9.23603822133377e-45	-0.182736179196459	0.487	0.583	5.1166728142367e-40	Elavl3	-0.096
9.38192507512388e-45	0.1448248049518	0.169	0.095	5.19749267236788e-40	Supt4a	0.074
9.48700930653732e-45	-0.169075604425879	0.164	0.251	5.25570828572861e-40	Aarsd1	-0.087
9.67370652270018e-45	-0.194953164690831	0.458	0.562	5.35913667651067e-40	Map6	-0.104
1.11547292480295e-44	0.369695348370946	0.396	0.319	6.17960845611588e-40	Tmem243	0.077
1.18802600691757e-44	0.103107627405986	0.101	0.046	6.58154527572267e-40	Znhit3	0.055
1.19047005368213e-44	0.144750211075591	0.109	0.051	6.59508505039363e-40	Krt10	0.058
1.19065247357312e-44	-0.16621791665307	0.32	0.423	6.59609563834773e-40	Tmem63c	-0.103
1.22149523020534e-44	-0.170179241548567	0.627	0.727	6.76696142581456e-40	Ppp1r12a	-0.1
1.26816259752382e-44	-0.223582074112495	0.459	0.559	7.02549397402222e-40	Dgkg	-0.1
1.35925293624968e-44	0.214099004582443	0.228	0.144	7.53012534152959e-40	Hpcal1	0.084
1.38272038928847e-44	-0.203950382352692	0.538	0.628	7.66013268461919e-40	Pde8b	-0.09
1.41346771468382e-44	-0.190698182748566	0.596	0.694	7.83046979257688e-40	Stk38	-0.098
1.47006876896986e-44	0.180011786765302	0.28	0.192	8.14403397321614e-40	G6pc3	0.088
1.4904774894624e-44	-0.153240847569651	0.295	0.403	8.25709624387272e-40	Zc3h7b	-0.108
1.53410346732886e-44	-0.188342005809978	0.629	0.724	8.49877979865516e-40	A930017M01Rik	-0.095
1.53633629667358e-44	-0.210039272023441	0.39	0.493	8.51114944994197e-40	Abhd17b	-0.103
1.58734900409887e-44	-0.177071734054235	0.554	0.656	8.79375474780735e-40	Fbxo10	-0.102
1.77915507877587e-44	-0.25054179454677	0.448	0.544	9.85634122091043e-40	Elmo1	-0.096
1.90384821632542e-44	-0.185910114501469	0.212	0.303	1.05471287336212e-39	Garem1	-0.091
1.9410074105925e-44	-0.145452102944289	0.164	0.24	1.07529869539414e-39	Gm42583	-0.076
2.22039667651492e-44	-0.154136049572065	0.348	0.444	1.2300775548225e-39	Qtrt1	-0.096
2.24093115342963e-44	-0.198127550890167	0.592	0.697	1.24145344968848e-39	Ube3c	-0.105
2.27059195685841e-44	-0.191205302517689	0.749	0.828	1.25788523817999e-39	Hivep2	-0.079
2.29954512230218e-44	-0.164377761563344	0.244	0.34	1.27392500230418e-39	Speg	-0.096
2.45556077076972e-44	-0.143142615491643	0.237	0.327	1.36035611139871e-39	Ap3s2	-0.09
2.69223660292786e-44	-0.181432297518623	0.394	0.495	1.49147215565601e-39	Flot2	-0.101
2.90086420808624e-44	0.242432769838103	0.399	0.303	1.6070497626377e-39	Gtf2h5	0.096
2.93088395903997e-44	-0.182560605520967	0.381	0.488	1.62368040446856e-39	Mark2	-0.107
3.16135099498752e-44	-0.159844042605446	0.266	0.362	1.75135683771313e-39	Avl9	-0.096
3.52465591315293e-44	-0.18065450178605	0.506	0.599	1.95262412932759e-39	Bbs9	-0.093
3.71977284617002e-44	-0.137745064238838	0.086	0.154	2.06071695904973e-39	Zfp516	-0.068
3.86324233501861e-44	-0.216048158036666	0.327	0.421	2.14019762117696e-39	Baiap2	-0.094
4.2204333610077e-44	-0.159380060559503	0.879	0.924	2.33807787766465e-39	Eml6	-0.045
4.31148967867377e-44	-0.178203089998562	0.408	0.507	2.38852216708848e-39	Gramd1b	-0.099
4.38389017120922e-44	-0.13518933674297	0.117	0.191	2.4286313159482e-39	Prdm11	-0.074
4.71157300004568e-44	-0.174423462779914	0.275	0.367	2.61016432629531e-39	Mphosph9	-0.092
4.80129805811244e-44	0.184299597976991	0.207	0.13	2.65987111121371e-39	Vbp1	0.077
5.01415461679759e-44	-0.174535687616842	0.704	0.799	2.7777915161597e-39	Nsd3	-0.0950000000000001
5.25284884077206e-44	0.242071873632797	0.45	0.371	2.91002572929931e-39	Minar2	0.079
5.58177251575979e-44	-0.149168876907895	0.107	0.181	3.09224615600577e-39	Gm12216	-0.074
5.65916312815676e-44	-0.194511509418799	0.501	0.602	3.13511978136756e-39	Ppp2r5c	-0.101
5.73409483127277e-44	-0.139533710894374	0.096	0.168	3.1766311955768e-39	Cables1	-0.072
6.49079876611276e-44	-0.14459436278852	0.708	0.785	3.59583760843881e-39	Rbm26	-0.0770000000000001
7.98894697830086e-44	-0.187599419938384	0.372	0.466	4.42579673650889e-39	Pde4a	-0.094
8.18883279807859e-44	-0.167890399636822	0.419	0.513	4.53653148180756e-39	Rap1gap	-0.094
8.35259639080648e-44	-0.187817982170934	0.558	0.65	4.62725487454288e-39	Cacnb4	-0.092
9.81820275766893e-44	-0.146470706404061	0.42	0.519	5.43918614572101e-39	Rlf	-0.099
9.84270015135155e-44	-0.165274146730226	0.193	0.279	5.45275745684725e-39	Cnot8	-0.086
1.13567574469436e-43	-0.169032367199264	0.552	0.65	6.29153005803228e-39	Acadsb	-0.098
1.1550532428021e-43	0.138182690226518	0.146	0.078	6.39887945979935e-39	Ssr3	0.068
1.15535058239432e-43	0.363699395185882	0.084	0.034	6.40052669140628e-39	Tac2	0.05
1.24566034537544e-43	0.151375041995548	0.185	0.109	6.90083374734542e-39	Hexb	0.076
1.27294108870006e-43	0.128435429029456	0.153	0.088	7.05196633728944e-39	Them6	0.065
1.32302655435869e-43	-0.145930778801369	0.195	0.285	7.32943480849169e-39	Cxadr	-0.09
1.34088545758752e-43	0.198960353520793	0.122	0.063	7.42837134648908e-39	H1f2	0.059
1.44836747580474e-43	-0.143400280113572	0.114	0.189	8.02381097921066e-39	Uck2	-0.075
1.46389732498168e-43	-0.246249046304492	0.376	0.465	8.10984479066603e-39	Galnt18	-0.089
1.47479163148794e-43	-0.168884683293574	0.678	0.763	8.17019815928002e-39	Jakmip2	-0.085
1.66438390369488e-43	-0.178472379517751	0.618	0.717	9.22052038807924e-39	Atp9a	-0.099
1.73514707603917e-43	-0.170664830607229	0.416	0.523	9.6125412865494e-39	Tbc1d23	-0.107
1.76733294147357e-43	-0.199691401151143	0.554	0.645	9.79084776246943e-39	Mllt3	-0.091
1.83607245079939e-43	-0.122245356296377	0.94	0.962	1.01716577701836e-38	5330434G04Rik	-0.022
1.96896078680053e-43	0.216643800814394	0.358	0.277	1.09078458627963e-38	Rac3	0.081
2.26316556568921e-43	0.160685051961151	0.246	0.165	1.25377109173617e-38	Eif3m	0.081
2.29721348088155e-43	-0.171263389434572	0.352	0.457	1.27263329627357e-38	Fbxw11	-0.105
2.39048016070507e-43	-0.157289165380967	0.209	0.296	1.324302104229e-38	Inpp5a	-0.087
2.52280544329821e-43	-0.20503138919405	0.231	0.317	1.39760898753277e-38	Myrip	-0.086
2.62090660534974e-43	-0.174406919491372	0.401	0.5	1.4519560502977e-38	Stx5a	-0.099
2.72676645200139e-43	0.241740996204129	0.519	0.454	1.51060134674425e-38	St13	0.065
2.79465949998165e-43	0.108386273166292	0.111	0.052	1.54821341639483e-38	Mrps23	0.059
2.98128329314092e-43	0.300036743505606	0.268	0.202	1.65160113156714e-38	Gm19710	0.066
3.22424228903232e-43	-0.156091116071938	0.155	0.24	1.78619798570102e-38	Dcun1d3	-0.085
3.69480797461719e-43	-0.211292412541904	0.9	0.921	2.04688666985818e-38	Dab1	-0.021
3.77696852927355e-43	-0.158868346540962	0.194	0.281	2.09240279553225e-38	Nhlrc2	-0.087
3.78521762105816e-43	-0.285573575413927	0.627	0.702	2.09697270989001e-38	Sorcs3	-0.075
3.87682357924325e-43	-0.155907002017921	0.334	0.435	2.14772149466497e-38	Fam193b	-0.101
3.89067708390113e-43	-0.149687673189494	0.283	0.383	2.15539619771039e-38	Tulp3	-0.1
4.75827612611821e-43	0.19932761157376	0.341	0.252	2.63603739110823e-38	Stip1	0.089
4.88076377420697e-43	0.198437447837213	0.26	0.172	2.70389432327292e-38	Tmem256	0.088
5.45376994483102e-43	-0.141033016304811	0.874	0.923	3.02133401173694e-38	Kansl1	-0.049
5.59935750125908e-43	0.122796686033593	0.142	0.076	3.10198806212252e-38	Cygb	0.066
5.68342837957013e-43	-0.139250252801954	0.124	0.196	3.14856248799805e-38	Llgl1	-0.072
5.81555240712124e-43	-0.205616687810333	0.316	0.411	3.22175787802109e-38	Plxna2	-0.095
6.09250309816172e-43	0.305722441935491	0.243	0.165	3.37518579135061e-38	Ecel1	0.078
6.28229740904137e-43	-0.181977670678021	0.752	0.821	3.48032994163483e-38	Otud7a	-0.069
6.45438876068817e-43	0.189684571950057	0.324	0.24	3.57566682953364e-38	Sdf4	0.084
6.83346207470648e-43	0.224596705005208	0.501	0.435	3.78566965476664e-38	Sars	0.066
6.83714168551624e-43	-0.171945009403166	0.278	0.373	3.78770812235914e-38	Plekha7	-0.095
7.57887230266457e-43	-0.15759208655577	0.29	0.392	4.19861946695314e-38	Tle2	-0.102
7.77316957959306e-43	-0.138824311538514	0.123	0.201	4.30625821539876e-38	Tbc1d22a	-0.078
8.97456664795787e-43	-0.203572135197745	0.247	0.343	4.97182017730218e-38	Tmem164	-0.096
9.87427177694025e-43	-0.149591738610319	0.538	0.63	5.47024782170713e-38	Ccny	-0.092
1.09281327835433e-42	-0.169001490052018	0.429	0.53	6.05407628075514e-38	Stk19	-0.101
1.14519817263e-42	-0.101867871396546	0.659	0.751	6.34428335655294e-38	Gbf1	-0.092
1.17819453053274e-42	-0.154798595314918	0.174	0.26	6.52707987969832e-38	Usp28	-0.086
1.20567840708657e-42	-0.170251691458846	0.094	0.163	6.67933780741886e-38	Usp51	-0.069
1.2304620381417e-42	0.21758394880048	0.353	0.268	6.81663664510121e-38	Atp1a1	0.085
1.2745753722482e-42	-0.174416403998909	0.587	0.68	7.06102010471778e-38	Scn8a	-0.0930000000000001
1.31096196086441e-42	-0.176928141512735	0.352	0.452	7.26259816699273e-38	Usp13	-0.1
1.33577076076495e-42	-0.159825329615723	0.464	0.563	7.40003643756176e-38	Mapk1	-0.0989999999999999
1.41527547673438e-42	0.109415818550306	0.112	0.053	7.84048461356079e-38	Cyb5r3	0.059
1.46174099073363e-42	-0.197027500911384	0.545	0.641	8.09789891456522e-38	Ankrd24	-0.096
1.46941853369792e-42	0.222830121932862	0.539	0.48	8.1404317348331e-38	Gdi1	0.0590000000000001
1.63401148562193e-42	0.224717814305626	0.18	0.11	9.05226022919691e-38	Gm32031	0.07
1.65598392099377e-42	0.203845532416701	0.812	0.784	9.17398532391338e-38	Ptprn	0.028
1.94747061183044e-42	-0.138568659721459	0.153	0.228	1.07887924424795e-37	Bcar1	-0.075
2.00433376210167e-42	-0.157265694820743	0.236	0.322	1.1103808608667e-37	Tmem169	-0.086
2.23414993605059e-42	0.220957178292705	0.377	0.298	1.23769672307267e-37	Mrps33	0.079
2.23664522391098e-42	0.220976189839748	0.416	0.338	1.23907908759444e-37	Chordc1	0.078
2.4957517277485e-42	0.160343905922821	0.208	0.134	1.38262149965539e-37	Arpc5	0.074
2.52433176633151e-42	-0.174703165457942	0.323	0.426	1.39845455522999e-37	Fktn	-0.103
2.73787619759443e-42	-0.172870415917917	0.239	0.339	1.51675603470534e-37	Arrb1	-0.1
2.80345628118215e-42	-0.154955759173446	0.223	0.306	1.5530867452121e-37	Stimate	-0.083
2.94253255704723e-42	-0.175249902869735	0.253	0.343	1.63013361127859e-37	Hip1	-0.09
2.98561089443225e-42	0.144602834625282	0.193	0.12	1.65399857940652e-37	Tmem106c	0.073
3.01008710470272e-42	-0.161526161147216	0.377	0.476	1.66755815513426e-37	Orc2	-0.099
3.11266695106184e-42	-0.132313681871884	0.129	0.203	1.72438636421875e-37	Sirt6	-0.074
3.43085127110221e-42	-0.152258780031042	0.223	0.309	1.90065729567791e-37	Dhx32	-0.086
3.46606500264203e-42	-0.127570985162486	0.098	0.162	1.92016535081366e-37	Myh9	-0.064
3.56869640342432e-42	0.186941826258411	0.329	0.243	1.97702212053304e-37	Ap1s1	0.086
3.65226183634744e-42	-0.154377069081104	0.289	0.389	2.02331653471812e-37	Rps6ka5	-0.1
4.15810281954394e-42	0.156743471605692	0.246	0.165	2.30354738099915e-37	Txn2	0.081
4.22056106730312e-42	-0.181178979817049	0.365	0.465	2.33814862567526e-37	Mta3	-0.1
4.64315843934045e-42	-0.20050997095231	0.608	0.693	2.57226334381022e-37	Tnr	-0.085
4.93641757016104e-42	-0.163834707514129	0.564	0.651	2.73472596969351e-37	Stxbp1	-0.0870000000000001
6.22790117639808e-42	-0.213786930136092	0.808	0.861	3.45019497271277e-37	Unc5c	-0.0529999999999999
6.57396051521538e-42	-0.205155256916509	0.76	0.815	3.64190838582417e-37	Prickle1	-0.0549999999999999
7.13623963203836e-42	-0.162009442401371	0.482	0.577	3.95340539375293e-37	Mark3	-0.095
7.20490627678273e-42	-0.163058236581628	0.246	0.339	3.99144602827486e-37	Poldip3	-0.093
8.6856816842129e-42	-0.144027300410318	0.237	0.321	4.8117807962371e-37	Gnpat	-0.084
8.94964613246957e-42	-0.158286265759536	0.24	0.331	4.95801446092682e-37	Cbx6	-0.091
9.95800377650007e-42	-0.184992323198818	0.928	0.958	5.51663451214327e-37	Celf2	-0.0299999999999999
1.02430376444979e-41	-0.147169878916466	0.22	0.308	5.67454042467541e-37	Zfp746	-0.088
1.05791752647726e-41	0.133030426886835	0.157	0.088	5.86075730493138e-37	Sar1a	0.069
1.081486343257e-41	-0.178206878921965	0.284	0.379	5.99132619300945e-37	Narf	-0.095
1.12710737133688e-41	-0.259277469277392	0.954	0.971	6.24406212646918e-37	Kcnip4	-0.017
1.18979590389406e-41	-0.187470371096656	0.311	0.403	6.5913503279827e-37	Iqsec3	-0.092
1.2633048043383e-41	-0.196428776699749	0.294	0.394	6.99858228555376e-37	Patj	-0.1
1.42829353295944e-41	0.185360010603798	0.28	0.192	7.91260334324198e-37	Cadm4	0.088
1.47468870426698e-41	-0.2360282760131	0.436	0.523	8.16962795276864e-37	Kcnd3	-0.087
1.53280085457891e-41	-0.113609254369912	0.104	0.174	8.49156345428172e-37	Cpsf4	-0.07
1.63950357269553e-41	-0.173453130662088	0.292	0.388	9.08268584237599e-37	Hdac4	-0.096
1.64274914198145e-41	-0.185518768780213	0.181	0.261	9.10066597166305e-37	Sorcs2	-0.08
1.75180314844903e-41	-0.145813256702339	0.136	0.21	9.7048142620928e-37	Dzip1l	-0.074
1.91726575941691e-41	-0.174254855918779	0.416	0.512	1.06214605805938e-36	Sh3glb1	-0.096
2.03970311054883e-41	0.187982829790111	0.339	0.252	1.12997512621295e-36	Chmp4b	0.087
2.3566071435849e-41	-0.135709802981474	0.315	0.412	1.3055367914746e-36	Rnpep	-0.097
2.4139087484016e-41	-0.154442962177074	0.253	0.34	1.337281307527e-36	Dgat1	-0.087
2.62686141083059e-41	-0.176457555985829	0.713	0.832	1.45525495298604e-36	Tro	-0.119
2.86040685635705e-41	-0.159383304683491	0.129	0.207	1.58463679435324e-36	Zadh2	-0.078
