gene	Identity	comparison	adj_pval	p_val	pct.1	pct.2	avg_log2FC	p_val_adjusted	pvalue_for_calc
Noct	Crabp1.Nfib.Six3.Hmx2.HY1	adlib_vs_fast	1	0.308121613968071	0.146	0.074	0.218184838463904	1	1
Homer1	Crabp1.Nfib.Six3.Hmx2.HY1	adlib_vs_fast	1	0.371463748939898	0.115	0.185	-0.186970881227716	1	1
Junb	Crabp1.Nfib.Six3.Hmx2.HY1	adlib_vs_fast	1	0.753136521593176	0.094	0.111	-0.0891245456643048	1	1
Fbxo33	Ebf1.Nkx2-4.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.326928865220498	0.053	0.125	-0.386383528870393	1	1
Noct	Ebf1.Nkx2-4.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.369779084169052	0.053	0.125	-0.218374687786164	1	1
Homer1	Ebf1.Nkx2-4.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.672191292988715	0.158	0.188	-0.228708467032356	1	1
Homer1	Qrfpr.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.232189752009937	0.356	0.298	0.171733153686598	1	1
Noct	Qrfpr.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.613707000294949	0.178	0.234	0.0737058765485577	1	1
1700016P03Rik	Qrfpr.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.798600308694145	0.24	0.255	0.311732338114688	1	1
Fbxo33	Qrfpr.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.823505219031301	0.233	0.255	0.03784662051165	1	1
1700016P03Rik	Pmaip1.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.000218191371687716	0	0.571	-0.908424328548929	0.179135116155615	0.179135116155615
Gem	Pmaip1.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.0906024670029111	0	0.143	-0.612775717335003	1	1
Nfkbiz	Pmaip1.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.0906024670029111	0	0.143	-0.201926903322723	1	1
Fbxo33	Pmaip1.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.251243466324121	0.182	0	0.49983940014123	1	1
Noct	Pmaip1.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.384391670054146	0.045	0.143	-0.784998602454517	1	1
Fos	Pmaip1.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.450936129712403	0.045	0.143	-0.146066836373907	1	1
Egr1	Pmaip1.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.450936129712403	0.045	0.143	-0.0150341878500644	1	1
Homer1	Pmaip1.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.627555993522824	0.227	0.429	0.0894124118522079	1	1
Btg2	Pmaip1.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.966105002773568	0.136	0.143	0.0962717788825038	1	1
Sik1	Postn.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.135430476124891	0.044	0.167	-0.158195192860931	1	1
Junb	Postn.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.148643354018045	0.111	0	0.254550422528333	1	1
1700016P03Rik	Postn.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.536552536915951	0.111	0.167	-0.116154465564737	1	1
Fbxo33	Postn.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.573163204959903	0.156	0.222	0.00518555378722041	1	1
Homer1	Postn.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.640118100777423	0.311	0.222	0.109663973437319	1	1
Btg2	Postn.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.698366463435689	0.156	0.111	0.0119105346083731	1	1
Nr4a1	Postn.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.753781423057362	0.089	0.111	-0.0343466580572526	1	1
Noct	Postn.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.990458656365226	0.156	0.167	0.0490016101556752	1	1
Sik1	Sstr1.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.00248341915661712	0.064	0.19	-0.231756325290911	1	1
Btg2	Sstr1.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.00566329280757649	0.029	0.114	-0.203778168394327	1	1
Fbxo33	Sstr1.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.0196134849228993	0.17	0.304	-0.219117324762581	1	1
1700016P03Rik	Sstr1.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.106488618904892	0.123	0.203	-0.301923329644589	1	1
Gem	Sstr1.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.120439684082007	0.117	0.19	-0.196155796226664	1	1
Homer1	Sstr1.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.18964449967228	0.158	0.228	-0.0732767130485315	1	1
Noct	Sstr1.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.52002238302542	0.117	0.152	-0.0183555698712405	1	1
Fbxo33	Penk.Arx.Six6.HY1	adlib_vs_fast	1	0.0253472959709437	0.187	0.394	-0.244922665124961	1	1
Junb	Penk.Arx.Six6.HY1	adlib_vs_fast	1	0.243466052455196	0.127	0.061	0.498759288198629	1	1
Homer1	Penk.Arx.Six6.HY1	adlib_vs_fast	1	0.289514627142545	0.224	0.152	0.383986195256782	1	1
Noct	Penk.Arx.Six6.HY1	adlib_vs_fast	1	0.827209035827976	0.104	0.091	0.0753076955782045	1	1
1700016P03Rik	Penk.Arx.Six6.HY1	adlib_vs_fast	1	0.970924366067117	0.112	0.121	0.291582006277193	1	1
Noct	Shox2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.015649040364811	0.032	0.171	-0.41730456055922	1	1
Homer1	Shox2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.0808974217861364	0.145	0.286	-0.318339291898995	1	1
Fbxo33	Shox2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.275896471408207	0.226	0.143	0.278017046595626	1	1
1700016P03Rik	Shox2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.441275430815395	0.129	0.2	-0.072861413501928	1	1
Fbxo33	Meis2.Adora2a.Crym.Ppp1r1b.HY2	adlib_vs_fast	1	0.0527621857169321	0.212	0.429	-0.392821771205669	1	1
1700016P03Rik	Meis2.Adora2a.Crym.Ppp1r1b.HY2	adlib_vs_fast	1	0.154885392003406	0.212	0.381	-0.438061169269633	1	1
Noct	Meis2.Adora2a.Crym.Ppp1r1b.HY2	adlib_vs_fast	1	0.177992148086566	0.227	0.095	0.269096658151936	1	1
Junb	Meis2.Adora2a.Crym.Ppp1r1b.HY2	adlib_vs_fast	1	0.266913982376889	0.258	0.143	0.393342948686928	1	1
Homer1	Meis2.Adora2a.Crym.Ppp1r1b.HY2	adlib_vs_fast	1	0.402279989101701	0.47	0.429	0.293696182674017	1	1
Nr4a1	Meis2.Adora2a.Crym.Ppp1r1b.HY2	adlib_vs_fast	1	0.679363618309329	0.197	0.238	-0.0569976321976048	1	1
Btg2	Meis2.Adora2a.Crym.Ppp1r1b.HY2	adlib_vs_fast	1	0.753963498442846	0.121	0.095	0.0367747049524423	1	1
Sik1	Gal.Zic1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.0221810383693638	0.053	0.231	-0.388045172791731	1	1
Fos	Gal.Zic1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.160525759517045	0.137	0	0.358809434401675	1	1
Noct	Gal.Zic1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.359650675800944	0.147	0.231	-0.247574201050358	1	1
1700016P03Rik	Gal.Zic1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.538757578836395	0.137	0.077	0.2824164241906	1	1
Fbxo33	Gal.Zic1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.594582603473516	0.305	0.231	0.13228628600413	1	1
Homer1	Gal.Zic1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.974945157662874	0.137	0.154	0.0530739073934793	1	1
Fbxo33	Ebf3.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.00133823499002632	0.134	0.293	-0.363479321946408	1	1
1700016P03Rik	Ebf3.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.00436958330369478	0.144	0.293	-0.309829488593242	1	1
Nr4a1	Ebf3.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.14527724202186	0.07	0.122	-0.175729369055055	1	1
Noct	Ebf3.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.210611440604022	0.154	0.22	-0.101033665203719	1	1
Homer1	Ebf3.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.390448707908336	0.139	0.183	-0.0545545255127844	1	1
Gem	Gpr50.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.08269803115416	0.062	0.176	-0.342566130843029	1	1
Homer1	Gpr50.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.393195981715029	0.227	0.118	0.0904206389743095	1	1
Fbxo33	Gpr50.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.533719554069335	0.309	0.353	-0.112868687383713	1	1
Junb	Gpr50.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.586808022127837	0.103	0.059	0.443636827488454	1	1
Noct	Gpr50.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.80748221335635	0.144	0.118	0.0837760078301693	1	1
1700016P03Rik	Gpr50.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	1	0.186	0.176	0.0318400575731606	1	1
Junb	Vcan.Bcl11b.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.0234430403322117	0.221	0.065	0.410554441523973	1	1
Fbxo33	Vcan.Bcl11b.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.0276158686492098	0.163	0.348	-0.267949967790789	1	1
Sik1	Vcan.Bcl11b.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.0497768010051994	0.035	0.13	-0.118718492374662	1	1
Nr4a3	Vcan.Bcl11b.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.0986670092676024	0.035	0.109	-0.0325190776157521	1	1
Homer1	Vcan.Bcl11b.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.623909674901273	0.326	0.326	0.311360930987272	1	1
Noct	Vcan.Bcl11b.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.736010100881465	0.105	0.087	0.0608876291090203	1	1
1700016P03Rik	Vcan.Bcl11b.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.78728465874817	0.174	0.196	-0.0178316750812827	1	1
Noct	Pomc.Tmem215.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.116125744851049	0.14	0.033	0.244009073213216	1	1
Sik1	Pomc.Tmem215.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.622561721679742	0.07	0.1	-0.101086670040493	1	1
1700016P03Rik	Pomc.Tmem215.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.80264947217069	0.123	0.1	0.0060440649837083	1	1
Homer1	Pomc.Tmem215.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.911004701476118	0.333	0.333	0.0723375710823242	1	1
Fbxo33	Pomc.Tmem215.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.911043441922511	0.14	0.133	0.0577526524904577	1	1
Homer1	Sst.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.00488523166300432	0.096	0.391	-0.468112147610709	1	1
Noct	Sst.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.0191375134216148	0.154	0.391	-0.618550287067074	1	1
1700016P03Rik	Sst.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.0300572043845278	0.096	0.304	-0.253294851921448	1	1
Junb	Sst.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.0521863723829548	0.038	0.174	-0.244456044600278	1	1
Gem	Sst.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.0625053639766084	0.077	0.217	-0.391788853561019	1	1
Fbxo33	Sst.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.392417337739869	0.173	0.261	-0.255015813819086	1	1
Nr4a1	Foxd2.Otx1.HY10.HY2	adlib_vs_fast	1	0.0343665085934872	0.026	0.129	-0.251492162619288	1	1
1700016P03Rik	Foxd2.Otx1.HY10.HY2	adlib_vs_fast	1	0.0523408125343867	0.064	0.194	-0.207125092172016	1	1
Noct	Foxd2.Otx1.HY10.HY2	adlib_vs_fast	1	0.296919252235115	0.115	0.194	-0.0765294182779342	1	1
Fbxo33	Foxd2.Otx1.HY10.HY2	adlib_vs_fast	1	0.449114350307539	0.154	0.226	-0.125509659634695	1	1
Homer1	Foxd2.Otx1.HY10.HY2	adlib_vs_fast	1	0.714447870115349	0.231	0.194	0.101225581604527	1	1
1700016P03Rik	Gm30382.Il1rapl2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.0588754791801399	0.228	0.067	0.241299908712237	1	1
Junb	Gm30382.Il1rapl2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.347743264933066	0.109	0.167	-0.116439682009352	1	1
Fbxo33	Gm30382.Il1rapl2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.354140282453066	0.178	0.233	-0.239078165419766	1	1
Homer1	Gm30382.Il1rapl2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.576343610706601	0.277	0.3	-0.142358032987228	1	1
Noct	Gm30382.Il1rapl2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.885673440033232	0.198	0.167	-0.0636242946526585	1	1
1700016P03Rik	C1ql1.Gad2.Arx.HY1	adlib_vs_fast	1	0.218812806141694	0.167	0.333	-0.179495331757306	1	1
Fos	C1ql1.Gad2.Arx.HY1	adlib_vs_fast	1	0.225458425709742	0.024	0.111	-0.186701510051212	1	1
Nfkbiz	C1ql1.Gad2.Arx.HY1	adlib_vs_fast	1	0.254837534411436	0.024	0.111	-0.0278974030175351	1	1
Fbxo33	C1ql1.Gad2.Arx.HY1	adlib_vs_fast	1	0.344156575773417	0.286	0.444	-0.358867255830545	1	1
Sik1	C1ql1.Gad2.Arx.HY1	adlib_vs_fast	1	0.508739709654269	0.119	0.222	-0.0469201678205467	1	1
Junb	C1ql1.Gad2.Arx.HY1	adlib_vs_fast	1	0.524696601658392	0.048	0.111	-0.00130499372808307	1	1
Noct	C1ql1.Gad2.Arx.HY1	adlib_vs_fast	1	0.653527195216473	0.143	0.222	0.0375885771020499	1	1
Homer1	C1ql1.Gad2.Arx.HY1	adlib_vs_fast	1	0.93657128109238	0.5	0.444	0.00602232517273305	1	1
Gem	Lhx8.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.300916177620496	0.03	0.105	-0.119493382717568	1	1
Noct	Lhx8.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.583683530014223	0.091	0.158	-0.0067595307228559	1	1
1700016P03Rik	Lhx8.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.653858020078662	0.121	0.158	-1.3933887790768	1	1
Homer1	Lhx8.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.700718606158466	0.121	0.158	-0.0673852561690031	1	1
Fos	Lhx8.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.823823521716217	0.121	0.105	0.0343712150464534	1	1
Nr4a1	Lhx8.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.931091657902932	0.182	0.158	-0.190924761539162	1	1
Fbxo33	Lhx8.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.975856524097562	0.152	0.158	0.100110471386636	1	1
Fbxo33	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.0797665446976559	0.222	0.421	-0.426957949677912	1	1
Nr4a3	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.104344238205009	0.13	0	0.308370734442359	1	1
Nfkbiz	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.116021461143646	0.019	0.105	-0.187982745960755	1	1
Sik1	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.147362169680226	0.074	0.211	-0.107900308681002	1	1
Fos	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.234691456544857	0.167	0.053	0.285122816788575	1	1
Egr1	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.234691456544857	0.167	0.053	0.228583964048757	1	1
Junb	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.336370436366381	0.204	0.105	0.217068923599396	1	1
1700016P03Rik	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.571890999632351	0.333	0.421	-0.385356795204761	1	1
Noct	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.681701725918042	0.148	0.105	0.0484174054531083	1	1
Gem	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.682470144696774	0.074	0.105	-0.11983759525724	1	1
Nr4a1	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.728558790377996	0.13	0.158	0.0144911149878086	1	1
Btg2	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.760383331475914	0.13	0.158	-0.124975095836656	1	1
Homer1	Npvf.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.825891541839541	0.259	0.263	-0.120908589745487	1	1
Homer1	Serpinf1.Serpinb1b.Lhx8.Arx.HY1	adlib_vs_fast	1	0.261572236013949	0	0.125	-0.443081797631022	1	1
Fbxo33	Serpinf1.Serpinb1b.Lhx8.Arx.HY1	adlib_vs_fast	1	0.391958642095869	0.25	0.375	-0.377570223542844	1	1
1700016P03Rik	Serpinf1.Serpinb1b.Lhx8.Arx.HY1	adlib_vs_fast	1	0.756361160287091	0.167	0.125	0.2177197076338	1	1
Noct	Serpinf1.Serpinb1b.Lhx8.Arx.HY1	adlib_vs_fast	1	0.868518125835288	0.167	0.25	0.15624277171014	1	1
Btg2	Foxb1.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.0207986091932179	0	0.15	-0.287426180722129	1	1
Noct	Foxb1.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.0922187717189883	0.229	0.05	0.377911826513439	1	1
Fos	Foxb1.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.115549175727364	0.029	0.15	-0.13700785856784	1	1
Homer1	Foxb1.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.134714983934204	0.114	0.3	-0.219585416268811	1	1
Fbxo33	Foxb1.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.15708061677483	0.257	0.1	0.377672966904909	1	1
Nr4a1	Foxb1.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.22109071845766	0.086	0.2	-0.170275423784326	1	1
Sik1	Foxb1.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.261605210355206	0.057	0.15	-0.181629139429942	1	1
1700016P03Rik	Foxb1.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.270122573994209	0.086	0.2	-0.0925236218576367	1	1
Junb	Foxb1.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.846999875221234	0.086	0.1	-0.193757929124324	1	1
Sik1	Meis2.Ppp1r1b.HY2	adlib_vs_fast	1	0.125095367025033	0.069	0.333	-0.693311280513281	1	1
Homer1	Meis2.Ppp1r1b.HY2	adlib_vs_fast	1	0.222092210061012	0.379	0	0.805543298567286	1	1
Fbxo33	Meis2.Ppp1r1b.HY2	adlib_vs_fast	1	0.249183940126369	0.345	0.667	-0.860132675735092	1	1
1700016P03Rik	Meis2.Ppp1r1b.HY2	adlib_vs_fast	1	0.413228504101592	0.138	0.333	-0.303735851837713	1	1
Nr4a1	Meis2.Ppp1r1b.HY2	adlib_vs_fast	1	0.474023946148353	0.172	0	0.363816248319773	1	1
Junb	Meis2.Ppp1r1b.HY2	adlib_vs_fast	1	0.474023946148353	0.138	0.333	-0.0483594982871838	1	1
Btg2	Meis2.Ppp1r1b.HY2	adlib_vs_fast	1	0.536098627093016	0.138	0	0.368224571717883	1	1
Noct	Meis2.Ppp1r1b.HY2	adlib_vs_fast	1	0.63506633689907	0.172	0.333	-0.0119044522777224	1	1
Gem	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.0154169294155695	0	0.105	-0.197283170734826	1	1
Sik1	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.0736322213189408	0.036	0.158	-0.205098060330232	1	1
1700016P03Rik	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.108712964556191	0.143	0.316	-0.514528290826764	1	1
Noct	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.180798176214056	0.232	0.368	-0.230604154321225	1	1
Nr4a1	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.213838845108559	0.071	0.158	-0.250849622021094	1	1
Fbxo33	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.424789920000702	0.286	0.368	-0.198290563348277	1	1
Fos	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.631921292484978	0.071	0.105	-0.0715395406066113	1	1
Btg2	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.650454298989088	0.071	0.105	-0.0850104395693523	1	1
Junb	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.879910906091741	0.125	0.105	-0.133467052612528	1	1
Homer1	Samd3.Meis2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.993216368556074	0.214	0.211	0.106793953276917	1	1
1700016P03Rik	Npy2r.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.18211192087687	0.269	0.091	0.656864033895368	1	1
Noct	Npy2r.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.234440592024708	0.134	0.273	-0.304101198372631	1	1
Fbxo33	Npy2r.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.751600487175856	0.269	0.364	0.0168102560225823	1	1
Homer1	Npy2r.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.829614027889098	0.373	0.364	0.125905038114308	1	1
Nr4a1	Npy2r.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.978247945860146	0.104	0.091	-0.0394085213516785	1	1
Sik1	Gpc4.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.297707731533295	0.088	0.182	-1.36817499283731	1	1
Homer1	Gpc4.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.31029243388032	0.235	0.091	0.350040765094014	1	1
Fbxo33	Gpc4.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.515959158516075	0.118	0.182	-0.286751608394814	1	1
1700016P03Rik	Gpc4.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.725238736841375	0.147	0.182	-0.0691465969945218	1	1
Noct	Gpc4.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.847335935481177	0.118	0.091	0.0445795461998265	1	1
Sik1	Sox6.Tmem114.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.00934458832882494	0.039	0.179	-0.270494877656862	1	1
Nr4a1	Sox6.Tmem114.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.102234348216732	0.078	0.179	-0.197743419448214	1	1
Fbxo33	Sox6.Tmem114.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.152316763366599	0.233	0.357	-0.271303765895783	1	1
1700016P03Rik	Sox6.Tmem114.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.189375939538704	0.155	0.25	-0.445714940782747	1	1
Homer1	Sox6.Tmem114.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.478477935913322	0.204	0.25	-0.0858516332220758	1	1
Noct	Sox6.Tmem114.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.690412422561406	0.087	0.107	-0.136470699431652	1	1
Egr1	Smim3.Oxt	adlib_vs_fast	1	0.111936160742539	0.02	0.111	-0.214926069671294	1	1
Fbxo33	Smim3.Oxt	adlib_vs_fast	1	0.328348562609616	0.194	0.333	-0.253895519142795	1	1
Gem	Smim3.Oxt	adlib_vs_fast	1	0.418098001105599	0.245	0.111	0.241095297454966	1	1
Sik1	Smim3.Oxt	adlib_vs_fast	1	0.455682900877302	0.051	0.111	-0.0709574603338697	1	1
Homer1	Smim3.Oxt	adlib_vs_fast	1	0.520706256788048	0.143	0.222	-0.147140471883897	1	1
1700016P03Rik	Smim3.Oxt	adlib_vs_fast	1	0.623474851041748	0.163	0.222	-0.0862813769809216	1	1
Junb	Smim3.Oxt	adlib_vs_fast	1	0.867606374825177	0.092	0.111	0.113436077038311	1	1
Fosl2	Smim3.Oxt	adlib_vs_fast	1	0.900925447909678	0.133	0.111	0.0250011819341168	1	1
Nr4a3	Lhx1.Cd24a.Six6.HY1	adlib_vs_fast	1	0.13000829613264	0.037	0.182	-0.359913893364165	1	1
Fbxo33	Lhx1.Cd24a.Six6.HY1	adlib_vs_fast	1	0.148388281066346	0.037	0.182	-0.470655404730356	1	1
Btg2	Lhx1.Cd24a.Six6.HY1	adlib_vs_fast	1	0.270835200728657	0.111	0	0.42702596905478	1	1
Noct	Lhx1.Cd24a.Six6.HY1	adlib_vs_fast	1	0.34111221758806	0.148	0.273	-0.592311788303683	1	1
Homer1	Lhx1.Cd24a.Six6.HY1	adlib_vs_fast	1	0.803871644279212	0.222	0.182	0.252460207907256	1	1
Junb	Lhx1.Cd24a.Six6.HY1	adlib_vs_fast	1	0.85617538337563	0.111	0.091	0.0522856471185714	1	1
1700016P03Rik	Lhx1.Cd24a.Six6.HY1	adlib_vs_fast	1	0.85617538337563	0.111	0.091	0.18108317993406	1	1
Egr1	Pmaip1.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.00130586742039868	0	0.15	-0.251143850840388	1	1
Btg2	Pmaip1.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.00907781862581932	0.029	0.2	-0.2915892241134	1	1
Homer1	Pmaip1.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.0140627572358714	0.147	0.45	-0.361191254106832	1	1
Fbxo33	Pmaip1.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.0485675294461017	0.147	0.35	-0.370594656451194	1	1
Sik1	Pmaip1.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.161411915042067	0.088	0.2	-0.255624444985256	1	1
1700016P03Rik	Pmaip1.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.204411262179711	0.147	0.25	-0.401336586486168	1	1
Nr4a1	Pmaip1.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.209403894691966	0.029	0.1	-0.0752977479528453	1	1
Noct	Pmaip1.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.880592319068715	0.132	0.15	-0.00740698367203224	1	1
Noct	Trh.Ppp1r17.Hmx2.HY1	adlib_vs_fast	1	0.0881622556243966	0	0.136	-0.451641658327724	1	1
1700016P03Rik	Trh.Ppp1r17.Hmx2.HY1	adlib_vs_fast	1	0.257254962745906	0.143	0.045	0.29566994184901	1	1
Fbxo33	Trh.Ppp1r17.Hmx2.HY1	adlib_vs_fast	1	0.299975568715554	0.143	0.045	0.245040766453763	1	1
Homer1	Trh.Ppp1r17.Hmx2.HY1	adlib_vs_fast	1	0.646785630262808	0.143	0.091	0.173987385727713	1	1
