gene	Identity	comparison	adj_pval	p_val	pct.1	pct.2	avg_log2FC	p_val_adjusted	pvalue_for_calc
Gem	Smim3.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.000757495005814604	0	0.333	-0.256187187089884	0.611298469692386	0.611298469692386
Nfkbiz	Smim3.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.000757495005814604	0	0.333	-0.330786402587116	0.611298469692386	0.611298469692386
Nr4a1	Smim3.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0110845763198297	0.083	0.667	-0.394490788922116	1	1
Fbxo33	Smim3.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.207140254381837	0.25	0.667	-0.282211455082798	1	1
Noct	Smim3.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.353374600747906	0.25	0	0.425319740323859	1	1
Egr1	Smim3.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.525424965303681	0.139	0	0.249238591303347	1	1
Sik1	Smim3.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.664873895758114	0.167	0.333	0.0467266353120397	1	1
1700016P03Rik	Smim3.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.974943678091078	0.333	0.333	-0.0237075880929588	1	1
Homer1	Smim3.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	1	0.361	0.333	-0.00984683738536618	1	1
Gem	Fam81a.Prox1.Lhx8.Arx.HY1	adlib_vs_fast	1	0.0667530151696345	0	0.333	-0.52974640618088	1	1
Noct	Fam81a.Prox1.Lhx8.Arx.HY1	adlib_vs_fast	1	0.0784456899999884	0.167	0.667	-0.698295417055013	1	1
Homer1	Fam81a.Prox1.Lhx8.Arx.HY1	adlib_vs_fast	1	0.289861367133477	0.333	0.667	-0.217025080564651	1	1
Junb	Fam81a.Prox1.Lhx8.Arx.HY1	adlib_vs_fast	1	0.393153437674003	0.083	0.333	-0.345516785759686	1	1
Egr1	Fam81a.Prox1.Lhx8.Arx.HY1	adlib_vs_fast	1	0.40915139492273	0.25	0	0.298255399159251	1	1
1700016P03Rik	Fam81a.Prox1.Lhx8.Arx.HY1	adlib_vs_fast	1	0.40915139492273	0.25	0	0.375086597205079	1	1
Fbxo33	Fam81a.Prox1.Lhx8.Arx.HY1	adlib_vs_fast	1	0.79656896444292	0.333	0.333	-0.486532016491607	1	1
Btg2	Qrfp.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.027014082623071	0.013	0.118	-0.194787194598793	1	1
Gem	Qrfp.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.0367714862202652	0.103	0.294	-0.240744255393711	1	1
1700016P03Rik	Qrfp.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.107693758444075	0.256	0.471	-0.221767326658007	1	1
Egr1	Qrfp.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.191989391921497	0.038	0.118	-0.297715095675978	1	1
Nfkbiz	Qrfp.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.294747318009096	0.051	0.118	-0.111058569127518	1	1
Noct	Qrfp.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.425559159179249	0.154	0.235	-0.130052235349764	1	1
Homer1	Qrfp.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.503646694692733	0.282	0.353	-0.135785481595082	1	1
Fbxo33	Qrfp.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.525802235318345	0.269	0.353	-0.0427067557708957	1	1
Junb	Qrfp.Lhx9.Rfx4.HY10.HY2	adlib_vs_fast	1	0.593195940166498	0.077	0.118	-0.046711880881671	1	1
Fos	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.15304188415882	0	0.333	-0.433699392607468	1	1
Btg2	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.15304188415882	0	0.333	-0.433699392607468	1	1
Nr4a1	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.15304188415882	0	0.333	-0.433699392607468	1	1
Sik1	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.15304188415882	0	0.333	-0.433699392607468	1	1
Homer1	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.449102232975529	0.25	0	0.657236049664404	1	1
Gem	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.683091398309609	0.125	0	0.327685019094987	1	1
Noct	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.683091398309609	0.125	0	0.299368970021467	1	1
Junb	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.683091398309609	0.125	0	0.208483095203724	1	1
Nfkbiz	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.683091398309609	0.125	0	0.327685019094987	1	1
Egr1	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.683091398309609	0.125	0	0.390607460458286	1	1
1700016P03Rik	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.683091398309609	0.125	0	0.208483095203724	1	1
Fbxo33	Foxp2.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	1	0.25	0.333	0.186984311104748	1	1
Homer1	Parpbp.Otx1.HY10.HY2	adlib_vs_fast	1	0.00129408146224742	0.198	0.6	-0.355529950632263	1	1
Gem	Parpbp.Otx1.HY10.HY2	adlib_vs_fast	1	0.00550400849060714	0.018	0.15	-0.158646456762902	1	1
Fbxo33	Parpbp.Otx1.HY10.HY2	adlib_vs_fast	1	0.16520993728627	0.216	0.4	-0.101796413337445	1	1
Noct	Parpbp.Otx1.HY10.HY2	adlib_vs_fast	1	0.299803072762437	0.18	0.1	0.267558768263644	1	1
Sik1	Parpbp.Otx1.HY10.HY2	adlib_vs_fast	1	0.320534270699313	0.045	0.1	-0.00142657100442362	1	1
Junb	Parpbp.Otx1.HY10.HY2	adlib_vs_fast	1	0.387903092181336	0.108	0.05	0.185543085000945	1	1
1700016P03Rik	Parpbp.Otx1.HY10.HY2	adlib_vs_fast	1	0.41627369629958	0.162	0.1	0.445605178313744	1	1
Fbxo33	Nts.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.0924893839620198	0.222	0.667	-0.56371073753031	1	1
Homer1	Nts.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.353374600747906	0.25	0	0.340778831631402	1	1
Noct	Nts.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.627346452837212	0.194	0.333	-0.104731712425749	1	1
Btg2	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.019769406440668	0	0.143	-0.1215189496806	1	1
Nr4a3	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.0248853869220113	0.1	0.429	-0.288698871206462	1	1
Junb	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.18545271777605	0.025	0.143	-0.038677880742946	1	1
Nr4a1	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.465018016307544	0.2	0.286	-0.306716270179709	1	1
Fos	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.527443836368261	0.375	0.429	-0.5249069133196	1	1
Noct	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.559343617089724	0.25	0.143	0.125280984248793	1	1
Gem	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.571788729026909	0.25	0.286	-1.1733964090224	1	1
Homer1	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.590352491168429	0.425	0.286	0.0641238656831009	1	1
1700016P03Rik	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.841554760973384	0.6	0.714	0.13969219510481	1	1
Fbxo33	Hcrt.Rfx4.HY10.HY2	adlib_vs_fast	1	0.960295312557964	0.425	0.429	-0.0206717453741842	1	1
Noct	Tmem215.St18.Arx.HY1	adlib_vs_fast	1	0.336006744950927	0.214	0	0.325896382357676	1	1
1700016P03Rik	Tmem215.St18.Arx.HY1	adlib_vs_fast	1	0.457111963466493	0.143	0	0.25289249724375	1	1
Homer1	Tmem215.St18.Arx.HY1	adlib_vs_fast	1	0.889713308344688	0.321	0.25	0.189250587406848	1	1
Btg2	Six6.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.0531653937764092	0.12	0.4	-1.01444678837814	1	1
Homer1	Six6.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.232030008768267	0.24	0	0.474068355806389	1	1
1700016P03Rik	Six6.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.286220229984701	0.2	0	0.412292170336708	1	1
Sik1	Six6.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.317419056232607	0.18	0	0.308226774534303	1	1
Noct	Six6.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.351863602782292	0.16	0	0.284582607651066	1	1
Fbxo33	Six6.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.616791450346812	0.36	0.2	0.12566355862382	1	1
Noct	Pou6f2.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.0302725819888888	0.091	0.667	-0.956903431759319	1	1
Sik1	Pou6f2.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.0817227522986593	0	0.333	-0.542254094768389	1	1
Homer1	Pou6f2.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.306826047497999	0.091	0.333	-0.748703289067571	1	1
Fbxo33	Pou6f2.Calca.Gad2.Arx.HY1	adlib_vs_fast	1	0.828480690002217	0.182	0.333	-0.0486550360561755	1	1
